,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0801230395986014,0,0,0,0.0463443166184629,0,0,0,0,0,0,0,0,0,0,-0.358526204638694,0,0,0,0,0,0,0,0,-0.119008003129813,0,0,0,-0.353395465132428,0,0.0890300080925414,0,0.773903929554812,-0.0933004291580605,0.400632905259818,0,0,0,0,0,0,-0.0414700461733999,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.180538214554885,0,0,-4.33680868994202e-19,0,0,0,0.0633721951965288,0,0,0,0,0,0,0,0,0,0,0.148394403325038,0,0,0,0,0,0,0,0.0606906174218031,0,0,0,0,0.465538418687169,0,0,-0.0538086510616297,0,0.0707836228315595,0,0,0,-0.0219980545160444,0,0.0290344028535011,0,-0.061684515798937
X601939.CH.EQUITY,0.319726369270833,0,0,0,0,0.0327270184324036,0,8.67361737988404e-19,0,0.0100944223245586,0,0,0,0,0,0,0,0.186165249217901,0,0,0,0,0,0,0,0,0,0,0.0813171529721122,0,0,0.11973812966393,0,0,-0.0199400156580679,-0.148348939565599,0,0,0.43379953671096,0,0,0,-0.00616956128979169,0,0,0,0,0,0,0,0.0836444815612888
X601288.CH.EQUITY,0,0,0,0,0,0.00902976937487219,0,-0.190355440362217,0.0777330389290634,0,0.36904717293457,0.190743828657835,0,0,0,0.105906473791403,0,0,0,0,-0.0461252504623183,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.587934237967994,0,0,0,0,0,0,0,0,0,0,0.0760473442792623,0,0,4.73953008937808e-05,0,0.274376934215489,0,0,-0.110271971644893,0
X5.HK.EQUITY,-0.225887325722461,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.297187499273339,0,0.0701402205202254,0,0,0.259136002578787,0.0113343714441921,0,0.434645206396154,-0.0365588486414122,0,0,0.0710592347863445,0,0,0,0,0,-0.168595510644431,0,0,-0.00445637269096808,0,0,0,0,-0.118157467004691,0,0.268450392096168,0,0,0,-0.116528878164735,0,-0.110463447202066,0,0
X601988.CH.EQUITY,0.19648724041658,0,0,0.54481524766162,0,0,0,0,0,0,0.137428546794352,0,0.00109837312612101,0,0,0,1.38777878078145e-17,0.0308065505038301,0,0,0,0,0,0,0,0,0,0.122675509375974,0,0,0,0,0,0,0,0,0,0,0.225972779036526,0,0,0,0,0,0,0,0,0,0.0126157711254332,0,0.115441114601186
X600036.CH.EQUITY,0,0.569980591588424,0,0,0,0,0,0,-0.0574552309332622,0.514893310330314,0,0,0,0,0,0,0,0,0,0,0.0845612468686461,0,0,0,0,0,0,0.0337480905204555,0,0,0,0,0.254870599244554,0,0,-0.181719088723241,0,0,-0.176982369379716,0,0,0,0.0804138745212523,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.111355618493938,0,0,0.0624377209965979,0,0,0,0.14204785492574,0,-0.0375950184251447,0,0,0.0642189702944515,0,0.254574604151347,0,0,0,0,0,0,0,0,0,0,-0.00256048159385793,0,0,0,0,0.0252033080339288,0,0.254554887911834,0,0,0,0,0,-0.091962789888936,0,0,0,0,0,0.0288227860813128,0,0.0469617199396173,0,0,0
X601628.CH.EQUITY,0,0.0375833064589069,0.00746638638965164,0.0539613345878862,0,0,0,0,0,0,0,0,0,0.331410879381325,0,0,0,0,0,0,0,0,0,0.0905174687908402,0,0,0,0,0,0,0,0,-0.0433171093377405,0,0,0,0.0588152589816954,0.216318729512915,0,0,0,0,0,0,0,0.127806449306161,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0495780135465594,0,0,0,0.133091823678138,0,0,0,0,0,0.307397606954031,0,0,0,0,-6.93889390390723e-18,0,0,0.234863044190832,0,0,0,0,0.178930380388809,0,0.0387988897514261,0,-0.223290409975819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938023787869885,0,0,0,0,0,0,-0.294145765827325
