,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.464106855605444,0,0,0,0,0,0,-0.00302150648112339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176073682227109,0,0,0,0,0,0.24019946950782,0.00986523901374329,0,0,0,0,0,0,-4.33680868994202e-19,0,0.229359700604112,0.0166292995746421,0,0.0245997855985117,0
X601318.CH.EQUITY,0,0,0,0,0.0211722138893225,0,0,0.0219066641545227,0.139763044308977,0,0.0515522529042408,0,0,0.0998341243843931,0,0,0,0,0.216400558074979,0,0.220019198376686,0.0276039323671444,0,-0.0163437470527395,0,0,0.0964429138107156,0,0,0,0,0,0,0,0,0,0.0350869753700125,-1.73472347597681e-18,0,0,0,0,0,0.0375817837972842,0,0,0,0,0,0,0,0.0844554500745762
X601939.CH.EQUITY,0,0,0,0.290641927928969,0,0,0,0,0,0,0.049923609445133,0,0,0,0,0,0,0,0,0.011482483081274,0,-0.258478406812424,0.694690979994007,0.00418188317640924,0.0608521007884955,6.93889390390723e-18,0.0631242264407946,-0.129685359514886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131460181942373,0,-0.0402554784467062,0,0,0,0,0,-0.0842493888998475,-0.00400150402562767
X601288.CH.EQUITY,0.205700485986298,0,0,0,0,0.0368049530039375,0.360991034655993,-0.0577925953840362,0,0,0,0,0,0,0,0.0814398609726532,0,0,0,0,0,0,0.0456323250916527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197532874028765,0,0,0,0,0,0,-0.0854131161645571,0
X600036.CH.EQUITY,0,0.181594928965696,0,0,0,0.0681336275605437,0.0911303407099898,0,0,0,0,0,0,0.206417678086365,0,0,0,0,0,0,0,0,0,0.0286955484626747,0,0,0,0,0.319142084815389,0,0,0.0873388175999855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00178215801394779
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0375045331725551,0,0,0,0,0,0,0,0.160693814412647,0,0,0,0.121714949020989,0,0,0,0,0,0,-0.0620832902174006,0,0,0,0.185547185872684,0,0.0527666088617805,0,0,0.537476689574136,0,-0.0496506746000995,0,0,0.102838470798706,0,0,0,0,0,0.00180223073371361,0,0,0.075498522745766
X601988.CH.EQUITY,0.194239172043134,0.263811131112648,0,0.0406224128851589,0.271787100168382,0,0,0,0,0,0,0,0,0,0,0.145543321318869,0,0,0,0.114572502079803,0,0,0,0,0,0,0.123531215537215,0,0,0,0,0.0404505546859888,-0.0590128159427884,0,0,0,0,0,0,0,0,-0.0973516300665805,0,0,0,0,0,0,0,0,0.0381368633991951,0
X1299.HK.EQUITY,0,0,0,-0.0452251731720786,0,0,-0.00228275680576679,0,0,0.128659634046596,0,0,0,-0.183866641247928,0,0,0,0,0,0,0,0,0,0,0,0.226997130098974,0,0.0279795914139432,0,0,0,0,0,0,0,0,0,0,0,0.140065123029565,0.114863987797018,0.0573764067381741,1.73472347597681e-18,0.0671364872579115,0,0.0247444153645232,0.180626201246223,0,0.136622801235525,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229066864446947,0,0.147571582756723,0,0,0,0,0.190372919479588,0,0.151974333163002,0,0,0,0.06998349020054,-0.0560349626283922,0.453453996840789,0,0.0967726952295794,0,0,0,0,0,0,0,0,0,-0.113365189853925,0,0.203251414127277,0,0,0,0,0.118092675371693,0,0.276462182000807,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0624867257089859,0,0,0,0,0,0.014291787012396,0,0,-0.0521790859789965,0,0,-0.169698015250401,0,0.401396785167276,0,0.311838732975495,0,0,0,0.274959980797539,0,0,0,0.15467005441526,0.294268873979042,0,0,0,0.127481013574823,0,0,0,0,0,0,0,-0.45072959813839,6.93889390390723e-18,0,0,0.0645211935229613,0,0,-0.0456961171899157
X601658.CH.Equity,0.192422652380101,-8.67361737988404e-19,0.112342480374657,0,0,0,0.0221666139591291,0,0,0,0,0.0345203241345254,0,0.0101256502703656,0,0,0,0,0.372838549718111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166376091292814,0,0,-0.145549445468315,0,0,0,0,0.000509311164392467,0,0.0989752448768474,0,-0.0600448533346949,0
X601166.CH.EQUITY,0,0,0,0,0.15590938691876,0.0172416864880389,0,0,0,0,0,0,0,0.101861086171417,0,0,0,0.00994405289512082,0,0,0,0,0,0,0,0,0,0,0.154534166961231,0,0.275444323675246,0,0,0,0.0593667767516646,0,0,0.025502245744204,0,0,0,0,0,0,0.11734469603891,0.0199630729039137,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567579501734308,0,0,-0.121776295110473,0.219607326629451,0.164353837870441,0,0,0,0,0,0,0,0,0,0,0,0,0.0257130741204929,0.0713689157728129,-0.0352197894049765,0,0.0430374119654606,0,0,0,0.0148157485641206,0,0,0,-4.33680868994202e-19,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0.471512189873168,0,0,0,0,0.0153404890441739,0,0,0,0,0,0.0159875396128056,0,0,0,0,0,0,0,0.0476925873396036,0,0,-0.248630380048118,0.0922536822541222,0.248292262908699,0,0.187836762426445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306700790159263,0,-0.0403331534308938
X000002.CH.EQUITY,0,0,0,0,0,-0.244751931807563,0,0,0.336473006994159,0,0,0.127290605425834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065010045825566,-0.0108565330505845,0,0,0,0,0,0,0,-0.028178776437608,0,0,0,0,0,-0.0932968725334803,0.287712773257751,0,0,0,0,0,0,0,0,0.100464879313602
X601328.CH.EQUITY,1.0842021724855e-19,0.0223468377782384,0,0,0,0,0.0555170587119403,0,0,0,0.0151209784804092,0,0,0,0,0,0,0.039632298833352,0.343815818461529,0,0,0,0,0,0.0609312097622387,0,0,0,0,0.2060088993094,0,0,0,0,0,0.0283489650101572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
