,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00539260583670906,0,0.231896890352392,0,0,0,0,0,-0.216381538093763,0,0,0,0,0,0,0,0,0,0,0,0.470065378541546,0.475025426283892,0,0,0.104618862035306,0,0,0,0,0,-0.0825239857649044,0,0,-0.180864046218857,0,0,0,-0.618055339314249,0,0,-0.0944261059130839,0.035219223834089,0.0321866994383773,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0723744360721926,0,0,0.211998907485478,0.0208732050251112,0,0,0,0,0,0,0.100698954595286,0.211554958766929,0,0,0,0,0,0,0,0,0,0,0.0422495004493858,0,0,0,-0.0245357128260781,0,0,0,0,0,0,0,0,-0.013364089838373,0,0,0,0,0,0,0,0,0,0.0223204677305777,0,0.371802392783618,0,0,0.0987358354464737
X601318.CH.EQUITY,0,0,0,0,0.0243562361848062,0.263515410908052,0.138410551894354,0,0,0,0,0,0,0,0,0,0,0,0,0.223195202833636,0,0.153491329435086,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.279163696432452,0,0,0.340714630576209,0,0,0.0555877398228413,0,0,0.0254878570333562,0,0.141704159312226,0,0,-0.0276742100537451,0,0,0.0505386814043652,0,0.109392651204628,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0706914863584288,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.164784052302679,0,0,0,0,0,0.538396836809047,0,0.0745570866206449,0,0,0,0,0.067615725666227,0.0373654116539096,0,0,0,0,0,0.270416118091627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.376272528659871,0.0701673858968358,0,0,0,0,0,0,0,0,0,0.112447613964
X600036.CH.EQUITY,0,0.0870484529353795,0,0,0,0,0.0349484164998229,0.0623352280302,0,0,0,0.114627752887983,0,0,0,0,0,0,0,0.126737513248428,0,0,0,0,0.016649045408207,0,0.00160961036568789,0,0,0,0,0,0,0.387405966083762,0,0,0,0,0,0,0,0,0,0,0,0.0727788412064595,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.287049068572072,0,0.042519322720924,0,0,-0.0888815773602228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241483130497149,0,0,0,0,0,0,0,0,0,0,0.107337906246415,0.200576021963508,0.0793839254054673,0,0,0,0,0,0,0.0312924660748868,0,0,0,0,0,0.0123350166822798
X1299.HK.EQUITY,0,0,0,0,0,0,0.0931169476665764,0,0,0,0,0,0,0,0,0.057115704452934,0,0,0,0,0,0.231933605975316,0,-0.0517812525370576,0,0.0108969533636629,0,1.38777878078145e-17,0,0,0.135375311927143,0,0,0,0,0,0,0,0,0,0,0,0.0503918355519824,0.18367545157863,0,0.48317487163121,0,0,0,0,-0.0590414972989322,0
X5.HK.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340235468820794,0,-0.0535581397927827,0,0,-0.57811724646201,0.838831610217429,0,0,0.141975212434647,0.641369505715673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185588965053126,0,0
X601658.CH.Equity,0,0,0,0.0410434842552291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29457432404264,0.0540569803460292,0,4.33680868994202e-19,0,-0.00683242198454814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217606502221312,0,0,-0.0123315950918312,1.73472347597681e-18,0,0,0,2.16840434497101e-19,0
