,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0581674789927288,0,0.499343209796692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121840273407994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197505566563935,0,0.0136953877724917,0,0,0,0,0,0.0163331697671744,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.016003859436751,0,0,0,-0.0146849596175125,0,0,0,0.186658329699704,0,0,0,0,0,0.48971767525335,0,0,0,0,0,-0.0516591830517092,0,0.118303245667513,0,0,0,0,0,0,0.0652560027356997,0,0,0.0771779999464769,0,0,0,0,0,0,0,0,0,0.010891593156494,-6.93889390390723e-18,0.000832170110100987,0,0.144175710171134
X601939.CH.EQUITY,0,0,0,0,0.135497556462718,0,0.350223480483173,0,0,0,0.00556288925098233,0,-0.149647988889543,0,0.00544318233363261,0,0,0,0,0,0.0250856108926496,0,0.528531129839486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129337056239836,0
X601628.CH.EQUITY,0,0,0,0,0,0.0408081468408032,0,0,0,0.131392040193699,0,0,0,0,0,0,0,0.256065561787104,0,0,0,0,0,0.0580581529727365,0,0,0,-0.203716173165133,0,0.00185532361613395,0.0454670671459714,0,0.396850180747558,0,0.245466594195322,0,0,0,-0.0314308325679904,0,0,0,0,0,0,0,0.11519475510797,0,0,0,0,0.0432196731348583
X601288.CH.EQUITY,0.0825860963920173,0,0,0,0,0,-2.16840434497101e-19,-0.0116249489873346,0,0.0133957843024958,0,0,0,0.0410017333908162,0,0.451471281012506,0,0,0,0,0,0,0.315884416094034,0,0,0,0,0,0.000583907653905861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0260529716118262,0,0,-0.0155704388874963,0,-0.0605795641994143
X600036.CH.EQUITY,0.191333671382844,0.0654738513945138,0,0.0588388084926485,0,0,0,0,0,0,0,0,0,0.30306883567422,0,0,0,0,0.0256086488677537,0,0,0,0,0,0.271193243288123,0,0,0,0,0.0451063784396851,0,0,0,0,0,0,0,0,0,0,0,0.0255529953693921,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.115991438607637,0.146494399760794,0.0592630501538608,0,0.0430547629792474,0.333732779705768,0,0,0,0,0,0,0,0,0,0.217103427205697,0,0,0,0,0.170496023976297,0,0,0,0.0130325590714803,-0.0127292195631417,0,0,0,0,0.0542201886116176,0,-0.0579313199784792,0,0,0,0,0,0,0,0,0,0,-0.147280173822616,0,0,0,0,0,0,0.0831942058402931,0
X1299.HK.EQUITY,0,0,-0.157925991872962,0,-0.0643036894247241,0,0,0,0,0.249442124435412,0,0,0,0,0,0,0.0260105009438797,0,0,0,-0.106662848123751,0,0,0,0.0470507479253951,0.177155273381424,0.449826983664714,0,0,0,-8.67361737988404e-19,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0429156759800062,0,-0.0500708691278029,0.0285178908420797,0.127847780763463,0,0,0,0.210813720270667,1.38777878078145e-17,0,-0.0448612874909061
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.00089158760840698,0,-0.186333248778949,0,0,0,0,0,-0.130480362073404,0,0,0,0.148789305422348,0,0,0,0,0.0980327266451335,0.439828801705261,0,0,0,0.053932707756082,0,0,0,0,0,0,0,0,0,0,0.025203369341156,0.179440649537017,0.18484968925156,0,0,0,0,0.122801232204994,0,0
X388.HK.EQUITY,0,0.148681617953457,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.118396264870396,0,0,0,0,0,0.239020307852426,0.175068017723609,0,0,0,0,0.116684528901041,0,0,0,-0.0867415350607927,0,0,0,0,0.208965987034119,0,0,0,-0.0534670343433721,0
