,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.232870753328039,0,0.129562854326043,0,0,0,0,0.252013490332091,0.0618518224622445,0,0.132404382822389,0,0,0,0,0,0,0.095980019848427,0,0,0,-0.0775829658320586,0,0,0,0,0,0,0,0.00234103088843771,0,0,0,0,0.0731067938087266,0,0,0,0,0,0,0,0,0,0.0180437460190648,0.0265639999723704,0,0,0,0,0
X601939.CH.EQUITY,0.457691252366215,0,0,0.0182164878936294,0,0,-0.0318911172623413,0,0,0,0.192595238769702,0,0.226728507287868,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852873407303771,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0481442064181158,0,0,0,0,0,0,0,0.25844907149789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204051232043489,0,0,0,0,0,0,0,0.0620227935644613,-6.93889390390723e-18,0.0429541085380557,0,0,0.206542388454345,0,0,0,0,0
X601288.CH.EQUITY,0.472542737509005,0.0317481213160198,0,0,0.171234877998526,0,0,0,0,0,0,0,0.0722475984853397,0,0,0,0,0,0,0,0.0672677005781913,0.0535909424041724,0,0,0,0,0,0,0,0,0.0365808267775649,0,0,0,0,0,0,0,0,0,0,0.0465582653062023,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0808393148219678,0,0.25539132535049,0,0,0,-0.0520202294134158,0,0.014754851110694,0,0,0,0.0996403981153039,0,0,0.149736030572863,0,0.196166526422475,0,0,0,0,0,0,0.325000925078543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143935797164534,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0217004927686636,0,0,0,0,0,0,0,0,0.415787387798557,0,0,0,0,0,0,0,0,0,0,0.0541268768839023,0.125025997639801,0,0,0,0,0,0,0,0,0,0,0,0,0.0850053623497114,0,0,0.0599456293014874,0,0,0,0,0,0,0,0,0,0.26975884155883,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.113917535178264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535725376463684,0,0,0.200474036796035,0,0.0540238558997268,0,0,0.193865248362339,0,0,0,0,0,0,0,0,0.00135893816383665,0,0,0,0.190132764641602,0,0,0,0
X5.HK.EQUITY,0,-0.256043101592183,0,0,0,0,0,0,0,0,0,0,0,-0.0294866068994378,0,0,0,0,0,0,0,0,1.17102927503676,-3.46944695195361e-18,-0.765211618104692,0,0,0.49513515261413,0,0,0,0,0,0,0,0,0,0,0,0,0.402803389915169,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0719674388534628,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.209972026999665,0,0,0,0,0,0,0.0506102140856841,0,0.297730578935102,0,0,0,0,0.132206998893276,0,0,0,0.0800944279896163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371570561827856,0
X601658.CH.Equity,0,0,0,0.568367861118524,0,0,0,0.00410065130501127,0,0,0,0,0,0,-0.374044497273724,0,0,0,0,0,0,0,0.104632118806963,0.0349285026745249,0,0,0,-0.00929688078831354,0,0.94787683704148,0,0,0,0,0,0,0,0,0,0,-0.113115310689604,0,0,0,0,0,0,0,0,-0.130298567214715,0,0
