,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.00106734193114234,0,0,0,0,0,-0.0404159270931255,0,0,0,0,0,0,0,0,0,0,0,0,0.515393636662532,-0.114113285565922,0.660618068682188,0.00755611430246239,0,0,0,-0.196293720289789,0,0,0,0.243021951178599,-0.3097736315564,0,0,0,0,0,-0.0547002300413523,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0.211227535813535,0,0,0,0,0,0,0.110905852335683,0,0,0,0,0,0.173334105383844,0,0,0,0,0,0,0,0,0.141975060632492,0,0.0076272397331673,0,0,0,0,0,0,8.67361737988404e-19,0.172572966707097,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.813147634640693,0.0116099111499375,0.00228273560237009,0,0,0,0,0,0,0.00860029275346932,0,0,0,0,0,0.0520958070626847,0,0,0.00254859626735752,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0884788530155074,0,0.0438745126687691,0,0,0,0,0,0,0,0.0337685854583295,0,0,0,0,0,0,0.0386660533558652,0,0,0.0207383087439883
X601288.CH.EQUITY,0,0,0.831406274010324,0,-0.107687541290037,0.0599258244760396,0,0,0,0,0,0,0,0,0.0262269576879306,0.0745851681705526,0.0204652929305812,0.14193047811421,0,0,0,0,0,0,0,-0.0506229018479932,0,0,0,0.0151558651560552,0,0,0,0,-0.0159146558692154,0,0.00878777510907349,0,0,0,-0.184276879520526,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0.00174852286534811,0,-0.0415966517851127,0,0,0.81323422097867,0,0,0,0,0,0,0,0,0,0.136596594334877,-0.0331560742626817,0,0,0,0,0,0,-0.0425814131625638,0,0,0,0.0171270877316578,-0.0567124605076468,0,0,0,0,0,-0.0336655902536655,0.117948808889459,0,0,0,0.0857857876644411,0,0,0.0403407459544207,0,0,0.138744656381991
X601988.CH.EQUITY,0,0,0,0,-0.0194869403850968,0,0,0,0,0,0,0,0.889557219769152,0,0,0,0,-0.403198227258857,0,0,0,0,0,0,0.36800892410258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079201000804585,0,0,0,0,0,0.0176557335137874,-0.0413302973692134,0.0872769471270341
X600036.CH.EQUITY,0,0,0.352504487004855,0,0,0,0,0,0.0104210645901885,4.33680868994202e-19,0,0,0,0,0,0,0.165737917115747,0,0,0.0143211571880363,0,0,0,0,0,0,0,0.143598142722838,0.00551611762327721,0,0,0,0,0.276253460043938,0,0,0,0,0,0,0,-0.0174039892202039,0,0,0.0765189866177668,0.0539528777528506,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0426310933504546,0,0,0,0,0.171651844001635,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,-0.108296836594199,0,0,0.390258302119372,0.248452050991996,0.149981281229714,0.138404781285821,0,0,0,0,0.127502597268899,6.93889390390723e-18,0,0,0,0,0,0,0,-0.192893863058575,0.0335742781933374,0,0,0.00537842348021172,0,-0.231028200843633,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247552221709368,0,0,-0.278756962390941,0,0,0,0.0790307146192207,0,0,0,0.40746317718295,0.226142697856283,0,0,0,0,0,0,0,0,0.0850449974184652,-0.139505154507547,0,0,0,-0.147058768295871,0,0.0740805644530528,0.00423135571853857,0,0,0,0,0,0,-0.121712390567607
X388.HK.EQUITY,0,0,0,0,0.215957345609066,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214915643091732,0,0,0,0,0.146527051823927,0,0.41744543792867,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.0384001627069747,0,-0.258226625656972,0,0.188789965963262,0,0,0,0,0,0.0366339028171763
