,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.436664491127712,0,0,0,0,0,0,0,0,0,0,0.334707427451384,0,0,0,0,0,-0.0398886763884577,0,0,0,0,0,0,0,0,0.0648637977036709,0,0,0,0,0,0,0.00484625118985454,0,0,0,0,0,0,0,0,0.00985763524881836,0,0.127467271067517,0,0,0,0
X601939.CH.EQUITY,0.280453841410283,0,0,0,0,0,0,0,0,0,0,0.136536025143256,0,0.383884277238289,0,0,0,0,0.069157821174512,0,0,0,0,0,0,0,0,0,0,0.0173223438075925,0,0,0,0,0.0749418462726932,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.203574170514441,0,0.0843632843223256,0,0,0,0,0,0,0,0,0,0,0.29894509879545,0.0695380037543837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146902575110504,0,0,0,0,0,8.67361737988404e-19,0,0.121915453030217,0,0,0,0,0,0,0,0,0.0214649752902521,0,0
X601288.CH.EQUITY,0.32067301778428,0.124992442096846,0,0,0.381526405491151,0,0,0,0,0,0,0,0,0,0.0963828258211412,0.0372884089387767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0
X601988.CH.EQUITY,0,0,0,0.177207745705661,0,0,0,0,0,0,0.238529363098156,0,0,0.093371954926283,0,0,0,0,0,0,0,0.0235257114224647,0,0,0,0.097956171167098,0,0,0.0741617812769468,0,0,0,0,0.101492512091843,0,0,0,0,0,0,0,0.0650816488841991,0,0,0,0.0492329401098421,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.276053204623977,0,0,0.180328944001644,0,0,0,0,0.599400616753558,0,0,0,0,0.569534697366296,0,-0.641273457450918,0,0,0,0.116410123989371,0,0,0,0,0,0,0,0,0,0,0.0168780302172108,0,0,0,0,0,0,0,-0.201214403627596,-0.0420632495249137
X600036.CH.EQUITY,0.0978083196798581,0,0,0.0547784864342118,0,0,0,0.0180697871811621,0,0,0,0.0218151423754553,0,3.46944695195361e-18,0,0,0,0,0.0137070078003058,0.0800181850823569,0,0,0,0,0,0,0,0,0,0,0.0978520796501804,0.114020699316095,0,0,0,0.203229894598388,0.0268266170187096,0,0,0,0,0,0,0,0,0,0,0,0,0.0799828213478842,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0356981695883725,0,0,0,0,0,0,0,0,0,0.0258281856201945,0,0,0,0,0.16847904118808,0,0,0.055207724015739,0,0.0967027809547765,0,0.107509670079927,0,0,0,0,0,0,0,0.0541642313794231,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369867239916172,0,0
X601628.CH.EQUITY,0,0.262605382666987,0,0.145961039990691,0,0,0,-2.16840434497101e-19,0,-0.00772057422804394,0,0,0,0,0,0,0.036396155218255,0,0,0.0677907585704347,0.0247619863284406,0,0,0,0,0,0,0,0,0,0.251504478607408,0,0,0,0.00340925121457894,0,0,0,0,0,0,0,0,0.0648896928809031,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0978891321626116,0,0,0,0,0,0.193114447989217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741170990945886,0,0,0,0.0881903393649806,0.261465311466511,-0.266563343570723,0,0,0,0,0.378107804926264,-0.0213157986003629,0,0,0,0,1.10211247707556,0,0,-0.492669665020218,0,0
X601328.CH.EQUITY,0,0,0,0,0.303303701167471,0,0,0,0,0,0,0,0,0.140187997403487,0,0,0,0,0,0,0,0.48024326196725,0,0,0,0,0,0,0.0303804398198209,0,0,0,0,0,0,0,0.0321246354328638,0,0,0,0,0,0,0,0.0310262054585277,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0681156035583074,0,0.0773991566133752,0,0,0.0754328865067965,0,0,0,0,0,0,0.150531667744281,0,0,0,-0.105521434038737,0,0,0,0,0,0,0.13129201585281,0,0,0,0,0,0.309700798803726,0,0.0296654875102394,0,0,0,0,0,0.00628862438557462,0.111756131147677,0,0,0,0,0,0.132599810350273,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014784524236544,0.123745243333837,0.599852542670256,0.0570889475785408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
