,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.243985633084848,0.182626196763237,0,0.227386203298831,0,-0.147501809569314,0,0,0.1154044610548,0,0,0,0,-0.0165553340090276,0,0.0433950569069617,0,0,0,0,0,0,0,0.117641941997043,0,0,-0.0978913487106031,0,1.73472347597681e-18,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,-0.0325442667606259,0,-0.0268524485338909,0,0.0519114605965416,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.185836936020554,0,0,0,0.29338061733701,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0674342427333655,0,0,0,0,0,0,0,-0.249496321681554,0.274039088813655,0,0.190008943309349,0,-0.00144959280125076,0,0,0,0.063519400982738,0,0,0
X601939.CH.EQUITY,0.425903355012689,0,0,0.0869110180018107,0.107531132654975,0,0,0,0,0,0,0,0.141615439045461,0,0,0,0,0,0,0.0136959214345393,0.128146670559423,0.0123007956422916,0,0.0302707749428496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321649512888213,0,0,0,0,0,0,-0.170912615325568,0,0,0,0,0
X601288.CH.EQUITY,0.389939055137528,0.0382955901128233,0.114817723503984,0,0.0436346948011677,0,0,0,0,0,0,0,0,0,0,0,0.029840335074653,0,0,0,0.016416021663999,0,0,0,0,0,0,0,0,0,0,0,0.0979101957022145,0,0,-0.0541146512839245,0,0.115928785534,0.0882993041929951,0,0,0.231095531898601,0,0,0,0,0,0,0.0659113140539591,0,-0.0369076669178454
X5.HK.EQUITY,0,-0.237197422351259,0,0.00491961996762388,0,0,0,0,-0.321825092640488,0,0.292435960568063,0,0,0,0.0737499497329493,0,0,0.101336527497208,0,0.00268163499179479,0,0,-0.0889320006382087,0.609091788658467,0,0,0,-0.00221275641226139,0,0,0,0,0,0,0,0,0,0,0.0315558869339075,0,0.0947136747960506,0,0,0,0,0,0,0,0,-0.29124523244066,0
X601988.CH.EQUITY,0,0,0.227128650260428,0.224372519433664,0,0,0,0,0,0.213255074930696,0.0843660697035445,0,0,0,-0.172591849219679,0,0,0,0,0,0.0347467181463802,0.125156958673968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635130943939749,0,0,0,0.0652196899961037,0,0,0,0,-0.0475620754329879,0.159486243270602
X600036.CH.EQUITY,0,0.350677792074596,0,0,0,0,0,-0.0267611155084241,0,0,0,0,0.185810109771384,0,0,0,0,0,0.0607074223860386,0,0.0224373349089139,0,0,0.267697827892951,0,0,0,-0.0051649070454763,0,-0.00111750625071848,0.218936942885084,0,0,0,0,0,0,0,0,0,0.0623681688047444,0,0,0,0,0,0.0191560477376094,0,0,0,0
X601628.CH.EQUITY,0,0.055024812377128,0,0.32398787360613,0,0,0,0,0,0,0,0,0,0.297734471480533,0,0,0,0,0,0,4.33680868994202e-19,0,0.0291746554188493,0,0,0,0,0.103855112073355,0,0,0,0,0,0,0,0,0,0,0,0,0.134591580439208,0,0,0,0,0,0,0,0,0,0.11749090618773
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357736727475286,0,0,0,0,0,0.170090239635951,0,0.136672869653845,0,0.169187156081009,0,0,0,0,0.0182383146124996,0.388879943730065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525162590395375,0,0,0,0,-0.00439049783883334
X601166.CH.EQUITY,0,0,0.0970406400750689,0,0,0.0571927561198059,0,0,0,0,0,0,0,0,0,0.24227930912957,0,0,0,0,0,0,0,0,0,0,0,0.0182915990411447,0,0,0.409670997394775,0,0.231283175908403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082238613527145
