,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.217055531386146,0,0,0,0,0.394605900329683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26576278153819,0,0.0258773076970599,0,0.0126547933745148,0,0,0,0,0,0.068727996569364,0.0539581011880933,0,0,0,0,0,0,0.0268685538901364,0,0,0,-0.0946005839739179,0,0,0
X601318.CH.EQUITY,0,0,0.246877039466799,0,0,0,0,0,0.0804508840407935,0,0.0748755410607691,0,0.0153412223012852,0,0.181296181515544,0,0,0,0,0,0,0.0581579992982653,0,0,0,0,0,0.191311423045929,0,0,0,0,0,0.0500197715041311,0.0215822669870146,0,0,0,0,0,0,0,0,0,0.0623699682321186,0,0,0.0368075242492887,0,0,0,0
X601939.CH.EQUITY,0.349877284717028,0.00760339919815382,0,0,4.33680868994202e-19,0,0.0656661040208646,0.359803737742666,0.265335078835243,0,0,0,0,0,0,0,0,0.0936067727172214,0,0,0,0,0,0,0,0,0,0.25793982938126,0,0,-0.015834391311365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044775895196261,0
X600036.CH.EQUITY,0,0,0,0,0,0.166575462534255,0.0231455956230757,0,0.0732743128827257,-0.137266538040882,0,-0.0992362653002695,0.147833586125229,0,0,0.160414953133547,0,0,0,0.169197949165338,0,0,0,0,0,0.391818761953762,0,0.0272091120049788,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608283191009828,0,0,0,0,0,0,0,0,0,0,0.0115105672171345
X601288.CH.EQUITY,0,0,0.0292195431885923,0,0,0,0,0.505483646255359,0,-0.0487162319110704,0,0.0196570456907282,0,0,0,0,0,0,0,0.0829764765143179,0,0.0176459589408479,0.0768022497301165,0,0,0,0.0880606703603892,0.101261108349304,0,0,0,0,0,0,0,0,0.0218611543164139,0,0,0,0,0,0,0,0,0,0,0.0291853209479749,0.0303379585594821,0.0687207477760419,0,0
X1299.HK.EQUITY,0,0,-0.0416743890026825,0,0,0,0,0,0,0.150984344475346,0,-0.0685189617180142,-0.0794853566278649,0,0,-0.031081868668742,0,0,0,0,0,0,0.16253072004871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980355190847263,0.0614475000168161,0,0.198926680263609,0,0.250718722204784,3.46944695195361e-18,0.0114105870760548,0,0.0422082873778009,0,0,0.197584441556731,0,0,0
X601628.CH.EQUITY,0.0761988957450922,0,0,-0.00341427982279883,0,0,0,0,0,0,0,0,-0.00275429546294308,0,0,-0.180628618926047,0,0,0.260712477381736,0,0,0,0,-0.109108954743745,0,0,0,0,0,0,0,0,0,0,0,0.589580693737321,0,0.0510089262689166,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0580947776150616,0
X601988.CH.EQUITY,0,0,0.0751430880551268,0,0.441496055916684,0,0,0,-0.0911977453674763,0,0,0,0,0,0,0,0,0.279309608921602,0,0,0,0,0,0.0456265944484672,0,0,0.0832052059115163,0,0,0,0,0,0,0,0,0,0,0.00190183116128255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0521855692026482,0,0,0,0,0,0,0,0.196816997351928,0,0,6.93889390390723e-18,0,0,0,0,-0.0077512932820542,0,0,0,0.217456230884277,0,0.0671989041189986,0,0,0,0,0,0,0,0,0,0,-0.114816872933784,0.18414729324936,0,0,0,0.218393836827945,0.184422822708086,0.0398026263070839,0,0,0,0,0.115000085762548,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.373248668531233,0,0.197268630112466,0,0,0,0,0,0,0,0,0,0,0.0559874245466636,0,0.351532467628452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190613769101317,0,0.246488618567161,0.0307370136568399,0,0,0.0524730239478398,0,0,0.125383537047858,0,0.0252568345787089,0.0408649678516388,0,0,-0.0217325353714378
