,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.113015325930486,0,0.0508446738636237,0,0,0,-0.0755984326577675,0,0,0,0.496008161205816,0,0,0,-0.0722175560964101,0,0,0,0,0,0,0,0,0,0,0,0,0.0561466260748666,0,0,0,0,0,0,0,0.0887736858555318,0,0,0,0,0,0.216243570295605,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0577251556120932,0,0.127409829464888,0,0,0.122796362508386,0,0.100651408183764,1.38777878078145e-17,0,-0.101425987008296,0.111035935372724,0,0,0,0,0,0,-0.0703556059820387,0,0,0,0,0,0,0,0,0,0,0,0,0.163229972852378,0,0,0,0,-0.222106037339689,0,0.315845447398587,0.175011610483557,0.1716482386224,0,0,0,0,0,0.228623080872824,0,0
X601939.CH.EQUITY,0.337116363512037,0,0,0.288727468417335,0,0.0969845103255586,0,-0.0381369372579482,0,0,0,0,0,0,0.140822999277177,0.0375676734513079,0,0,0,0,0,0,0,0.0696599881509083,0,-0.0741632004076968,0,0,0,0,0,0,0,0,0,0,-0.0981947044175578,0,0,0.320402741249209,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0
X601288.CH.EQUITY,0.41957475093156,0,0.104821427647007,0,0,0.20862579966372,0,0,0.0737711841574191,0,0,0,0,0,0,-0.0471491884149606,0.0573909022363679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159851791254934,0,0,0,0,0,0,0,0,0.17682459333053,0,0,0
X5.HK.EQUITY,8.67361737988404e-19,0,0,0.250748846349112,0,0.109643606804015,0,-0.334995307311615,0,0,0,0,0.054918898935342,0,0,0,0,0,0,0,0.471330586416754,0,0,0,0,0.39919257008896,0,0,0,0,0,0,0,0.0353770863077007,0,0,0,0,0,0,0,0,0,0,0,0,0.203951139839213,0,-0.106654890518198,0,0,0
X601988.CH.EQUITY,0.164530129669802,0,0.258547583778849,0.0372655928114364,0,0,0,0,0.111848243675868,0,0.125775064704329,0,0,-0.222801107177786,0,0,0,0,0,0,0,0,0.0482806690155617,0.197369920371993,0,0,0,0.0316338244561379,0,0,-0.0513277229658641,0,0,0,0,0,0.0326006559394094,0,0,0,0,0,0,0.114884847423206,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.143998363629694,0,0,0,0,0.16242617199931,0,0.33842324620582,0.100908941877082,0,0,0,0,0.142820648200757,0,0,0,0,0,0,0,0,0,0,0.0976520783049305,0,0,0.0311564097799093,0,0,0,0.0897545369464716,0,0.0108775219279269,0,0,0,0,0,0,0.00943936534525306,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0282730811486619,0,0,0,0.179918990824132,0,0,0,-0.144994667005528,0,0,0,0,0.295989971956865,0.304614841113343,-0.060875422846676,0,0,0,0,0,0.146130570885853,0,0,0.0865011529603452,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00797586429900939,0,0.0863300774162558,0,0,0,0,0.0253799355086768
X601628.CH.EQUITY,0.25781003014281,0.225085073539884,0,0,0.0199044656808688,0,0,0,0,0,0.0208312811729367,0,0,0,0,0,0,0.00292281416376626,0,0,0,0,0,0,0,0,0,0.0426417080940539,0,0,-0.00395545790726516,0,0,0,0,0,-0.026060514389933,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0313971322727746,0,0,-0.164582649653937,0,0.152942736584182
X601658.CH.Equity,0,0,0,0,0,0,-0.0610058560210794,0,0.101329616290498,0,0,0,0,0,0,-0.173430516858969,0,0.0631309969266967,0,0,0,0,0,0,0,0,0,0,0,0,0.0885044902729752,-0.0624311107799789,0,0,0,0,0,0.0520532921869025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
