,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0.447244113146396,0.128092075248991,0.0609414873952988,0,0,-0.0596109105500725,0,0,0,0,0,0,0,0,0.104166496821074,0,-0.03213199179113,0,0,0,0,0.0743767575770515,0,0,0,0,0,0,0,0,0,0,0.080299197610709,0,0,0,0,0.0243986949415778,0,0,0.352308582553505,0,0,-0.0321770457292313,0,0,0.0208514171933274,-0.102237120056016
X601318.CH.EQUITY,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0112353371470817,0,0,0,0,0,0.169686136219888,0,3.46944695195361e-18,0,0.33477536979454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198261890559459,0,0,0.0495023512964639,0,0,0,0,0,0.00325685560653504,0,0,0,0,0,0,0,0.15736136847365
X601939.CH.EQUITY,0,0,0,0,0.665864317224392,0,0,0,0,0.00633802517474751,0,0.306119899978262,0,-0.0368100155649651,0.0442023685104982,0.0245257670567044,0,0,0.0232586058962334,0,0,0,0,0.0277976435804211,0,0.0460481104645304,0.0209426112930781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592045499207915,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.159667509739917,0.108638122658654,0,0,0,0,0,0,0.319363946686059,0,0,0,0,0.140568041688501,0.0824949790875048,0,0,-0.0413067148490301,0,0,0,0.0221752650553365,0,0.0524136846476772,0.0941019432142784,0,0.143227321217544,0,0,0,0,0,0,0,0,0,0,0,0.136960786537265,0,0,0.00133636930857933,0
X601288.CH.EQUITY,0.173734406790049,0,0.810598586370988,0,0,0,0,-0.0831727963140966,0,0,0,0.0503577722845471,0,0,0,0,0.0240100334523812,0,0,0,0.00614281829586681,0,0,0,0,0,0,0,0,0.00912625072858076,0,0,0,0,0,0.0297568812583797,0,0,-0.0889302767604318,0,-0.148245015212484,0,0,0,0,0,0,0,0,0.0735307117482975,-0.00892992268251069,0
X600036.CH.EQUITY,0.230231508787404,0.0383348920692792,0.216992364993272,0,0,0,0,0,0,0,0,0,0,0,0,0.183103390826713,0,0,0.0291736462272513,0,0,0,0,0,0,0.240880320833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212772676898471,0,0,0.0101033838582351,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0740519107324997,0,0,-0.0270273985986198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602548464689775,0,-0.00736869396400684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282963328088974,0,0,0,0,0,0,0,0.930137391134369,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.261301859630804,0,0,0,0.0915116654285896,0,0,0,0,0,0,0,0.236676173113812,0,0,0,0.086054219979645,0,0,0,-0.0464496534307747,0.0935132947303901,0,0,0,0,0,0.0370049398633502,0,0,0,0,0,0,0.113284937254187,0,0,0.0381784914990095,0,0,0,-0.0396107069014681,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0759423556528999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295682217208651,0.0648283188053589,0,0,0,0,0,-0.252980288020957,0,0,0,0,0,0,0.0697318245850975,0.341182076652227,0.104200279007185,0,0,0.058931740311156,0,0,0,0
X388.HK.EQUITY,0,0.0294213733676811,0,0.147946767466107,0,0,0,0.133931731353465,0,0,0,0,0,0,0,0,0,0,0,0,0.0820140885604506,0.395018261796376,0.138619055769762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263067851429737,0.120423141065416,0.134173156550921,0,-0.185716447722306,0,0,0,0,0,0,0,0,0,0,0.068144133255612
