,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.28197785154324,0.0354788185959677,0,0,0,0.311578266053569,0,0,0,0.0795032709152429,0,0,0.0355610672496022,0,0,0,0,0,0,0,0,0.157613401869328,0,0,0.00927611697973764,0,0,0,0,0,0,0,0,0,0,0.120707296576493,0,0,0,0,0,0,0,0,0,0,0,-0.0274729102789892,0
X601318.CH.EQUITY,0,0,0.297970850475456,0,0,0,0,0,0.079008844422684,0,0,0,0.00308901332842412,0,0,0.204393322495063,0,0,0,0,0.0207648441444649,0,0,0,0,0,0,0,0,0.0818485344489024,0,0,0,0,0,0.0703782735341768,0,0,0,0,0,0.0406224287830412,0,0.0863844082049586,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.407218834836013,0.157862372532607,0,0,0,0,0,0.122964452696403,0,0,0,0,0,0,0.141652345145918,0,0.0655393754768183,0,0,-0.171596589566355,0,0,0,0,0.152539507966339,0,0,0,0,0.189196829833527,0,0,0.232392557751601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106545928254311,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.261804570540521,0,0,0,0,0,0,0.161410555401119,0,0.0527771218371022,0,0,0.194181323501516,0,0,0,0,0.0340390924369399,0.00246676163795264,0.441986205370641,0,0,0,0,0.0192421037408073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593678043563868
X601288.CH.EQUITY,0,0,0,0,0,0,0.0162561169235517,0.495892642930171,0,-0.0834589251951263,0,0.093429519959447,0,0,0,0,0,0.0210795311408104,0,0,0,0,0.0638505747082375,0.123012998685253,0,0,0,0,0,0.0881765866194329,0,0,0.0404767746564101,0,0,0,0,0,0,0,0,0,0,0,0,0.0481584909762074,0,0,0,0.0117821688734016,0
X1299.HK.EQUITY,0,0,-0.0476043300795874,0,0,0,0,0,0,0.110947203575082,0,0,0,0,0,0,0,0,0,0,0,0.0370311274579909,0.133437228330767,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.136973570889211,0,0.230528287001631,0.15571482949326,0.0795743214940536,0,0,0,0,0,0,0.239851391604839,0
X601628.CH.EQUITY,0.141801996696894,0,0,0,0,0.0199540625235798,0,0,0,0,0,0,0,0,-0.221659880136606,0,0,0,-8.67361737988404e-19,0.203039373169298,-0.0711227194704124,0,0,0,0.0160651205992578,0,-0.15555008023042,0,0,0,0,-1.73472347597681e-18,0,0,0.611723131887721,-0.0127984378480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0581901215024416,0.0218001702309495,0.477966892110334,0,0,0,0,0.0168088592937519,0,0,0.0803081569970954,0,0,0,0.209733455410773,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0359679793766036,0.013733950787865,0.0615315595565231,0,0,0,0,0,0,0,0.00131902030313462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.241527146539291,0,0,0,0,0,0,0,-0.0198413262724886,0,0.0195340385814148,-0.0541560748916403,0,0,0,0,0,0,-0.189699322928556,0,0,0.12884911628719,0,0,0.0516570555223676,0.125409247688159,0,0,0,0,0,0.129136262193197,0,-0.0535190871940322,0,0,0,0,0,0,0.0976878458025491,0.175140355710664,0,0,0.105317039950466,0,0,0,0.0164678709555989,0
X388.HK.EQUITY,0,0,0,-0.247925213765061,0,0.171093799892547,-0.0246201483882041,0,0,0,0.0755120160418744,0,0,0,0.123189185777254,-0.0285991142003312,0,0,0.115251916592478,0.525558979794319,0,-0.0283491580306191,0,0,0,0,0,0.00868590629566532,0,0,0,0,-0.0301684140629485,0,0,0,0,0,0,0.234402244199718,0,0,0,0,0,0,-0.370632922724685,0.0643355667415361,0,0.0539645907214429,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0502134378919771,0.181575682175296,0,0.147368315550744,0,0,0,0,0,0,0,0,0,0,0.0204354106348701,0.198546945433438,0,0,0.364713468691027,5.42101086242752e-20,0,0,0,0.0161309409210107,0,0.0103820885441663,0,0,0,0,0,0,0,0,0.00800585732752481,0,-0.0193554667215011,0,0,0
X601658.CH.Equity,0,-0.0374403263507039,0,-0.263624343447581,0.0506501923176967,0,0.0581071596657391,0.325163805820644,0,0,0.362120566919577,0,0,0,0.0573940368363213,0,0.417348333271399,0,0,0.267159161070405,0,0,0,0,0,0,0,0,0,0,0,-0.362206594381692,0,0,0,0,0,0.134644451246524,0,0,0,0,0,0,0,0,0,0,-0.0551684856297052,0,-0.0427167926309165
X000001.CH.EQUITY,0,0.160375351714321,0,0.0825333553378805,0,0,0,0.239028912974743,0,-4.33680868994202e-19,0.369935923312037,0,0,0,-0.0423752650438761,0,0,0,0,0,0,0,0.166217230858546,0,0,0,0.297892440529285,0,0,0,0,0,-0.31945693765954,0,0,0,0,-0.113184601972235,0,-0.0459658314175549,0,0,0,0,0,-0.051538927100552,0,0,0,0,-0.0580543946709778
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0322767362504164,0,0,0,-0.0169148752557874,0,0,0,0.183246986750492,0.191907112893624,0,0,0,0,0,0,0,0,0,0,0,0.0792519794477827,0,0.286561015944596,0.0609770392552132,0,0,0.0603292396573364,-0.0196447432184735,0,0,0,0,0,0.298305215357934,0,0,0,0.00999372457071626,0,0
X000002.CH.EQUITY,0,-0.0388572345143189,0,0.0229380849704527,0,0,-0.0737814981920677,0,0,-0.148136855477643,0,0.0774984538053735,0,0,0,0,0,0,0,0.017811265518897,0,0,0,0.248562587268896,-0.00278889910138172,-0.0439309566159308,0,0.108378394823215,0,0,0.405042943053713,-0.149971966400804,0.0390465902287973,0,0,0,0,0,0,0,0,0,0,0,0.248107120057328,0.0711316205223283,0,0,0,0,0
X601601.CH.EQUITY,0,0.547345379134627,0.0204016640984548,0,0,0,0,0.160521516533881,0,0,0,0,0.212076519999214,0,0,0,0,0,0,0,0.155264098356361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0601378375452974,0,0,-0.0659709373116276,0,0,0,0,0,0,0,0,0,0,0.0122938322044189
X601328.CH.EQUITY,0,0,0.0562867637152403,0,0,0,0,0.0330470295968264,0,0,0,0.19623608017345,0,0,0,0,0,0.21311136358095,0,0,0,0,0,0.0689589074837789,0.164619779959414,0,0,0,0,0,0,0,0,0,0,0.0612676866034769,0,0.126833966538549,0.0140843864758886,0,0,0,0,0,0.0755788882986533,0,0,0,0,0,-0.0140087024514737
X600000.CH.EQUITY,0,0,0,0.10919452306782,0,0,0,0,0,0,0,0,0,0,0,0,0.434893376200723,0,0,0,0,0,0,0.0844760186102406,0,0,0,0,0.0240826310263037,0,0.0453614795709936,0,0,0,0,0,0,0,0,0.0619731547307467,0,0,0,0,0,0,0.0329062097124584,0,0,0,0
X601066.CH.EQUITY,0,0,0.0743562632155823,-0.150843847428473,0,0,0.0656696213785686,0,0,0,0,0,0,0.669689974675863,0,-0.0638528402141584,-0.15888608237265,0,0,0,0,0,-0.0705725028338237,0.276882916335327,0,0,0,0,0,0,-0.0148043571912631,0,0,0.00848131999713245,0,0,0,0,0,0.216317597712764,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0
X300059.CH.EQUITY,0,0,0,-0.0209615374192268,0,0,0,0,0,0.0773481860491804,0,0.0568194600641508,0,0.151237663375004,0,0.0756980734223069,0,0,0.108192708582535,0,0,0,-0.108101248415004,0,0,0,0,-0.0489949807299671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261285550504821,0.193830350364808,0,0,0.201444421523639,0,0.100389259801522,0.0309921104064205
X601319.CH.EQUITY,0,0.0587657290114115,0.214914484219881,0.00112201051019281,0,0,0,0,0,0,0,0,0,0.229300698557976,0,0,0,0.0698993508982838,0,0,0,0,0,0,0,0,0,0,0,0,0.00982268950642602,0,0,0,0.149233786888602,0.0186357423454335,0,0,0,0,0,0,0,0,0.0337502560705889,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.0111954485323491,0,0,0,0,0,0,0,0,0,0,0,-0.0464519753943506,0,0,0,0,0,0,0.123487501154039,0.0820822681643959,0,0,0.0380481372317223,0,0,0,0,0,0,0,0,0,0,0,0.0938101275195249,0.252759037505171,0.505402888262918,0,0,-0.0621155826137081,0,-0.504765509875316,0,0.126630605654031,0
X11.HK.EQUITY,0,0,-0.172509792938128,0,0,0,0.0429727147909765,0.0656871429047422,0.762436525530426,0,0,-0.0608234113142187,0.00816168449873894,0,0,0,0,0,0,0,0,0,0,0,0,0.0987312176148143,0,0.0141004181029325,-3.46944695195361e-18,0,0,0,0.149004379538392,0,0,0,0,0.198264635473327,0,0,0,0,0,0,0,0,0,0,0,-0.0351380710363082,0
X601998.CH.EQUITY,0,0,0,0,0.354472299523708,0.263397531184338,0,0.0796363495569486,0,0,-0.159118414547315,0,0,0,0.0852788023172483,0,0,0.188881925849919,0.0170929213732722,0,0,0,0,0,0,0,0,0.0655196008424472,0,0.376077923672038,0,0,0,0,0,0.0177619380366778,0,0,0,0,0,-0.060173500152394,0,0,0,0.0623871202811519,0,0,-0.162876371817576,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.0465962470986819,0,0,0,0,-0.0751161463162703,0,0,0,0,0,0.185454029585758,0,0,0,0,0,0,0,0,0,0,0,0,0.152469387849677,0,0,0.52676352506182,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0623589584540452,-0.000881659783228198,0,0,0.319063924769923,0,0
X2388.HK.EQUITY,0,0,0,0.0611302106005925,0,0,0,0,0.0462169422400529,0,0,0.0273963412352978,0.0822934866051626,0,0,0,0,0,0,0,0,0.155545882082188,0.443483623177874,-0.0679247057020383,0,0,0,0,0.111052753283123,0,0.0357631249173951,0,0,0,0,0,0,0,0,0,0,0.11278392376253,0,-0.0235573366130524,0,-0.0849633949440799,0,0,0.174913973736304,0,0
X002142.CH.EQUITY,0,0,0,0.155332213697022,0,0,0.0667555547673377,0,0,0,0.119417522236599,0,0.0403256642212889,0,0,0,0,0,0,0,0,0,0.0277506838410987,0,0,0,0,0,1.73472347597681e-18,0,0,0.102197539220898,0,0,0.22999114760586,0,0,0,0,0,0,-0.0905938795264134,0,0,0.00896067871610457,0,0.0327954668061349,0,0,-0.0635497318776124,0
X2007.HK.EQUITY,0,-0.0147811003969127,0,0,0,0,0,0,0,0.131303347139661,0,0,0,0,0.196839056830687,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.331923922767051,0,0.142407758185025,0,0.0580398435302126,0,0,0,-0.0929123674802651,0.176367377682585,0,0,0,0,0,-0.0212355790979035,-0.0779784458061344,0,0,0,0,0,0
X1109.HK.EQUITY,0,-0.0462744477880033,0,0,0,0,0,0,0,0,0,0,0.0435993846383498,0,0,0,0,0,0,0,0,0.18646582588464,0,-0.0414677029100286,0,0.0609333679298282,0.278625532019665,0,0,0,0,0.0844228020687928,0.196864870780508,0,-0.0459765645594317,0,0,0,0,0,0,0,0,-0.055397938786368,0,-0.0831888031528221,0,0,0,0,0.00554521331980457
