,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.117164832047725,0,0.0514332136857548,0,0,0,-0.116721717577596,0,0,0,0.51295824478508,0,0,0,-0.0166057063796829,0,0,0,0,0,0,0,0,0,0,0,0,0.0184170587614839,0,0,0,0,0,8.67361737988404e-19,0,0.0825561699284831,0,0,0,0,0,0.225255835390924,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.00570726795282035,0,0,0.12285138351724,0,0.2609695456169,0,0,-0.0329485017171,0.240361960981785,0,0,0,0,0,0,-0.148685298577951,0,0,0,0,0,0,0,0,0,0,0,0,0.162782820952877,0,0,0,0,-0.283432868087242,0,0.319982061570659,0.267963395326702,0.263141899074853,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.328676396361003,0,0,0.330423849720599,0,0.103672645771482,0,-0.0624544180477222,0,0,0,0,0,0,0.11002739497458,0.0665559690012419,0,0,0,0,0,0.00491316348786318,0,0,0,0,0,0,0,0,0,-0.00900871535401721,0,0,0,0,-0.130901182335083,0,0,0.338097272056635,0,0,0,0.01777439753117,0,0,-0.0424990106980518,0,0,0,0
X601288.CH.EQUITY,0.503877198495224,0,0.00605011137237088,0,0,0.194411938378944,0,0,0,0,0,0,0,0,0,0,0.0282233975336626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214132728326648,0,0,8.67361737988404e-19,0,0,0,0,0,0.078209864395591,0.0760317730456054,0.032337220773839
X5.HK.EQUITY,0,0,0.0598834821425686,0.23631300782516,0,0.129852344484933,0,-0.396906569307669,0,0,0,0,0.105199354565689,0,0,0,0,-0.00109580023106982,0,0,0.413459439002042,0,0,0,0,0.488656325284185,0,0,0,0,0,0,0,0.0997401892446625,0,0,0,0,0,0,0,0,0,0,-0.184040000729683,0,0.120939671605437,0,-0.00882368573000941,0,-0.00464811175199382
X601988.CH.EQUITY,0.288128205454191,0.0703218154089579,0.322384269531357,0,0,0,0,0,0.135724706928956,0,-1.73472347597681e-18,0,0,-0.155855550839445,0,0,0,-0.0126649804823436,0,0,0,0,0.156568715615881,0,0,0,0,0.0451022734736465,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611696513035078,0,0.165780965046353,0,0,0,0,-0.03024867430433,0,0.0175386861123069
X600036.CH.EQUITY,0,0,0,0,0.0971348940160086,0,0,0.245844520919729,-0.00772072359306625,-0.0377772721166228,0.0157027738397619,0,0.28061241814197,0,0.258280478765318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921821796284471,0,-8.67361737988404e-19,0.0897224072827077,0,0,0,0.134736283162314,0,0.0105244898436927,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0368166639479629,0,0,0,0.20981466316285,0,0,0,-0.179217789816589,0,0,0,0,0.366606505175913,0.177558770777695,-0.0502103703981002,0,0,0,0.104768365997688,0,0.0721033729676249,0,0,0,0,0,0,0,0,0,0.00101130451512589,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.160140616710891,0.348079634811698,0,0,0.145990389092457,0,0,0,0,0.0104001710472807,0,0,0,0,0,-0.00877194461317239,0,0.107227147659272,0,0,-0.0102661133180314,0,0,0,0,0,0,0,0,0,-0.0934553228595704,0,0,0,0,0,-0.0372128934246763,0,0,0,0,0,0,0,-0.175163819184027,0,0,0,0,0,0.181404757329558
X601658.CH.Equity,0,0,0,0,0,0,-0.243383211639404,0,0,0,0,0,0,0,0,-0.173127015495859,0,0,0,0,0,0,0,0,0.431011245827864,0,0,0.220956825543093,0,0,0,0,0,0,0.11688601022542,-0.217335473700361,0,0.396711628476723,0,0,0,0,0,0,0,0.141550591253738,-0.0207190823198291,0,0,-0.373291919430939,-0.425972777789933
