,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.434893002844856,0.0598296557637688,0.115450112493072,0,0.0387970925024083,0,0,0.236109901055631,-0.0718661038053126,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0905483593790988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281188973071579,0,0,0,0,0,0,0,0,0,0,0.090363242466233,0,0
X601939.CH.EQUITY,0.506405675027445,0,0,0.109569273662759,0,0,-0.112216341622898,0,0,0,0.016902058668797,0,0.378755867707029,0,-0.01184497225842,0,0,0,0,0,0,-0.148547066879224,0,0,-0.0019051548536169,0,0,0,0,0,0,0,0,0,0,0,0,-1.6940658945086e-21,0,0,0,0,0,0,0,0,0,0.0995973100984975,0,0,-0.00476159750410388
X601318.CH.EQUITY,0,0,0,0,0.22293029084622,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.047251481686904,0,0,0,0,0,0,0.196567441164418,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.239102325383929,0,0,0,0,0.212081920345115,0,0,0,0,0,0,0.0760830145673651,0
X601288.CH.EQUITY,0.500930912421699,0,0,0,0.198582795387709,0,0,0,0,0,0,0,0.0745699272786707,0,0,0,0,0,0,0.0127636277846205,0.116977412046027,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.05022712020208,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-6.93889390390723e-18,0,0.505444534610424,0,0,0,0,0,0.216124200950588,0,0,0,0,0,0.327547733507673,0,0.076055105403369,0,0,0.0173854285627396,0,0,0,0,0,0.0215354685441272,0,0,0,0,0,0,0,0,0,-0.567346784534715,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.300686705191929,0,0,0,0,0,0.0724604689350727,0,0,0,0,0,0.00853626591015676,0,0,0,0,0,0.0441994807917676,0.186446478193822,0,0.0788253616536151,0,0,0,0,0.00294248937629493,0,0,0,0.180418140618874,0,0,0,0,0.111096686992425,0,0.0165711700927363,0,0
X1299.HK.EQUITY,0.076486809746874,0,0,0,0,0,0,0,0.135198445805106,0,0,0,0.101687994589859,0,0,0,0,0,0,0,0,0,0.0102391025365123,0,0,0,0,0.226861574240421,0,0,0,0,0,0,0,0.176029303862334,0,0,0,0,0,0,0.0714895069695368,0,0,0,0.107194606587246,0,0,0,0
X5.HK.EQUITY,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0503354577815969,0,-0.0734937465745702,0,0,-0.164024993003082,0,0,0,0,-0.285403592577885,0.609940747084456,0,0,0,0,0.780766646265988,0,0,0,0,0,0,0,0,0,0.409536376442942,0,0,0,0,-0.308603045937659,0,0,0,0,0,0,0.164148074315724
X601628.CH.EQUITY,0,0,0,0,0,0,-0.0150533055468494,0,0,0,0,0,0,0,0,0,0,0.0891069240306077,0,0,0.10619343106141,0.122402313935995,0,0,0.0579542056571552,0,0,0.199034442878915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767655231869343,0,0,0,0,0.195297153698748,0.0784616190885142,0,0
X601658.CH.Equity,0,0,0,0.069048313975272,0.0713126087717054,0,0,0,0,0,0,0,0.254139872747653,-0.0390154010166589,0,0,0,0,0,0,0.0156521361349089,0,0,0,0,0,0.21073440844254,0.121749123129896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361962775655179,0,0,0
