,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.00993225683239131,0.564807049675303,0,0,0,0,0,0,0,0.142161684201021,-0.0172840453140116,0.091786554165306,0,0,0,0,0,0.0219116774257914,0,0,0,0,0,0.0594340017429021,0,0,0,0,0,0,0,-0.00878715518695283,0,0,0,0,0,0.104479837263294,0,0,0,0,0,0.00632692137206162,0,-0.0644352024487102,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.00947150878144856,0,0,0,0,0,0,0,0,0.0761737812778134,0,0.307904175620234,0,0,0,0,0,0.11533490926727,0.00162476258695867,0,0,0,0,-0.0234907553644271,0,0,0,0.0590593426233687,0,0,0,0.195349770908606,0.0982402608267258,0,0,0,0,0,0.0239342858491161,0,0.061127721202209,0,0
X601939.CH.EQUITY,0.236672648828597,0,0,0.531643055602188,0,0,0,0,0,0,0,0,0,0,0,0.0389678806915771,0,0,0,0,0,0,0,0,0,0,0,0.0433697517130572,0,0,-0.0196373852061585,0,0,0,0.0960026710635109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.209766122673521,0,0.224164842686851,0,0,0.0593356977564858,0,0,0,0,0,0,0,0,0,0,0,0,0.139059698034759,0,0,0,0,0,0.0471070977237957,0,0,0.123892542224717,0.0649111420733788,0,0,0,0,0,0,0,0.0103895091646049,0,0,0.0578762933061388,0,0,0,0,0,0,0,0,0,-0.108674496709847
X5.HK.EQUITY,0,0.0595866810897799,0,0,0,0,0,0.31209976131327,0,0,0,0,0,0.0993691429091545,0,0.406780979589392,0,0,0,0,0,0,0,0,0,0,0,0,0.365805834497259,-3.46944695195361e-18,0,0,0,0.155486780222524,0,0,0,0,0,0,0,0,0,0,0,-0.276819759861412,-0.0939726478454342,-0.184010344264328,0.0203064986040723,0
X601988.CH.EQUITY,0.256876164406681,0,0,0,0,0,0,0,0.0820081968567981,0,0,0,0,0.184383629607841,0,0.00447572602247295,0,0,0.0149115920400738,0,0,0.391748048502862,0,0,0,0,0,0,0.0536902307520165,0.0521399619808466,0,0,0,0,0,0,0,0.0543405811429821,0,0,0,0,0,0,0,0,0,0,-0.0301961930136533,0
X600036.CH.EQUITY,0,0,0,0,-0.0242275214398802,0,0,0,0.0430145400622448,0,0,0,0,0,0,0,-0.0167403798355086,0,0.0285062809639651,0,0,0,0,0,0.72511385794293,0,0,0.0407759534920123,0.106835429748463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702226704071545,0,0.0668415002886477,0,0,0,0,-0.00552265023572884
X1299.HK.EQUITY,0,0,0,0,0.227177562256058,0,0,0,0,0,0,0,0.155733766966254,0,0,0,0,0.125160174278405,0,0,0.115473912183616,0,0,0,0,0,0.0346848988125489,0,0,0.089275275122434,0,0.0498371688488578,0,0.184337030360712,0,0,0,0,0,0,0,0,0,0,-0.113641461207099,0,0,0,0,0.0580282061923286
X601628.CH.EQUITY,0,0.21087591488803,0,0,0,0,0.0339274780571153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693785958286837,0,0,0,0,0,0,0,0,0,0,0,0,0.399232727881791,0,0.240415756940044,0,0,0.0269291041562184,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.171228437167243,0,0,0,0.115790501440503,0,0,0,0,0,0,0.260401396521835,0,0,0,0,0,0,0,0,0.228195381917456,0,0,0,0,0.0670003873706826,0,0,0,0.00600726757419564,0,-0.00595738485575779,0,0,0,0,0.202640142922008,0,0,0,0,0,0.00228339850509856,0,0,0,0.0288009514850067,0
X601166.CH.EQUITY,0.166869965801265,0,0.182919032042745,0,0,0,0.130533273537457,0,0.00637489738190168,0,0,0,0,0.176266669191971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104055634099071,0,0,0,0,0,0,0.0832447970929437,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.227552501356758,0,0,0,0,0,0,-0.0264374897052964,0,0,-0.00291969566045902,0,0,0,-0.0100275350526752,0,0,0,-0.0750500147059769,0,0,0.135937003526357,0.34308589005201,0.273359203342864,0.175018756795932,-0.164744659550005,0.0478122438147096,0.136062653565766,0,0,0,0,0,0.0722690988430562,0,0,0,0,0.102548980588609,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124146310672196,0.402537065213264,0,0,0,0,0,0,0,0,0,0.259464063424293,0.360219465546499,0,0,0,0,0,0,0,0,0,0,0,0,0.182889110812292,0.0802145319641734,0.0830960605449234,0.0447563086876698,0,0,0.0109944657197658
X600000.CH.EQUITY,0,0,0,0,0.0258268118513667,0,0.277621620935985,0,0,0,0.217160032511643,0,0.0776436813279439,0,0,0,0.11252687376592,-1.38777878078145e-17,0,0.0553856789244193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116449802862806,0,0,0,0,0,0,0,0,0,0,0
