,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.376857528001934,0.103710932614399,0,0,0.259778539765152,0,0,0,-0.0496927321697825,0.111629063575633,0,0,-0.0342177539260084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691102266965743,0,0.0194368033156795,0,0
X601939.CH.EQUITY,0.126461304072849,0,0,0.219281033015398,0,0,0,0,-0.115180794861544,0,0.15512859963404,0,0,0.148389409708925,0,0,0,0,0,0,0,0,0,0.213880980710377,0,0,0,0,0,0,0,0,0,0,0,0,-0.0708740061344046,0,0,0,0,0,0,0,-0.0175044710430549,0,0,0,0.188362285927273,0,0
X601318.CH.EQUITY,0,0,0,0,0.17110577096997,0,0,0,0,0,0,0.186622005149537,0,0,0.0186001549692317,0,0,0,0,0,0,0.0971290727746647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0568037312064756,0,0,0.203178511848886,0,0,0,0,0,0
X601288.CH.EQUITY,0.412098537320769,0,0,0,0.217402053369712,0,0,0,0,0,0,0,0,0.11295351545619,0,0,0,0,0,0.085412214557362,0.0582332852943641,0,0,0,0,0,0,0,0,0,0,0,0.020170456914594,0,0.024872715941232,0,0,0,0,0,0,0,0.0200387788566527,0,0,-3.46944695195361e-18,0,0,0,0.0152876473511794,0
X601988.CH.EQUITY,0,0,0,0.493411509202377,0,0,0,0,0,0.243771476909673,0,0,0,0,0,0.0647949362154064,0.125883024146026,0,0,0,0.0710644725576438,0,0,0,0,0,0.0858900676515143,0,0,0,0,0,0,0,0,0,-0.577225860519365,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186236604161598
X600036.CH.EQUITY,0,0.028339376592717,0.0707005507857949,0,0,0,0,0,-1.73472347597681e-18,0,0,0.148431733627494,-0.0574076337460382,0,0,0,0.0909610044884506,0,0,0.0586004598674096,0,0.23172106892457,0,0,0,0,0,0,0,0,0,0.195376414034102,0,0,0,0,0,0,0,0,0.136812375700258,0,0,0,0,0,0,0.111763134512345,0.0168556901660999,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239082294930949,0,0,0,0.482015571656459,0,0,0,0,0,0,0,0.108281578044794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112299059329955,0,0,0.046513946884243,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.229585898815142,0,-0.36421545067533,0,0,0,0,0,0,0.100718086646283,-0.344839916818422,0.600056638854003,0,0.669301479533986,0,0,0.0945040091137992,0,0,0,0,0,0,0.415823512722703,0,0,0,0,0,0,-0.108636576414587,0,0,0.0315686109156331,0,0,0.123590637545925
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.195987891125746,0,0,0,0,0,0,0,0,0.307196868562949,0,0.0765950627549422,0,1.73472347597681e-18,0,0,0,0,0,0.0116575037153421,0,0,0,0,0,0,0,0,0.272055442617606,0,0,0,0,0,0,0.177935197984918,0.0789016779972055,0,0
X601658.CH.Equity,0,0,0,0.158192071959287,0.181349374639694,0,0,0,0,0,0,0,0,0.118309842130425,0,0,0,0,0,0,0,-0.08186114994817,0,0,0,0,0.0366195614104033,0,0.0938200693993072,0,0,0,0,0,0,0,0,0.275997068666108,0,0,0,0,0,0,0,0,0,0,0.434763074289494,0,0
