,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0729044535095222,0.466158579530061,0,0,0,0,0,0,0,0.18718018390742,0,0.0630057422812186,-0.00866567422517409,0,0,0.0404440532863187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554418943334544,0,0,0,0,0,0.0649674463270023,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.110635441611821,0.0204091255616044,0.0609982056653409,0,0,0,0,0,0,0,0.417492723692697,0.0773218803707106,0,0,0.00050018226000813,0,0,0,0.0224992633116079,0,0,0,0,0,-0.0293633340705709,0,0,0,0.226183432732566,0,0,0,0.106546479854335,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.2437181255369,0,0,0.532569259433117,0,0,0,0,0,0,0,0,0,0,0,0.0448271874557773,0,0,0,0,0,0,0,0,0,0,0,0.0425126726889366,0,0,-0.0211732688925377,0,0,0,0.0851370394123778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000479603461264471,0
X601288.CH.EQUITY,0.0767826399726488,0,0.407147160995439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.142437265181684,0,0,0,0.0459519863588378,0,0,0,0,0,0.000919150227045669,0,0.221122706923665,0,0,0,0,0,0,0,0,0,-0.0950191267007706
X5.HK.EQUITY,0,0,0,0.262186855258684,0,0,0,0.462382821706568,0,0,0,0,0,0,0,0,0,0,0,0.232596739117462,0,0,0,0,0,0.124642464316951,0,0,-0.0485909748444268,0,0,0,0,0.000582291449726574,0,0,0,0,0,0,0,0,0,0,0,0,-0.0963563790475644,-0.222765181926175,0.202245020758402,0
X601988.CH.EQUITY,0.243034315124666,0,0,0,0.0128534525646271,0,0,0,0.121528391691386,0,0,0,0,0,0.17987736393944,0,0,0,0,0,-0.0152869701564878,0.40042005324064,0,0,0,0,0,0,0.0485823561966629,0.044438431436414,0,0,0,0,0,0.0375140305308784,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252476634677989,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.000291641419378275,0,0,0,0,-0.00311723461904,0,0,0.0467795266802525,-0.0297913775497302,0,0,0,0,0,0,0.680188531864461,0,0,0.0596607636023831,0,0.0714079835600759,0,0,0,0,0,0.0390411826231369,0,0,0,0,0,0,0.100534037417933,0,0.0338250669576389,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.213505304191238,0,0,0,0,0,0,0,0.108212882675128,0,0,0,0,0,0.122734142514506,-0.0627932720541532,0.0814561784660341,0,0,0,0,0,0,0,0.114317682043448,0,0,0.187183189301204,0.0180458664121151,0.180079091105303,0,0,0,0,0,0,0,0,0,0,-0.0760714130620399,0.0570419361888197,0,0,0,0.0801878342478153
X601628.CH.EQUITY,0,0.150488356081859,0,0,0,0,0.00552536048493674,0,0,0,0,0,0,0,0,0,0.0774315692923487,0,0,0,0,0,0,0,0.16695541389438,0,0,0,0,0,0,0,0,0,0,0.365575084067709,0,0,0,0.208088827141042,0,0,0.0114407362913001,0,0.0302829690205333,0,0,0,0,-0.000160506929071432
X601328.CH.EQUITY,0,0,0.165786101600044,0,0.0028481142808723,0,0.118122278000577,0,0,0,0,0,0,0,0.265515885027006,0,0,0,0,0,0,0,0.230243180612722,0,0,0,0,0.069969757820738,0,0,0,0,0,-0.00569896715676525,0,0,0,0,0.201837198169182,0,0,0,0,0,0.00191308359414588,0,0,0,0.0258729054900107,0
X601166.CH.EQUITY,0.0857433523720251,0,0.264531662938494,0,0,0,0.134424664076727,0,0,0,0,0,0,0.0259193964005011,0.205975853926515,0.0452021634972356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653643008122063,0,0,0,0,0,0,0.0449552966894485,0,0,0,0,0,0,0,-0.016427623775279
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.26811216468179,0,0,0,0,0,0.132609013601454,0.151086298079914,0,0,0,0,0,0,0,0,0.237206661945955,0,0,0,0,-0.257602925151523,0.241442262298542,0,0,0.545173300333077,0.171913603400153,0,0,0,0.0487826983229531,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.026566079139598,0,0,0,0,0,0,0,0,0,0,0,0.126049002360745,-2.77555756156289e-17,0,0.409038013542433,0,0,0,0,0,0,0,0,0.256388400452231,0,0.38148269882302,0,0,0,0,0,0,0,0,0,0,0,0,0.255451840348976,0.0314670734228619,0.0702096194906683,0,0,0,0
X16.HK.EQUITY,0,0,0,0.173888628563529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127929667509253,0,0,0,0,0,-0.0337549469437627,0,0,0.150895351254611,0.134833121963683,0,0,0,0.0656511773081281,0.148821917307817,-0.565548947067588,0,0,0.0493873433944847,0,0,0,0,0,0,0.00535979001395332,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.23364957919511,0,0,0,0.268121080346938,0,0.0845384246758291,0,0,0,0,0.100300258746001,0,0.0643210902687842,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165351798800147,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0.0465084663248567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411548539277252,0,0.0295780377762664,0.11945698594564,0.0379896825138992,0,0.709541037538111,0,0,0,-0.0621611966949742,0,0.0739204199343346,0,0,0,0,0,0,0,0.173002144845516,0
X601601.CH.EQUITY,0.0107333261636168,0.0308777813464504,0,0,0,0,0.14539269312312,0,0,0,0,0,0,0,0,0,0,0,0.0168069920190169,0,0,0,0,0,0.036337994131058,0,0,0,0,0.0381886744114436,0,0,0,0,0.146655868627894,0.042273005002394,-6.93889390390723e-18,0,0,8.67361737988404e-19,0.0194213479216267,0,0,0,0,0,0,0.192478458229536,0,0
