,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.482625672844702,0.154766453889706,0,0,0,0,0,0.0914189586666379,-0.0924489375436239,0.109905404964938,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566006379400289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942706061840005,0,0,0,0,0,0,0,0.0365043140242139,0,0,0.0195045091899875,0,0
X601939.CH.EQUITY,0.307423951278424,0,0,0.294186237965832,0,0,0,0,-0.103357506874357,0,0,0,0,0.246644671461669,-0.108311614061438,0,0,0,0,0,0,0,0,0,0.149191181188739,-0.00428124386341646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755329085993773,0,0,0,0.141809242111384,0,0
X601318.CH.EQUITY,0,0,0,0,0.214937257617206,0,0,0,0,0,0,0,0,0,0.0306320295441872,0,0,0,0,0,0,0.18563015233329,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.260105584053946,0,0,0,0,0.220642153396673,0,0,0,0,0,0,0.105108921114502,0
X601288.CH.EQUITY,0.350500391519846,0,0,0,0.244883617452542,0,0,0,0,0,0,0,0,0.144345939541937,0,0,0,0,0,0.0720164880383774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12334781229464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241771053089581,0
X601988.CH.EQUITY,0,0,0.0583172239071964,0.562243149386731,0,0,0,0,0,0.23334732299251,0,0,0,0,0,0.298874292244398,0,0.0476054957030669,0,0,0.0190912436377891,0,0,0,0,0,0.0681953231741366,0,0,0,0,0,0,0,0,0,-0.556538997410864,0,0,0,0,0,0,0,0,0,-0.097321366809591,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0081431697343337,0,0,0,0.388292458653524,0,0,0,0,0,0.0876751759540191,0,8.67361737988404e-19,0,0,0,0.00733564703975734,0,0,0,0,0,0.11813030564726,0.0614191865654678,0,0.0696959260811907,0,0,0,0,0,0,0,0.149848755439473,0,0,0,0,0.0717142517473398,0,0.0245146210879013,0,0,0
X1299.HK.EQUITY,0.0910986236320063,0,0,0,0,0,0,0,0.191394611732929,0,0,0,0,0.0784309235341151,0,0,0,0,0,0,0,0,0.00879005931492733,0,0,0,0,0.260356525907931,0,0,0,0.0385069285195999,0,0,0,0.126867197482746,0,0,0,0,0,0,0.0104638924908628,0,0.0237243342522697,0.0840871042748153,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,-0.172876885276563,0,0,-0.191150023247506,0,0,0,0,-0.201905416347117,0.500070787609402,0,0,0,0,0.783261005538969,0,0,0,0,0,0,0,0,0,0.388018196070656,0,0,0,0,0,-0.305462015007673,0,0,0,0,0,0
X601628.CH.EQUITY,0.0900197575290389,0,0.13932414682544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438731783415836,0.156328719055289,0,0,0,0,0,0.0616973260678197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588084083669719,0,0,0,0,0.286738961776831,0,0,0
X601658.CH.Equity,0,0,0,0.180053491572151,0.0807322296567341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295841793564202,0,0,0,0,0,0,0,0,0,0,0.14739516471671,0,0,0,0,0,0,0,0,0,0.320963909330796,0,0
