,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.483346665293396,1.0842021724855e-19,0,0.436836435662811,0,0,0,0,0.00840338632477257,0,0,0,0,0,-0.0594477281002797,0,-0.0504084302148723,0,0,0,0.0124570848765064,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224125016217031,0,0,0,0,0,0,0,0,-0.100539517005424,0,0,-0.203688677895074,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.107376794929525,0,0.0153455817984148,0,0,0,0,0.177237476974293,0,0.0913615732381376,0,0,0,0,0,0,0,0,0,0.0367661623472619,0,0,0,0,0,0,0,0.0450662665910851,0,0,0,0,0,0.433543500522044,0,0.0370311296924485,0,0,0,0,0,0,0,-0.0590962883571256
X601939.CH.EQUITY,0.136468520538887,0,0,0,0,0,0,0,0.00888872256586191,0,0.0684605248037523,0,0,0,0,0,0,0,0,0,0.122969410807659,0,0,0,0,0,0.405522203405113,0,0,0,0,0,0,0.0672460644827993,0.092227540075549,0,0,0,0.0160482491889385,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.100382385801328,0,0,0.0248791995672369,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241467696478706,0,0,0,0,0,0,0,0,0,-0.0365077132370037,0,0,0,0,0.00918779135101047,0,0.250063309982185,0,0,0.119123802061903,0,0,0,0,0.0679807990182317,0,0.0996688293986474
X5.HK.EQUITY,-0.125246852382428,0,0,0.160443689240064,0,0,0,0,0,0.00686814015664386,0,0,0,0,0.182283839972769,0,0,0,0,0.273047160017935,0,-0.0680616837022384,0,0.500013312491642,0,0,0,0,-0.298918269586386,0,0.122551342295188,0,-0.00419292303843768,0,-0.027393014689309,0,0,0,0,0,0,0.0190279744654363,0,0,-0.0714575469781833,0,0,-0.265146958875503,0,0
X601988.CH.EQUITY,0.145131343207865,0,0,0.393250198340024,0,0,0,0,0,0.142071404734006,0,-0.0909789605102785,0.0752782021180309,0,-0.0927657754573628,0,0,0,0,0,0,0,0.284351925913374,0,0,0,-0.0382285416364148,0.109834092773204,0,0,0,0,-0.0147343030057537,0.070241512940955,0,0,0,0,0,0,0,0,0,0,0,0.0232451172944523,0,0.0868179755940426,0,0
X600036.CH.EQUITY,0,0.528213045916496,0,0.0364997552015569,0,0,0,0,0,0.0625367275919097,0,0,-0.187066587668803,0,0,0,0,0,0.083723807143859,0,0,0,0,0,0,0.188439245601304,0,0,0.0217752564248684,0,0,0,0,0,0,0,0,0,0,0,0,0.282125794770423,0,0,0,0,0.137995947377323,0,-0.226331549653469,0
X1299.HK.EQUITY,0,0.0136339212512298,0,0,0,0,0,0,0,0,0,0,0,0,0.0565080339185147,0,0.225923055768496,0.202857343512223,0.181583803031206,0,0.188830712885712,0,-0.0375430402735415,0.0734067514924729,0,0.119647542637839,0,0,0,0,0,0,0,0,0,0,0,0,-0.176241673276896,0,0,0,0,0,0,0,0,0,0,-0.120258431306517
X601628.CH.EQUITY,0,0.175768918038891,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.237726533805408,0,0,0,0,0.0273459015670037,0.147647542765664,0,0,0,0,0,0,-0.0432257200642512,0,0,0,0,0,0,0,0,0.14013995156565,0,0.10237213999613,0,0,0,0,0,0,0,0,0.0689771177711973,0
X601166.CH.EQUITY,0,0,0.219308778733735,0,0,0.260224018204642,0.0375346588128282,0,0,0,0,0,0,0,0,0.262564271474092,0,0,0,0,0,0,0,0,0,0,0,0.0342399367912306,0,0,0,0,-0.0113844270486164,0.306603207221081,0.124065763730663,0,0,0,0,0.110125702650154,0,0,-0.146268264696977,0,0,0,0,0,0,0.0561647325708354
