,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.325661157551616,0,0,0.214252933375518,0,0,0,0,0,0,0,0,-0.0643699522260464,0,0,0,-0.168602986750905,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0996678322214704,0.0896950549847107,0,0,0,0,0.173912480473662,0,0,0.26326906753278,0,-0.106200333722231,0,0,-0.0162247280183412,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0703448074307078,0,0.166850615373496,0,0.0602926551836915,0,0,0.323103959388481,0,-0.0622116661924157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135122385747139,0,0,-0.0966076152040564,0.316017866932732,0,0.148719323498495,0.0196857949834631,0,0,0,-0.00226391981133197,-0.0443465031663203,0,0
X601939.CH.EQUITY,0.256157756198506,0,0,0,0.0351508258084229,0,0,0,0,0,0,0,0,0.20366712778492,0,0,0,0,0,0.130970910767829,0.0620752316929246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723545731466026,0,0,0,0.0573279856641858,0,0,0.131221161319811,0,0,0,0,0,0,0,0.00380530883912903
X601288.CH.EQUITY,0.224814861837417,0,0.0268100327245114,0,0.151839161127017,0.15018428408493,0,0,0.173777126955964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104467814912917,0,0,0,0,0.161125831283793,0,0,0,0,-5.42101086242752e-20,0,0,0.059826796443878,0.187396068446953,0,0.0719929933486219
X5.HK.EQUITY,0,-0.172778821215001,0,0.448821904036658,0,0,0,-0.155513646222778,0,0,0,0,0,0,0,0.0172762528299678,0,0,0,0.140648433328269,0,0,0.478560024366291,-0.138308445731143,0,0,-0.00376685781162855,0,0,0,0,0,0,-0.146315690775865,0,0,0,0,0,0,0,0,0.115613921173162,0,0,0,4.33680868994202e-19,-0.164832447910082,0,0
X601988.CH.EQUITY,0.00706935795473558,0,0,0.264730422966607,0,0,0,0,0,0.147440579308949,0.17603068684442,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.284638450615315,0,0,0,0,0,0,0,-0.0834192970489852,0,-0.0481236399451105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106238856361551
X600036.CH.EQUITY,0,0.389776306496438,0,0,0,0,0,0,-0.123885187802105,0,0,0,0,0.213595172248199,0,0,0,0,0.117621501504295,0,0.00966609998427459,0,0.177815595581229,0,0,0,-0.0472416279416625,0,0,-0.0926934763482525,0,0,0.184757360807558,0,0,0,0.017590547715798,0,0,0.200573875702523,0.0277259929077836,0,0,0,0,0,0.0149012048189881,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0580668844741292,0.200143519674515,0.10544185579824,0,0.218076187175247,0.207962153328105,0,0.257024243518201,0,0.0381191504046418,0,0,0,0,0.0469393631128883,0,0,0,0,0,0,0,0,0,0,-0.22167942569438,0,0,0,0,0,0,0,0,0,0,-0.135659790813704
X601628.CH.EQUITY,0,0,0,0.0159773269466097,0,0,0,0,0,0.00437697845158434,0,0,0,0,0,0,0.315711343076923,0,0,0,0.0234375913157438,0,0.0941869521836852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400747762615709,0,0,0,0,0,0,0,0,0,0.0379892311038976
X601166.CH.EQUITY,0.0438885839164244,0,0.0264874928567501,0,0,0.0985098432651074,0,0,0,0,0,0,0,0,0,0,0.210154512986635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425098248931116,0,0.231132308198874,0,0,0,0,0.139646057047716,0,0,0,0,0,0,0,0,-0.0771751012536387,0.0364398417885926
