,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.00538392920225404,0,0.231898194333432,0,0,0,0,0,-0.216384024665103,0,0,0,0,0,0,0,0,0,0,0,0.470068547682479,0.475025515156583,0,0,0.104620387620278,0,0,0,0,0,-0.082522360565977,0,0,-0.180868330947251,0,0,0,-0.618045265945252,0,0,-0.0944277479729196,0.0352229973107447,0.0321849518491241,0,0,0,0,0,0
X601939.CH.EQUITY,0.0212540286057362,0,0,0.233302219106317,0.00476299371757007,0,0,0,0,0,0,0.242298323160859,0.217326905452422,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0322311910288462,0,0,0,0,0,0,0,0,0,0,0,0,-0.00820698917962625,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.256096591991281,0,-0.130338988193842
X601318.CH.EQUITY,0,0,0,0,0.0243562361848062,0.263515410908052,0.138410551894354,0,0,0,0,0,0,0,0,0,0,0,0,0.223195202833636,0,0.153491329435086,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.270111543667696,0,0,0.351949180101022,0,0,0.0542967761277169,0,0,0.0179683850817859,0,0.147183004964766,0,0.0187714782575914,-0.0259316910063952,0,0,0.0426261337523361,0,0.092406790877204,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.069393301338377,0,0,0,0,0,0,0.0230512555315671
X601988.CH.EQUITY,0,0,0,0.300576732847835,0,0,0,0,0,0.358219774148129,0,0.0905862826483081,0,0,0,0,0.203937338181162,0,0.0449746316519323,0,0,0,0,0.0128656331143024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.307473649391096,0.0494434292575616,0,0,0,0,0,0,0,0,-0.200741977995483
X600036.CH.EQUITY,0,0.0870454166429001,0,0,0,0,0.0349341830001364,0.0623492249011436,0,0,0,0.114620094431788,0,0,0,0,0,0,0,0.126744052806013,0,0,0,0,0.0166474362825119,0,0.00161216516394779,0,0,0,0,0,0,0.387426280988945,0,0,0,0,0,0,0,0,0,0,0,0.072764437314973,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.27519457342196,0,0,0,0,-0.0681358741928543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953748075269532,0.155131964547755,0.156463025310435,0,0,0,0.0747217038961403,0.0310288257534633,0,0.0344997976080915,0.0336246304120546,0,0,0,4.33680868994202e-19
X1299.HK.EQUITY,0,0,0,0,0,0,0.128686666881152,0,0,0,0,0,0,0,0,0.0699504306976968,0,0,0,0,0,0.206337828294697,0,-0.0725861458101754,0,0,0,0,0,0,0.118694781884095,0,0,0,0,0,0,0,0,0,0,0,0.142761874802354,0.145175376531046,0,0.459940676104371,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340228442926218,0,-0.0535528772371853,0,0,-0.578124203563165,0.838834639591843,0,0,0.141977815652563,0.641369877267799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185586991662888,0
X601658.CH.Equity,0,0,0,0.041044649480453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294574525606531,0.0540570337535618,0,0,0,-0.00683420758575282,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.217607930128797,0,0,-0.0123300331305826,0,0,0,0,0
