,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.189594899448391,0,0,0,0,0,0,0,0,0,-0.18269711437085,0.620787866227471,0,0.715318632346703,0,0,0.068414371325699,0,-0.109364492845233,0,-0.0668800724341056,0,0.00844460250611601,0,-0.333123437586134,0,0,-0.1246114576229,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320156555274619
X601318.CH.EQUITY,0,0,0,0,0,0.155643918004713,0,0,0,0,0.0858417525463626,0,0,0,0,0,0,0,0,0.260970131258389,0,0,0,0,0,0,0,0.0992420974895973,0,0.0440386360295186,0,0,0,0,0,0,-8.67361737988404e-19,0,0.244481244055337,0,0,0,0,0,0,0.0157677537741345,0.0143498378086543,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.812576222000313,0,0.0607916953366087,-1.73472347597681e-18,0,0,0,0,0,0.0321295900285137,0,0,0,0.0213886791354225,0,0,0,0,0,0.0100979861461685,0.00682762569308955,0,0,0,0,0,0,0,0.0413779315256605,0,0,0,0,0,0,0.00988088777289458,0,0,0,-0.0155146876780499,0.0249177208826836,0,0,0,0,0.0558331521121307,0,0
X601288.CH.EQUITY,0,0,0.878757319921427,0,0,0,-0.0653794937779235,0,0,0,0,0,0,0.0152601859574773,0.0403475622475226,0,0.0322597787613552,0,0.118202196780168,0,0,0,0,0,0,0.0308181214117067,-0.12223190508929,0,0,0,0,0.00525604727779127,0,0,0,0,0,-0.0988977844225121,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19
X601988.CH.EQUITY,0.0584366977489326,0,0,0,0,0,0,0,0,0.0356904063828741,0,0,1.23682976294525,0,0,0.0169984454465703,0,0,0,-0.22726473854413,-1.38777878078145e-17,0,0,0,0,0.0844941558817427,0,0,0,-0.160489167643315,0,0,-0.124770115274288,0,0,0,-0.193445250459288,0,0,0,0,0,0.0128967324199661,0,0.0330812947759566,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.411937702164434,0.000405942894093,0,0,0,0,0.0940594028031657,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.00641346817142997,0,0,0,0,0,0,0,0,0,0.0111625539774284,0,0,0.401101831978173,0,0,0,0,0,0,0,0,0,0,-0.00586884501117282,0.0499419085007918,0.106607075646206,0,0,0,0,0.0516852668647743
X601628.CH.EQUITY,0,0,0,0,0,0,0,0.0305253948024127,0,-0.0963042727754385,0.0265244258086084,0.737554482342903,0,0,0,0,0,0,0,0,0,0,0.113087765233945,0,0,0,0,0,0,0,-0.0748632078654536,0,0,0,-0.101037741642247,0,0.0357540941543829,0,0.272439600059482,0,0,0,0,0.222666945402713,-0.0972786653719651,0.00360861208173492,0,0,0.103756388501019,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.183187138609403,0,0.0626059754616628,0.0682735340173844,0,0,0,0,0,0,0,0,0.0848172393655644,0,0,-0.202277936190271,0,0.00676300705371175,0,0,0,0.131918634154466,0.219287424507267,0,0,0.0277727237484887,0,0,0,0,0,0,0,0.0719190813714542,0,0,0,0.357331806284118,0,0,0.0918491783356511,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.214522144694243,0,0,0,0,0,0,0,0,0,0.39787494405317,0,0,0,0,0,0,0,0.368187369389545,0.150468712620899,0,0.19613787626621,0.0365173850245192,0.00111913441256973,0,0.0139960269022148,0,0,0,-0.176724464468468,0,0,0,0,0,0,0.154128392213839,0,0.02164005187113,0,0,0,0,0,0.165089828160795
X601658.CH.Equity,0,0,0,0.170740097768575,0,0,0,0,0,0,0,0,0,0,0.25180675368293,0,0,0.104175937679545,0.149114960905261,0,-0.363818024590016,0,0,0,0,0,-0.127087245259141,0,0,0,0,0,0,0,0,0,-0.0185780035432972,0,6.93889390390723e-18,0,0,0.616150123860719,0,0,0,-0.0358114842384969,0,0,0,0,0
