,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.534370067855252,0,0.0436978400250661,0.0373939657792786,-2.77555756156289e-17,0.043791661699569,0,0,0,0,0,0,0,0.0386029840866632,0,0,0.0203358123738078,0.0690328755580911,0,0,0,0,0,0.114223805328796,0,0,0,0,0,0,0.00903019674936751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.339800999318867,0,0,0.144260351388422,0,0.191117022703776,0.000595012281623348,0,0,0.0488856241212354,0.0952015056876029,0,0,0,0,0,0,0,0,0,0,0.00144957290497536,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0619006326340347,0,0,0,0.0116664986292269,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,1.38777878078145e-17,0,0,0,0,0.0792567398794577,0,0,0.0386845026513128,0,0,0,0,0,0,0,0.202450364208862,0.0288185367654904,0,0,0,0,0,0,0.057547831849947,0.0992626311507618,0,0,0,0,0,0,0,0,0,0.129089712661208,0,0,0.315120707869314,0,0,0,0.0328740022966978,0,0.0210267370195107,0,0,0,0
X601288.CH.EQUITY,0.387990353646506,0.0454896325019203,0,0,0,0,0,0,0,0.109889654602564,0,0,0,0,0,0,0,0.151502803247606,0,0,0.0966500605152591,0,0,0,0,0.0270678983765472,0,0,0.105451954066748,0.0640057176733095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625647753863494
X5.HK.EQUITY,0,0,0,0,0,0.547426722784247,0,0.296293273929105,0,0,0,-0.269904813152236,0,0,0,0,0.597551482060747,-0.210208911806336,-0.188407858931254,0,-0.0854887931427201,0.083445560791683,0,0,0,0.30053010248514,0,0,0,0.090123126533309,-0.0325442223121172,-0.188474012398893,3.46944695195361e-18,0,0,0,0.439126488664528,0,0,0,0,0,0,0,0,-0.477672611382975,-0.150066347864624,0,0,0
X601988.CH.EQUITY,0.0675896360304401,0.167017708218825,0,0,0.056272149635569,0,0,0,0.145190416775143,0,0,0,0.117031231603351,0,0.0692671284141579,0,0,0.103241101108875,0,0,0,0,0.368118139165677,0,0,0,0,0,0,0,0,0,0,0,0.0538330160280813,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.122799350970593,0,0,0,0,0,0.0189449355043473,0,0.113289337053639,0,0.239090357470847,0,0,0,-0.0420149445255008,0,0.0814327194189235,0,0,0,0,0,0.342689231281799,0,0,0,0,0.0559868010235214,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0277002922495013,0,0,0,0,-0.0370837379237899,-0.0222445056952732
X1299.HK.EQUITY,0,0,0,0,0,0,0.165024343873796,0,0,-0.209690834216906,0,0,0,0,0.0185005690891891,0,0.0946710198517782,0,-0.0861332663159937,0,0,0.21781579541191,0,0,0.135007237241388,0.0932983687716071,0,0,0,0,0.098691937250007,0,0,0,0.0252567212587536,0,0,0,0,0,0,0,0,0,0,0.0869469932472879,0.171545825928497,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.020809360759664,0,0,0,0,0,0.170151124757491,0,0,0,0,0.0119100559638202,0.00807415154747133,0,0,0,0,0,0,0,0,0,0.0506411470127436,0,0,0,0,0,0,0,0.249321138232163,0,0,0,0,0,0.136739548935212,0.172470357777676,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.045771815632776,0,0,0,0.0982761794367701,0,0,0,0,0,0.111540299711832,0,0.00519481037235311,0,0,0,0,0,0.179338247502738,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0555649407268732,0,0,0,0,0.0260234802076908,0,0,0.192553297244405,0.25178430996888,0,0,0,0,0,0,0,0,0
