,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.182340877661489,0.102828490839103,0,0,0.340553755446648,0,0,0.0134131666250019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228355172755603,0,0,0,0.09250126640978,0,0,0,0.110063649358576,0.051821818240135,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392685861416818,0.0042070522812246,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0581701764257941,0,0,0.243161441686455,0,0,0.304360748639257,0,0.0357984613259087,0,0.042793857777434,0.0125690734051453,0,0,0.188318677465977,0,0,0,0,0,0,0,0,0,0,0,0.063237572965882,0,0,0,0.238701484559495,0,0.00239446949985864,0,0,0,-0.0540426685266032,0,0,0,0,0,0,6.93889390390723e-18,0.010201180048371,2.16840434497101e-19
X600036.CH.EQUITY,0,0.0318319391627635,0,-0.00109201755043597,0,0.151712565588268,0,0,0,0,0,0.0843502523928355,0,0,0.0283932924431631,0,0,0,0,0,0,0,0,0,0.0518275615295944,0.295508892150616,0,0.0674915505914855,0,0,0,0,0,0,0,0,0,-0.141602219006117,0,0.0699062229629717,0,0,-0.0561699175604056,0,0,0,0,0,0,0.1519228223576,0
X601939.CH.EQUITY,0.635991376567385,0.0314622123952046,0,0,0,0,0,0,0.155775245421803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156037857538322,0,0,0,0,0,0,0,0,0.101542421305831,0.0972048932315801,0,0,0,0,0,0.0255594781729277,0,0,0,0,0,0.0939760436248101,0
X601288.CH.EQUITY,0,0,0,0.105153662318235,0,0,0,0.433239136375403,0,0,0.104158204589779,0,4.33680868994202e-19,0,0,0,0,0.0765613032796808,0,0,0,0.00392723748478677,0.0260451752125231,0,0.150960173004279,0,0,0.0178757055334498,0,0,0,0,0.120367895618192,0,0,0,-0.0449307844757125,0,0.00966088796789634,0,0,0,0,0,0,0,0,0,0,0,0.0373440848537234
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.06395564913284,0,0.314232949489559,0,0,-8.67361737988404e-19,0,0,0.046396195432172,0,0,0,0,0.10201559097119,0,0,0,0,0,0.0205910724601785,0,0,0,0.010608097343757,0,0.058124087477343,0,0,0,0,0.0465546887958891,0,0.228029507293721,0.232302869436178,0,0,0,0,0,0,0.0346154773542518,0,0,0.150382982385767
X601628.CH.EQUITY,0,0,-0.143083802019359,0,0,0,0,0,0,0.0970819908467027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496810416748268,0.098958882305756,0,0,0,-0.042465638386232,0,-0.0832249001044677,0,0,0.370440155579889,0,0,-0.000517341731346821,0.369276461624675,0,0,0.0497878312969652,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.177156287466521,0,0,0,0.407927111520447,0,0,0,-0.0270324515748465,0,0,-0.114037698735365,0.0751862559937815,0,0,-0.0170803934782843,0,0,0.158333247437902,0.106534854516205,0,-1.73472347597681e-18,0,0,0.0448985650824841,0.0412453572084656,0,0,0,0,0,0,-0.136085210311426,0,0,0,0,0,0,0.0843137641577209,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0788498527920885,0,0
X5.HK.EQUITY,0,0.223785436796868,0,0.0956698339786352,0,0,0,0,0,-0.144939994088003,0.0387633247648883,0,0.0326252917357138,0,0,0,0,0,0,0,0,0,0,0.281259177594128,0,0,0.117707017406757,0,0,0,0,0,0.00881231936489381,0.0448477920239776,0,0,0,0.235479993102235,0,0,0,0,0,0,0,0,0.0462002674879198,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.148249716757786,0,-6.93889390390723e-18,-0.154482399869036,0,0,0,0,0,0,0,0,0,0.390420556700917,0,0,-0.0180096327078045,0,0,-0.126957595256624,-0.214143300221269,0,0,0,0,0.0124964648419259,0,0,0,0,-0.237776965751393,0,0,-0.204370893426835,0,0.469054316489712,0.269803959244769,-0.0207854750856535,0,0,0,0.258713636447351,0,0,0,0,0,-0.169506825170152
