,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0248122145719152,0,0.297816036106836,0,0,0,0,0,0,0,0,0,-0.16858947579874,0,0,0,-0.143827375294027,0,-0.154177681922072,0,0,-0.194722667287618,0.046014389262251,0,0,6.93889390390723e-18,0,0.704477251232625,0,0,0.127001499169331,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.196270274981277,0,0.176598509940159,0.0163018979430441,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.099669569684738,0.0922538344560465,0,0,0,0,0,0,0.000155022489864105,0.0694861554745291,0.0249314917974105,0,0,0,0,0.309237050863184,0,0,0,0,0,0,0.0989973779100574,0,0,0.0567307233053383,-0.0725348318348461,0,-0.0285516998227454,0
X601939.CH.EQUITY,0.149397979375213,0,0,0,0,0,0,0,0,0.242580196891511,0,0,0,-0.00972049155563794,0,0,0,0.131516126235739,0,0,0,0,0,0,0,0,0,0,0.00462453390489526,0.115347692323983,0,0,-0.196876033630152,0,-0.148418281997924,0,0,0.480888252339925,0.11874455026361,0,0,0,0,0.0796256253803484,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.602570527051938,0.271214299909389,0.0290755057499412,0.668442984692144,0,0,0,0.170691057428658,0.41499546195575,-0.251293180245429,0,0,0,0,0,0,0,-0.263232374008341,0,0,0,0,0,0,0,0,-0.545816726162724,0,0,0,-0.185968401681959,-0.179334176408014,0,0,0.0597939443614762,0,0,0,0,0.545676377945064,0,0,0
X5.HK.EQUITY,-0.0762038462213839,-0.0241137205620457,0,0,0,0,0,0,0,0,0,0,0,0,0.46125012248194,0,0,0,0.448941650939518,0,0,0,0,0.0649026510578747,0.0124165451206681,0,0,0,-0.12913241882781,0,-0.135972750230907,0,0,0,0,0.128556710655173,0,0,0,0,-0.100246920013768,0,0.180541948980045,0,0,0,0,0,-0.127022993915783,0
X601988.CH.EQUITY,-0.121677636598902,0,0,0,0.265732720723265,0,0,0,0,0,0,0,0,0,0,0,0,0.253954845933741,0,0,0.474651496654906,0,0,0,0,0,0.0408703772781935,0,0,-0.357962805113557,0,0,0,0,0,0,0,0.0504254271600615,0,0,0,0,0,0.0343742683170449,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,-0.0945903992665848,0,0,0,0,0,0,0.380496238105404,0,0.37668782162733,0,0,0,0,0,0,0,0,0,-0.00353706302670508,0,0,0.079016836326722,0,0,0.0275196650712118,0,0,0,0,-0.132911699612676,0,0,0,0,0,0,0,0,0.0783151127333636,0.148911357872444,0,0,0,0,0,0,-0.28286493710169
X1299.HK.EQUITY,0,0.0797636758622966,0,0,0.172488032137313,0.0041942540721116,0,0,0,0,0,-0.016081447341711,0.0169498745353081,0,0,0.113701919066913,0,0,0,0,0,0,0,0,0,0.187028245297468,0,0,0,0,0,0.148356702977888,0,0,0,0,0,0,-0.0184112199935719,0,0,0,0,0.0105370261920058,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.152427659033518,0.0590792883078963,0.115440702190809,0,0,0,0,0,0,0.00910815546247007,0,0.360356371557789,0,0,0,0,0,0,0,0.0264790292855576,0.0915123590525987,0,0,0,0,0,0,0,0.0211938574661893,-0.0475521436707609,0,0,0,0,0.113821535477831,0.20295414288472,0,0,0,0,0,0.0413654466029208,0.0515722348771161,0,-0.212933163918335,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.624529295874016,0,0,0,0,0,0,0,0,0.017508270418998,0,0.0216776702619,0,0,0,0,0,0,0.146915680766173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00179266451735962,0,0,0,0,0,0,0,0,0,0
