,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.23410871567759,0,0,0,0,0,0,0,0.107726820662703,0,0,0,0,0,0,0,0,0.258532012598381,0,0,0,-3.46944695195361e-18,0.268788223305151,0,0,-0.0475856894053737,0,-0.00304750973406817,-0.0917181709389567,0,0,0,0,0,0,0,0,0,0.494841153241137,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.15047530193267,0,0.271692203297333,0,0,0,0,0,0,0,0,0.28040720019488,0.0779167913498683,0,0.0412393674176746,0,0,0,0,0.102570064840212,0,0,0,0,-0.0116230188636493,0,0,0,-1.73472347597681e-18,0.0601104401020364,0,0,0,0,0.0208350714490123,0,0,0,0.00121286381829555,0,0,0.0270234932324027,0.0186189399488289,0
X601939.CH.EQUITY,0,0,0,0.734950458242466,0.0322663583490354,0.0544022251279615,0,0,0,0.234836557182407,0,0,0,0,0,0,0,0,0,0,0.0506155843172152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234777509932969,0,0.0234918038878838,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,-0.198103598145517,0,0.143196004595682,0,0.647266540752132,0,0,0,0,0,0,0,0,-0.02925030147237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635386786940901,0.00312548785766289,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119408562144238
X5.HK.EQUITY,0,0.0438859353774842,0,0,0,0.137091312426628,0.349971635647303,0,0,0,0,0,0,0,0.0592021487176587,0,0,0,0,-0.010497922624534,0,0,0,0,0,0.00101635884573263,0,-0.216581461321718,0,0,0,0,0,0,0,0,0.114919445143892,0.00839893656624027,0,0,0.318544874707294,0,0,0,0,0,-0.119951235176583,0,0.0407563657431623,0
X601988.CH.EQUITY,0,0,0.0841526857115572,0,0.21708757759622,0,0.104463646826121,0,0.0556047101715073,0.0672398056567098,0.16732167626388,0,0,0,0,0.16255751525426,0,0,0,0,-0.0845049394818289,0,0,0,0.0664520950154676,0,0,0,0,0,-0.181458001129733,0,0,0,0,0,0,0,0,0.0615356439794354,0,0,0,0,0,0,0,0,-0.0113856081121375,0
X1299.HK.EQUITY,0,0,0,0,0.229578088297954,0,0,0,0,0,0,0,0,0,0,0,0.193317535256382,0,0,0,0,0,0,0,0,0.0346205437004774,0,0.0354255179397547,-0.117424991577431,0.0880271703273091,0.052539832079142,0,0,0,0,0,0.532940733506256,0,0.00266435935551104,0,0,0,0,0,0,0,0,0,0,0.000731740762222111
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.418434495713253,0,0,0,0,0,0,0,0.261130048409578,-0.0417820790091481,0,0,0,0,0,0,0,0,0,0.00732492728999801,0,0,0,0,0,0,0,0,0,0,0,-0.00467168658140667,0,0.210989706283238,0,0,0,0,-0.108275506469101,0,8.67361737988404e-19
X601628.CH.EQUITY,0,0.0276486246745566,0,0.00384861629430124,-0.040633578393407,0,0,0,0,0,0,0.0908613125075134,0,0,0,0,0,0.165640335972634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407112933018242,0,0,0,0,0,0.20820358705266,0.106734268670215,0,0.0862160255577924,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.288506072609825,0,-0.0292161611209314,0,0,0.406159800527441,0,0,0,0,0,0.451204549727727,0,0,0,0,0,0,0.040126046829215,0,0,0,0,0,0,0,0,0,0,0,-0.058448276286988,0,0,0,0,-0.147039359359291,0,0,0,0,0.0381519697196677,0,0,0,0,0,0,-0.111390575524487
