,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.057951294267093,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.117969841369619,-4.33680868994202e-19,0,0,-0.290624706084046,0,0,0,0,0.507811809365848,-0.229778397685131,0.0951261655639728,0.0986655154905628,0,0,0,0,0,-0.0254822531058478,0.280945408025143
X601318.CH.EQUITY,0,0,0,0,0,0,0.172771350450401,0,0,0.0292487361066936,0,0,0,0.0293839821214868,0,0,0,0,0,0,0,0,0,0,0.161546443044681,-6.93889390390723e-18,0,0,0,0.0542433206972653,0,0,0,0,0,0,0,0.480978375325677,0,0,-0.0539315328976318,0,0.0475049526278138,0,0,0,-0.0208517400638004,0,0.011932507100399,0
X601939.CH.EQUITY,0.410170068155768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223760160236661,0,0,0,0,0,0.100837739731447,0,0,0,0,0.139313447298119,0,-0.155542923098949,0.0693585287257838,0,0,-0.106236618453723,0,0,0,0.445029218629013,0,0,0,-8.67361737988404e-19,0,0.0862496850750143,0,0,-8.67361737988404e-19,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0651017115216814,0,-0.182408533445081,-6.93889390390723e-18,0,0.403512787542414,0.423316096328962,0,0,0,0,0.12896912253002,0,0,0,0,0,0,0,0,0,-0.0489007755648408,0.000327862782182247,0,0,-0.486483058900197,0,0,0,0,0,0,0,0,0,0,0.0746431950637306,0,0,0,0,0.0210131370488487,0,0,0
X5.HK.EQUITY,-0.156269649480119,-0.0135147376950493,0,0,0,0,0,0,0,0,0.0580038706842855,0,0,0,0,0.19690559667392,0,0.300265400678117,0,0.0141834044265784,0,0,0,0.43912678115354,0.0297162223969857,0,0,0,0,-0.314744664621063,0,0,0,0,0,0.0218483876083359,0,0,0,0,-0.0564431964881989,0,0.191147639125657,0,0,0,-0.173971031542,0,-0.141056772464516,0.0897471593933283
X601988.CH.EQUITY,0.223409934002084,0,0,0.759518210798038,0.16505304488667,0,0,0,0,0,0.111724044737308,0,1.38777878078145e-17,0,0.11174286220394,0,0,0,0,0,0,0,0.0130370232041179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105909598922426,0,0,0,0,0,0,0,0,0,0.000286431888670374,0
X600036.CH.EQUITY,0,0.751473454076944,-0.0631062737397825,0,0,0,0,0,-0.174781114547582,0.493558115925795,0,0,0,0,0,0,0,0,0,0.108592332576005,0.0701365036776306,-0.116951848543134,0,0,0,0,0,0,0,0.0455826743421771,0,0,0,0,-0.0345304300228679,0,0,0,0,0,0,0.0186942460822353,0.132853514254084,0,0,6.93889390390723e-18,0,0,0,-0.16420064752389
X1299.HK.EQUITY,0,0.0422313081228209,0,0,0.0967430357795937,0,0,0,0,0,-0.109356227246506,0,-0.00826826914096675,0.127214820584377,0,0,0.217986953002973,0,0,0.0407443738760737,0,0.124452087401768,0,0,0,0.0299814544936788,0,0,0,0,0,0.221036806319088,0,0,0,0,0,0,0,-0.0778664780766621,0,0,0,0,0,0,0,0.200464797609007,0.0343361825247241,0
X601628.CH.EQUITY,0,0.058295488666355,0,0.0544777842193325,0,0,0,0,0,0,0,0,0,0.331023793386386,0,0,0,0,0,-0.024738691319302,0,0.116593207290376,0,0,0,0,0,0,0,-0.0591351432719035,0,0,0,0,0,0,0.044035456203755,0.215466679917498,0.011776270123354,0,0,0,0,0,0,0,0,0.136824961621577,0,0
X601328.CH.EQUITY,0,0.182344129212298,0.296310788528984,0.0311076364800213,0,0,0.468157595858168,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.109780918737642,0,0,0,0,0.187730951294538,0.299279885173098,0,0,0,0,0,0,0,0,0,0,0,0,-0.103321647441956,-0.117365930662272,0,0,0,0,0,0,-0.504541859258085,-0.0135355941230891,0
