,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.00736059424100296,0,0,0,0,0,-0.0290282717599508,0,0,0,0,0,0,0,0,0,0,0,0,-0.116847349853433,0.499455169972195,0.737753197582342,0.0386252597190996,0,0,0,0,0.160742953886737,-0.218436051766858,0,0,-0.297655055160598,0,0,0,0,0,-0.0104537772450404,0,0,0,0,0,0,0,0,0,-0.0137820400695756
X601318.CH.EQUITY,0,0,0,0,0,0.0961583001128618,0,0,0,-0.0169368129429034,0,0,0,0.0648729100941629,0.00932279673791108,0,0,0,0,0.242047114754798,0,0,0,0,0,0,0,0,0.120791245067554,0.0709999772543645,0,0,0,0,0,0,0.39071149685276,0,0,0,0,0,0,0,0,0.0534712505744255,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.820324054080308,0,0,0.0330613978149815,0,0,0.0235544255920782,0,0,-0.0638079597984482,0,0,0.0597212773893769,0,0.072127385780591,0,0,0,0.000866277376653937,0,0,0,0,0,0.0602927795936123,0,0,0.0216744978297614,0,0,0,0,0,0,0,0,0,0,0,0.0218373170794617,0,0,0,0,0,0,0.0305479563733507,0
X601288.CH.EQUITY,0,0,0.85173911071914,0,-0.082985754928698,0,0,0,0,0,0,0,0,0,0.00720727575429881,0.0621542927533122,0.0683738833492273,0.14122835304481,0,0,0,0,0,0,0,-0.0894780525588923,0,0.0250914419399572,0,0,0,0,0,0,0,0,0,0,0,0,-0.155017064714475,0,0,0,0,0,0,0,0,0,-0.00102906645169081
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.125319231419225,0,0.461585850499669,0.0234887104454727,0,0,0,0,0,0,0,0,0.0443222397035243,0,-0.0595745468130177,0,0,0,0,0,0,0,-0.0178785684083177,0,0,-0.164995168488006,0,0.335874856687948,0,0.0600801038916402,0,0,0,0.283952164871688,0,0,0,0.155692576567227,0,0,0,0
X600036.CH.EQUITY,0,0,0.377439056820656,0,0,0,0,0,0,-0.00233981694518812,0,0,0,0,0,0.135833153006497,0,0,0,0.0106598265258284,0.024702170010067,0,0,0,0,0,0,0.181052525181537,0.00481626515134982,0,0.194849938057104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329899381482196,0,0,0,0,0,0.0264065711586887
X601988.CH.EQUITY,0,0,0,0,-0.00275308617980259,0,0,0,0,0,0,0,0,0.857780150772163,0,0,0,-0.260377446720304,0,0,-0.00193242083257264,0,0,0,0.307625818489158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0590517230848235,0.0948826925329904,0,0,0,0,0.0172702543117511,0,0
X1299.HK.EQUITY,0,0.0219344038785634,0,0,0.206899149222836,0,0,0,0.0042351731059169,0.214247973014768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.193275726093605,0,0,0.301027359006791,0.146569525941871,0.12229011303096,0,0.204344585225968,0,0,0,0,0,0,0,0,0,0,0.152964882464797,0.00758442661844978,-0.11254607319607,0,0.224535988979084,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340723644143505,0,-0.291661277645926,0,0,0,0,0,0,0.035180936766077,0.357051218150272,0.314133397959157,0,0,0,0,0,0,0,0,0,0.0302886338881805,-0.268896018346933,0,0,0,-0.00384637751758173,0.161898705538306,0,0,0,0,0,0,0.0783080013271868
X388.HK.EQUITY,0,0,0,0,0.287249111955791,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.383762495979989,0,0,0,0.0803633327576033,0.131273383586331,0,0.390462509162267,0,0,1.38777878078145e-17,0,0,0.0467369475647467,0,0,0,0,0,0.0798661395963055,0,0,0,0,0.105747356249367,-0.216028984223359,0,0,0,0,0,0.0486881485483491,0
X601658.CH.Equity,0,0,0,0.222759609956653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241408151787893,0.100596640289495,0.00301339388780589,-0.215114903983887,0,0,0,0,-0.100999983195726,0,0,0,0,0,0.0666993234848082,0,0,0,0,0,0,0,0,0,0.418704581412221,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0247759318126485,0,0,0,0,0.052900451347051,0,0,0.188881671920507,0,0.0291837015586615,0,0,0,0,0,0,0,0.0593724822571869,0,0,0,0,-0.0117250810682619,0,0,0,0,0,0.481687819286917,-0.055830956121793,0,0,0,3.46944695195361e-18,0,0,0,0.0638258918919935,0,0,0.125052584451023,0,0,0.0138751518065461,0,0
