,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,6.93889390390723e-18,0.544147990765817,0,0.0181478452656458,0,0.0593706638950657,0,0,0,0,0,0.0986848720750385,0,0,0,0,0.0913709348755426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297619008901871,0,0,0,0.114503755997486,0.00159234788972854,0,1.73472347597681e-18,-0.0523771032198541,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0431605297255819,0,0,0,0.0244352513295296,0,0,0,0,0,0.0862913278720479,0.272829878335648,0,0,0,0,0,0,0,0,0,0,0,0,-0.0412006865438326,0,0.136744403575306,0,0,0,0,0,0.187832521371753,0.155660701183722,0,0,0,0.00462658839545113,0,0,0,0.10218817279926,0,0
X601939.CH.EQUITY,0.162032793520451,0,0,0.56959516393482,0,0.0495178512916193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144347517801065,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.216592598666942,0,0.304115808061111,0,0,0.0604000561914748,0,0,0,0,0,0,0,0,0,0,0,0.189906440049769,0,0,0,0,0,0,0.00819526674898258,0.0180972956290776,0,0,0,0.0503912387925555,0,0,0,0,0,0,0,0,0,0.075469383364871,0,0,0,0,0,0,0,0,0,-0.113178550875933
X5.HK.EQUITY,0,0,0,0,0,0.0403895194676703,0,0.317620314684476,0,0,0,0,0,0,-0.320195031862121,0.220053132546185,0,0,-0.125171526829636,0.118907715118593,0,0,0,0,0,0,0,0,0,0.300117688171908,0,0,0.232961680263369,0.167854246007179,0,0,0,0,0,0,0,0.0544960622109646,0,0,0,-0.468992781193907,-4.33680868994202e-19,0,0,0
X601988.CH.EQUITY,0.234608430059804,0,0,0,0,0,0,0,0.114310673301343,0,0,0,0,0.200778300584786,0,0.00829928382116987,0,-3.46944695195361e-18,0,0,0,0,0.390077886702463,0,0,0,0,0.0388781395051166,0,0.0589984819189045,0,0,0,0,0,0,0,0.021259538434073,0,0,0,0,0,0,0,0,0,0,-0.0113845154449131,0
X600036.CH.EQUITY,0,0,0,0,-0.00409659240062986,0,0,0,0.0243472986830327,0,0,-0.0225131012469787,0,0,0,0,0,0.0696767112537925,0,0,0,0,0,0,0.724464741435249,-0.0079667079435697,0.0280807739382075,0,0,0.0975145969974285,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0663381064983011,0.0584980942908607,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.165506608215119,0,0,0,0,0,0,0,0.194400604980205,0,0,0,-1.38777878078145e-17,0,0.0464370560153047,0,0,0,0,0,0,0,0,0.15514123740785,0.181039101179031,0,0,0,0,0.152221140858259,0,0,0,0,0,0,0,0,0,-0.0317930844735851,0,0.0385775863917103,0,0,0,0.109071281461859
X601628.CH.EQUITY,0,0.215784000843504,0,0,0,0,0.0307704914829246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506466058704633,0,0,0,0,0,0,0,0,0,0,0,0,0.402462232793979,0,0.23187873517935,0,0,0.0293251826055718,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0623635855746727,0,0,0,0.146292836811655,0,0,0,0,0,0,0.207766990673792,0,0,0,0,0,0,0,0.251324078308409,0,0,0,0,0.0785607936193936,0,0,0,0,0,0.0454414433886345,-0.00707647063273112,0,0,0,0.00799634550738977,0.247335560372763,0,0,0,0,0.0417976518325047,0,0,0,0,0.0198227525150764,0
