,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.196670940950702,0,0,0,0,0,0.31574983464852,0,0,0,0,0,0,0,0,0,0.00896308690036078,0,0,0,0,0.137802982852003,0,0,0,0,0.161948677512509,0,0.306596346002812,0,0,0,0,0,0,-0.136557596275041,0,0,0,-0.101304452100372,0,0,8.67361737988404e-19,0,0,0,0.0297149508375134,0.0140909394688251,-0.125706019496254,0
X601939.CH.EQUITY,0.435880413147201,0,0,0.302553403534715,0,0,0,0,0,0,0,0,0,0.0582983701563436,-0.187685965609887,0,0,0,0,0,0,0,0,0,-0.0210711468167975,0.185133330270592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556184450805963,0.0668144650063803,0,0
X601318.CH.EQUITY,0,0,0,0,0.152115166501465,0.160675004362274,0,0,0,0,0,0,0.0309731349727221,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.136964652411634,0,0,0,0,0,0.0569381609425964,0,0.0308150399255032,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.2964279107294,0.0946706538886292,0,0,0.174290312654982,0,0,0,0,0,0,0,0,0.185027136255799,0,0,0,0,0.0447932487146948,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119212757356982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.48326471148729,0,0,0,0,0,0.309369581066427,0,0,0,0,0,0.190001969133065,0,0.14260404551429,0,0,0.0541103308493633,0,0,0,0.0378586221045197,0,0,0,0,0,0,0,0,0,0,0,0,-0.52830755987033,0,0,0,0,0,0,0,0,0,0,0,0,-0.258429993208824
X600036.CH.EQUITY,0,0.0497465631729403,0,0,0,0,0,0,0,0,0,0,0.169955201230263,0,0,0,0,0.0286644682334984,0,0,0,0,0.207901497026069,0.013310404899238,0,0,0,0,0,0,0,0,0.357876914415441,0,0,0,0,0,0,0,0,0.1121493864651,0,0.142512272780531,0,0,0,0.00283195002435425,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.212712225115564,0,0,0.434887920551538,6.93889390390723e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0708877243005617,0,0,0,0,0,0,0,0,0,0,0.0405805293098921,0,0.0777521349194106,2.16840434497101e-19,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0564516151215021,0,0,0.0997933682173815,0,0,0,0,0,-0.160662628648734,0,0,0,0,0,0,0,0,0,0.260390155237441,0.163632726165333,0,0,0.065515494797509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101870913741478,0,0,0,0,0,0.257537788235548,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363041620748175,0,0,-0.0781773693335529,0,0,0,-0.405456192643432,0,0.629779554417928,0,0.0661278580007786,0,0.695753463613482,0,0,0,0,0,0,0,0,0,0,0.0433631222816394,0,0,0,0,0,0,-0.135913218946036,0,0.257831407142272,0,0,0
X601658.CH.Equity,0,0,0,0,0.0832458838832452,0,0,0,0,0,0,-0.0971902063934552,0,0.189832872524784,0,0,-0.209074780116483,0.12536147280394,0,0,0.230007058934084,0,0,0,0,0,0,0,0,0.106528210131013,0,0,0,0,0,0.477424966656922,0,0.16345669667655,0,-0.171490748285465,-0.145741387408785,0,0,0,0,0,0,0,0,0,0
