,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.235775358617394,0,0,0.0872999385325516,0,0.241268350528376,0,0,0,0,0,0.128010779954102,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0383315046538629,0,0,0,0,0.0942234862894822,0,0,0,0,0,0.0226155575692403,0,0,0,0,1.38777878078145e-17,0,0.107208849738215,0,0,0,0,0
X601318.CH.EQUITY,0.13176921947467,0,0,0,0,0,0,0,0.184579513764486,0,0,0,0,0,0,0,0.241286563728763,0.0451868166611919,0,0,0,0,0,0,0.0316428580697162,0,0,0,0,0,-0.0596682287944291,0.148664724594469,0,0,0,0.122615450889343,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0557397824783551,0,0.048694567287873,0,0.0893002267379703,0,0
X601939.CH.EQUITY,0.0607673938411805,0,0,0.268670835355525,0,0.0503266057591542,0,0,0,0,0,0,0,0.422960799308316,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437544013571874,0,0.0660263743489764,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.299802371709497,0,0.102316165666154,0,0,0.352272952250379,0,0,0,0,0,0,0,0,0.0250512989936332,0,0,0,0,0,0,0.00569263435643638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462265233309786,0,0,0,0.0596798139813525,0,0,0,0.106428730932996,0.00772560375842251,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749958344430534,0,0,0,0.0683135281587417,0,0,0,0,0,0.0971305563030887,0.14493979888384,0,0,0.554004088257984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352158946775312,0
X601988.CH.EQUITY,0.223773510690358,-3.46944695195361e-18,0.010333379529632,0,0,0,0,0,0,0,0,0.195686657720821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168243630190487,0,0,0,0,0,0.0548305369775869,0,0,0,0,0,0,0,0,0.286698348127841,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.409744093959335,0,0,0,0,0.195852022605912,0,0,0,0,0,0,0,0,0,0,0,0.00232238899481285,0.0153258113010975,0,0.106723170762226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113980253401182,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378704737617947,0,0,0.170816753872291,0.0133284564145,0.0714953578731562,0,0,0,0,0,0,0,0,0.272651326314432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0624074554711118,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0260098364694651,0,0,0,0.133755362692448,0,0,0,0,0.22964246922419,0.0886051403245477,0,0,0,0,0,0,0,0.112432857092074,0,0,0,0,0,0,0,0,0,0,0.17868611072162,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.166204814498168,0,0,0,0,0,0.321722993022542,0,0,-0.376975559982458,0,0,0,0,0,0,0,0,0,0,0,-0.165391144160438,0,0,0.16680898036636,0,0,0,0,0,0,0,0,0,0.295122558122112,-0.68133422002271,0,0,-0.21166564637696,1.07072482693649,0.271538879810099,0,-0.208584838505757,-0.0519799081630768,-0.4059044311514
