,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0469742721064113,0,0,0.42300918882481,0,0,0,0,0,0.196239847776269,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0399110658887584,0,-0.11364585849531,0.0388546070578993,0,0,0,0,0.134966959952492,0,0.0490106992002547,0,0,0,0,-0.130579490880621,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.149468774108396,0,-6.93889390390723e-18,0,0.0420054002139295,0,0,0.195660657375471,0.0588941935368992,0,0,0,0,0,0,0,0,0.00276996291297277,0,0,0,0,0.0484773051412901,0,0,0,0,0,0,0,0,0,0,0.506279916328503,-0.0399711057963338,0,0,0.00767233254547583,0,0.0618244127964643,0,0,0,-0.0540264164027228
X601939.CH.EQUITY,0.268918038845511,0,0,0,0,0,0,0,0.0313999814112708,0.098802761593765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348836837839163,0,0,0,0,0,0,0.0132921314059213,0,0,0,0,0,0.0491892105786416,0.0624383728039109
X601288.CH.EQUITY,0.0350265586447039,0,0,0,0,0.260043594222472,0.0459765179354273,0,0,0,0.00173117130667312,0,0.000321779916218996,0,0,0,0,0,0,0,0,0,0,0,0,0.139007924497166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353259053935909,0,0,0,0,0,0,0,0.0563561401326952,0,0.104488003422256
X5.HK.EQUITY,0,-0.0672505558059719,0,0.175784893221941,0,0,0,0,0,0.0137158577075761,0,0,0,0,0,0.343385273172265,0,0.168586493714176,0,0.0727633741396686,0,0,0,-0.0738655271285511,0.385195006933827,0,-0.0057326965015677,0,-0.411613004588975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122156381012002,0,-0.0459561770112513,0,-0.193599810597166,0,0.134560742984415
X601988.CH.EQUITY,0.208425545241053,0,0,0.603201934427479,0,0,0,0,0,0.082579870339128,0,-0.035040479182708,0.0356561210942652,0,0,0,0,0,0,0,0,0.000160846648877947,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262681107793562,0,0,0,0,0.0429622487548403,0,0,0,0,0,0,0,0.000953340459863758,0,0.0659651086708896
X600036.CH.EQUITY,0,0.634702611244654,0.018088699278724,0,0,0,0,0,-0.12908440965972,0,0,0,-0.0458956351719292,0,0,0,0,0,0.108661981630921,0,0,0,0,0,0,0,0.0599202549239505,0,0.057567610000911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184416151547854,0,0,0,0,0,-0.134902546598605
X1299.HK.EQUITY,0,0,0.00726891353558777,0,0,0,0,0,0,-0.0731816851242256,0,0,0,-0.023738905588852,0,0,0.0459396223160617,0.224795462456693,0.0354862079759398,0,0,0,0,0,0.306148822028762,0,0.276645141053477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145238920143053
X601628.CH.EQUITY,0,0.142917354425602,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0141194922750824,0,0.299652006928618,0,0,0,0,0,0,0,0,0.137263001647529,0,0,0,0,-0.0414380084095745,0,0,0,0,0,0,0,0,0.149253301891749,0,0.0908681502166826,0,0,0,0,0,0,0,0,0.124076424655561,0.0155033802970692
X601166.CH.EQUITY,0,0,0,0,0,0.298076990763615,0.132326515092404,0,0.162953694047962,0,0,0,0,0,0.223746509310506,0,0,0,0,0,0,0,0,0,0,0,0,0.0492534189561772,0,0,0.164713952713846,0,0,0,0,0.214647477035445,0,0,0,0,0,0,-0.0482720455623792,0,0,0,0,-0.143842281347602,0,0.151593927265302
X601328.CH.EQUITY,0.0317432248438448,0,0.02931282841523,0.300614495650083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17394841558881,0.165513814724893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0819136656034337,0,0,0,0,6.7762635780344e-21,0.233250206378741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264928249367954,0,0,0,0,0.225765094935488,0,0,0,0,0,0,0,0,0.160630810271158,0,0,0.109808775193086,0,0,0,0,0,0,0,0,0,0.0615837922631631,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.493418275226575,0,0,0,0,0,0,0,0,0,0.0338115198555259,0.210994017485499,0,0,0,0,0,0,0.00781143202470436,0,-0.0230010304451619,0,0,0.0235050615490505,0.0864569734605382,1.73472347597681e-18,0,-0.0146394664109675,0,0,-0.0439243824918188,0,0,0,0,0,0.253425148482309,0.139039126541509,0,0,0,0
X000001.CH.EQUITY,0,0.162617016999901,0.0627946074766261,0,0,0,0,0,0,0.0435873936172361,0,0,0.0642570166756106,0,0,0,0,0,0,0,0.0265984794677609,0,0,0,0,0,-0.198012927623057,-0.0310275996785381,0,0.112158249268426,0,0,0.147243753207649,0,0,0.145008022938204,0,0,0.306259155028909,0,0,0,0,0,0,0,0,0,0,-0.0685133288468107
