,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0.0121578647453232,0,0,0.0391007295653883,0,0.295220728802115,0,0,3.46944695195361e-18,0,0,0.115181538927775,0,0,0,0,0.110707604883452,0,-0.00353927490622385,0,0,0,0,0,0,0,0.0573280552853405,0.280306369550639,0,0,0,0,0,0.0523041716262585,0,0,0,0,0,0,0,0,0,0,0.0182110506259764,0,0,0
X601939.CH.EQUITY,0.265674349244402,0,0,0,0,0,0,0,0,0,0,0,0,0.426757301729858,0,0,0,0,0,0.106816380742709,0.0559720648264673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464423212630718,0.0402856021042508,0,0,0.0213484148700121,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.2104009536713,0,0,0,0,0,0,0,0.164983176112862,0,0,0,0,0,0,0.214438728669985,0,0.117671935032838,0.0949407514849502,0,0,0,0,0,0,0,0,0,0,-0.0342032597250225,0.0815335693381312,0,0,0.0291086338910078,0,0.112666180559411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017258572723268,0
X601288.CH.EQUITY,0.344154472024648,0.00646614249318797,0,0,0.502308847018284,0,0,0,0,0,0,0.0118026247853157,0,0,0.0403929459440129,0,0,0,-0.0329710867830317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171176430204509,0,0,0,0,0,0,0,0,0.0949700179654785,0.00786798502623567,0
X601988.CH.EQUITY,0,0,0.123530339977655,-1.73472347597681e-18,0,0,0,0,0,0,0.109797186894635,0,0,0,0,0.107427426507805,0,0.0647692675410288,0,0,0,0,0,0.0461157473242752,0,0,0,0,0,0,0,0.124645149140394,0,0,0.105970416882009,0,0,0,0,0,0,0,0,0,0,0.243596237833085,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.208289404371659,0,0,0,-2.77555756156289e-17,0,0,0,-6.93889390390723e-18,0.162993426971489,0,0,0,0,-0.422944265089503,0.138119109439218,0,0,0,0.00108354711669262,0.32476656134623,0,0,0,0,0,0.214360390223763,0,0,0.125648750341151,0.373792236800555,0,0,0,0,0,0,-0.136846570370485,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0443594349670828,0,0,0,0.281292690672175,0,0,0,0.183777517210199,0,0,0,0,0,0,0,0,0,0,0,0.0616106307156836,6.93889390390723e-18,0,0.194466153867717,0,0.122452689293207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786032713719463,0.0126403927964639
X1299.HK.EQUITY,0,0.0667439992667488,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.0925326550438568,0,0,0.0583843531186742,0,0,0.28819171506332,0,0,0,0.0399812156116624,0,0,0,0.0606809362465954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.387222667258574,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206213950261714,0,0,0,0,0.00855611807630276,0,0,0,0.0910681140102438,0,-0.020199422186535,0,0,0,0.248974908796174,0,0,0,0.104362100523984,0,0,0,0,0,0,0,0,0.0326833729984244,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188114287423055,0,0,-0.088631367263622,0,0.15651994727258,0,0,0,0,0.660256468526141,-0.637280825269856,0.124208004976147,0,0,0.042353671242401,0,0.531317616372716,0,-0.399837891075728,0,-0.352928554223196
