,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600999.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.107987099123958,0,0.0963071253252245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440080210950094,0,0.44898380149319,0,0.159496403255038,0,0,0,0,-0.145401367006104,0,0,0,0,-0.162092022001407,0,-8.67361737988404e-19,0,-0.75456486110163,0,0,0,0,0.0761601418018934,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.307993832486139,0,0,0,0,0,0,0,0.062915548378546,0,-0.0295959060246094,0.260542609373599,0,-0.040693171331857,0,0,0.0359176806812554,0,0,0,-0.0595510508810011,0,0.0168539255752437,0,-0.106860531684015,-0.00832391737817148,0,0,0,0,0,0,0,-0.104972681441273,0,0,0,0.0975390038228809,0,0,0,0,0.399366570650529,-1.73472347597681e-18,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0200257012043164,0.347080873226365,0,0,0,0,0,0,0,0,0.0112636050093919,0,0,0,0,0,0.118915110087503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356401911270757,0.0429500169043656,0,0,0,0.0340890958087244,0,0,0
X601288.CH.EQUITY,0,0.570509081827229,0,0,0,0,0,-0.0495552077353492,0,0,0,0.154522592850847,0.0503025064270281,0,0.11662416957173,0,0,0,0,0,0,0.137391675228215,0,0,0,0,0,0.0302873484745677,0,0,0,-0.0850351385234344,0,0,0,0,0,0,0,0,0,0.0533199596361124,0,0,-0.0769305259880789,0,0,0,-0.0253866073254511,0,0
X601988.CH.EQUITY,0,0,0,0.418873142912923,0,0,0,0,0,0.289316035515775,0,0,0,0.0817295239652253,0,0,0.189212464351992,0,0,0.146041049739762,0,0,0.0750197798738695,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.578680244160218,0,0,0,0,0,0,0,0.0388647950605118,0,0,0,0,0,-0.354561157592276
X600036.CH.EQUITY,0,0.0650078633275218,-3.3881317890172e-21,0.0455503695483178,0,0,0.0150199990875888,0.0619038839781514,0,0,0,0,0,0,0,0,0,0,0,0.0402182986790043,0.188506055342984,0,0.0313275227229362,0,0,0,0,0,0,0,0,0.105938255724931,0,0,0,0,0,0,0,0,0,0,0,0.15912577372016,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.118038225759931,0,0,0,0,0,0.225709198936389,0,0,0,0,0,0,0.0391778793884654,0,0,0,0.0561929834176429,0.0408239410902679,0,0,0,0,0.0445007359690604,0,0,0,6.93889390390723e-18,0,0.131384913840793,0,0.101724166477103,0.241460307779199,0,0,0.0545190159621627,0,0.0448972616856875,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.358211252126987,0,0,0,0,-0.122821173656041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357769679364435,0,0.086474398880738,0,0.0804492910646297,0,0.220730901089361,0,0.0742078326264277,0.146687977781875,0,0,-0.0547891214600485,0,0,0,-0.00583461974873166
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144705988819421,-0.136842704284537,0,-0.00286848418946097,0,0,-0.331367949833297,0,0.71493920114582,0.078899302832136,0.47400218561342,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.106002425560307,0,0,0,0.212433564784869,0.119890811501653,0,0
X601658.CH.Equity,0,0,0,0.220046372912018,0.00117554795335968,0,0,0,0,0,-0.0305039099646328,0,0,0,0,0,0,0,0.272180480377056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909585794718861,0,0.239980521253769,0,0,0,0,0,-0.0406808097255524,0,0,0.108520131270926,0,0,0
