,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.216347726164302,0,0.0250533456725889,0.00822768884458196,0,0.382406045119213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25213823496622,0,0.0427343586487116,1.38777878078145e-17,0,0,0,0,0.0829131975440981,0.0566502472054333,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0986581251512088,0,0
X601318.CH.EQUITY,0,0,0.20026752306825,0,0,0,0,0,0.1894068552984,0,0,0,0,0.18715117645431,0.123330763226862,0,0,0,0,0.0748006275268197,0,0.0727011974942249,0,0,0,0,0,0.0636960268082783,0.0731133104895354,0,0.0435750159703994,0,0,0,0,0,0,0,0.0598361573223873,0,0,0,0,0,-0.0989119092403744,0,0,0,0,0,-0.106679035608525
X601939.CH.EQUITY,0.331001079024461,0.040277016828346,0,0,0,0,0,0.266434111836202,0.274960170488647,0,0,0,0,0,0,0.205013470260633,0,0.00746743676659047,0,0,0,0,0,0,0,0,0.141345175564984,0,0.221822111659224,-0.0402296796249997,0,0,0,0.0783049298446344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.200696837526098,0,0,0,-0.0786033522185009,0,0,0.060345922783398,0,0,0.0482663389109937,0,0,0,0.116204335715823,0,0,0,0,0,0,0.442004094018989,0,0.114343606694513,0,0,0,0,0,0,0,0,0,0,0,-0.0775217946837477,0,0,0,0,0,0,0,0,0,-0.0442704222291536
X601288.CH.EQUITY,0,0,0.125388322227832,0,0,0,0,0.509212118222975,0,-0.0526170339338405,0,0.026916872953701,0,0,0,0,0,0,0,0,0,0,0.134870105277284,0,0,0,0,0,0.13421817524298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263128860949813,0
X1299.HK.EQUITY,0,0,0,0,-0.0697361777853819,0,0,0,0,0.170057090289401,0,-0.0822985251469551,-0.0860755804755962,0,0,0,0,0,0,0,0.0110456026844734,0,0.186226704915848,0,0,0,0,0,0,0,0,0,0,0.130852028599829,0.0499052755164517,0,0,0,0.225435782216086,0,0,0,0.218494527975001,0.00190686579974937,0,0.10573822248301,0,0,0.181658387478151,0,0
X601628.CH.EQUITY,0.0646485279795389,0,0,0,0,0,0,0,0,0,0,0,-0.0249073762752707,0,0,-0.0915668346986624,0.165624940378133,0,0,0,-0.00381550306005917,0,0,-0.126482572036829,0,0,0,0,0,0,0,0,0,0,0,0,-0.0219890746345217,0.474730320990742,0,0,0,0,0,1.73472347597681e-18,0,0,1.73472347597681e-18,0,0,0,0
X601988.CH.EQUITY,0.107540593200849,0,0,0,0.407740361415357,0,0,0,0,0,0,0,0,0,0,0,0,0.382420142488844,0.154421005756711,0,0,0,0,0,0,0,0,0.0146348445288493,0,0,0,-0.00469366261019934,0,-0.0629518468504475,0,0,0,0,0,0,0,0,0,0,-0.0558756176358453,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0871189117472315,0,0,0,0,0,0,0,0.142092161842506,0,0,0,0,0,0,0,0,0,0,0,0.1375716607513,0,0.0920042401493703,0,0,0,0,0.016562096186551,0,0,0,0.120181198871507,0,0,0,0,0,0,0.342248744348065,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.19794457632469,0.0337619467533543,0,-0.0706406242226176,0,-0.0382582791300014,0,0,0,0,0,0,0,0,0,0,0,0,0.16916499092282,0,0,0,0,0,0,0,0,0,0,0,-0.261284791655982,0,0,0,0,0,0.19978679051793,0,0,0,0.35825457980598,0,1.38777878078145e-17,0,0,0.272121169117566,0,0
X601166.CH.EQUITY,0,0,0,0.0303306493398416,0,0,0,0,0,-0.0622008656609382,0,-3.46944695195361e-18,0.426950401801604,0,-0.0516370672507138,0,0,0,0,0,-0.159058884702763,0,-0.0306619136804976,0,0,0,0,-0.0184426323561089,0.269694771722806,0,0.151857307372001,0.0182448745258231,0,0.0996990835692102,0,0,0,0.0789306724061989,0,0,0,0,0,0,0,-0.0798151150102523,0.0337489225802016,0,0,0,0
X601658.CH.Equity,0,0,0,-0.294485826060645,0.0431810385439555,-0.0456353664172183,0.0709982017891773,0.446357158026939,0,0,0.46878357040439,0,0,0,0,0,0.200139383763581,0.191061208405363,0,0,0,0,0,0,0,0,0,-0.41595708304848,0,0,0,0,0,0,0.238937273818663,0,0,-0.0405330112904114,0,0,0,0,0.0187584129858477,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.215171022450596,0,0,0,0,0,0,0.447635562488366,0.0481999032111511,0,0,0.203131506382831,0,0.00486926606937014,0,0,0,0,0.0514781283057806,0,0.162989027207309,0,0,0,0,0,-0.0156057962247487,0,-0.0578286587845804,0,-0.22999493755515,-0.0938153619429772,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595665191497873,0,0,-0.0387577172905751
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692949946718942,0,0,0,0.22237070906703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150889584726523,0,0,0.138597483187759,0.00610290563429658,0.0147510942647974,0,0.0211287994702114,0,0,0,0.252269293397873,0,0,0,0.0694077703984451,0,0,0
X601601.CH.EQUITY,0,0.630553874291768,0,0,0,0,0,0,0,0,0,0,0.15242346363762,0,0,-0.056960016999302,0,0,0,0,0,0,0,0.0205547292432441,0.0857128015223693,0,0,0,0,0.121863197939405,-0.0599581911151545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107339664913392,0,0,0,0.0362852665789528,0,-0.0810458816800717
X000002.CH.EQUITY,0,-0.0878527180383602,0,0.368439847153616,0,0,-0.0311736001898864,0,0,0,0,0.0601970454566223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074409773893468,-0.113894954031373,-0.150566885911112,0,0,0.603828745761689,0.108119017946889,0,0.0852997630476385,0.018490776103958,0,0,0,0,0,0,-0.105078385485803,0,0.156977492523049,0,0,0.0678522684044945,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0116386798631393,0,0,0,0.15595259430761,0,0,0,0,0,0.274696870136171,0,0,0.032220361796421,-0.0590368546695874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344796263930511,0,0,-0.043300003095511,0,0.30025027080723,0,0,-2.16840434497101e-19,0.133036269980082,0,0,0
