,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0539835857915523,0.0403308963583264,0.315400739994827,0.0615945510993272,0.0594507366119647,0,0,0,0,0,0,0,0,0,0,0.305104631483025,0,0,0,-0.0764446282840839,0,0,0,0,0,0,0,0,0,0.0227594624557165,0,0,0,0,0,0,0,0,0,0.0630349705483414,0,0.053675402367587,0,0,0,0,0.023315229566894,0.164784984362957,0.0828507403926328
X601318.CH.EQUITY,0,0,0,0.27305426106839,0,0,0,0,0.188304480725706,0,0,0.0132192606731736,0,0,0,0,0,0.0676667135318813,0,0,0.0666994446171301,0,0,0,0,0,0,0,0,0.0139551141201444,0.0634088409816644,0,0,0,0.00696636260940217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113124933548076
X601939.CH.EQUITY,0,0,0,0,0.153145129224787,0,0,0,0,0,0,0.122257042189693,0,0.0658382228494837,0,0,0,0,0.0212010107501641,0.000592029319694939,0,0,-0.0370918215177687,-0.0870404669954248,0.572887410876864,0,0.17590119565627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508098951584747
X600036.CH.EQUITY,-3.46944695195361e-18,0.193897289350439,0,0,0,0,0.103301310147938,0.109680526414299,0,0,0,0,0.174469017176779,0.0708835080722766,0,0,0,0,0,0,0,0,0,0,0,0.255928783174878,0,0.060855097851275,0,0.0146661924433357,0,0,0,0,0,0,0,0,0,0.0344061462111606,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.189493494409206,-8.67361737988404e-19,0.11396730311572,0,0,0.0204106426351432,0,0.199359604284492,0,-3.46944695195361e-18,0,0.12507792811092,0,-0.0345757843244477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103281095930981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23253743586846,0,0,0.0626574052707482,0,0,0
X601628.CH.EQUITY,0.168926315797974,0,0,-0.0750855342849791,0,0,0,0,0,0.0610620061579849,0,0,0,-0.0881829471121041,0,0,-0.0130675473221282,0,0.0442502577201956,-0.091228401260763,0,0,0,0.138808432579471,0,-0.0326355293389541,0,0,0,0,0,0,0,0,0,0.676804958086756,0,0,0,0,0,0,0,0,0,0,0,0.14401055949673,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.145264755303153,0,0,0,0,0,0,0,0,0,0,0,0,0.103740743350722,0,0,0,0,0,-0.267781754968067,0,0,0.00125829608583598,0,0,0,0,0,0,0.0780170103397805,0.301276215331372,0,0.16062960457335,0.0689730756554284,0.106957572073051,0,0.052151589626827,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.028893346945722,0.0977504603173749,0.314546579078003,0,0,0,0,0,0,0,0.106535087744575,0,0,0,0,0.23265929744414,0,0.0195893844708403,0,0,0.196121344938473,0,0,0.217391400465219,0,-0.0244364639446807,0,-0.0931205997819883,0.255067395740362,0,-0.0900260685492238,0,0,0,0,0,0,0,0,0,0,0,0.0341204931562099,0,0,0,0.0921280058777692,0,0.0402549061641323
X5.HK.EQUITY,0,0,0,0,0,0.0158706157799273,0,0.0406584460082601,0,0.0184251274104513,0,0,0,0,0,0,0,0,0,0,0.203896048539711,0.107845543549152,0.157793120969325,0,0,0,3.46944695195361e-18,0,0,0.0311294174466492,0,0,0,0,0.00374729888069663,0,0,0,0.245031165204303,0,-0.0700344881692418,0,0,0.189360736183569,0,0,0,0.0594161576432995,0,0,0
X388.HK.EQUITY,0,0,-0.0971337530197232,-0.043280313150923,0,-0.156368560989611,0.172074906802468,0,0,0,0,0,0,0,0,-0.00888424930305999,0,0,0,0,0,0,0.0731112707014717,0.498352814451961,0,1.73472347597681e-18,0,0,0,0,0,0,0.122078197840816,0,0,0,0,0,0,-0.000560426826714367,0.136106687875558,0,0,0,0,0.0724379487796726,0,0,0,0,-0.0283636725435749
