,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.0752665978027908,0.45849448072565,0,0,0,0,0,0,0.0511426736126022,0.178552702454105,0,0.189386191392588,0,-0.0160319424202347,0,0.0799496073463139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168706499092188,0,0,0,0,0.00392258597575531,0,0,0,0,-0.0348785054332578,4.33680868994202e-19
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.074415540554349,0.257721103501685,0,0,0,0,0,0,0.0360219831644353,0.342690788350472,0,0.090030129452451,0.0765375551133696,0,0,0,0,0.0324910668417891,0.0253653637048189,0,0,0,-0.0290891237566285,0,0,0,0,0,0,0,0,0.0789725894042679,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0
X601939.CH.EQUITY,0.24574395338011,0,0,0.457292262497541,0.0209293669487303,0.0925303240427439,0,0,0,0.0485437062862834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107133802645965,0,-0.0334718434273237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150242759765023,0,0,0
X601288.CH.EQUITY,0,0,0.179096261577088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19292409492169,0,0,0.222050310030404,0,-0.0121443879933532,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0129350649796601,0,0.220602356676908,0,0,0,0,0,0,-0.023930395282996
X5.HK.EQUITY,0,0,0,0,0,0.241029237078125,0,0.188171546736418,0,0,0,0.315617217108937,0,0,0,0,0,0,0.183935180208089,-0.192614080039041,0,0,0,0,0,0.0816828768819825,0,0,-0.0591202145524409,0,0,0,0,0.190473055866456,0,0,0,0,0,0,0,0,0,0,0,0,0.184059051302657,-0.0241227351568603,0,0
X601988.CH.EQUITY,0,0,1.38777878078145e-17,0,0.175287509042553,0,0,0.13865963866926,0.014939222706941,0.222608312609322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161411433790921,0,0,0,0,0,0,0,0,0,0,0.0499053853747987,0,0,0,0,0,0.258070676751021,0,0,0,0,-0.123063669864986,0,0,0
X600036.CH.EQUITY,0,0.0850978108276781,0,0,0,0,0,0,0,0,0,0,-0.0311245078908015,0,0,0,0,0.0100089771557277,-0.036357858591668,0,0,0,0,0,0.731827337069518,0,0,0,0,0,0.164446481679202,0,0,0,0,0,0,0,0,0,0,0,0.117964485383447,0.0944617758705951,-0.0203432847918533,0,0.0187462124035375,-0.0273200227548009,0,-0.0355711536364237
X1299.HK.EQUITY,0,0,0,0,0.219865205254632,0,0,0,0,0,0,0,0.0672868707523027,0,0,0,0,0.054509889337582,0,0,0,0,0,0,0,0,0.0345002691445816,0,0.135940463506692,0,0,0.230723676910493,0,0.182523224427003,0,0,0,0,0,0,0,0,0,-0.0156283520026603,0,0.0684487875607831,0,0,0,0.114063631976323
X601628.CH.EQUITY,0,0.132005871297065,0,0.0610437574303449,0,0,0,0,0,0,0,0,0,0,0,0,0.114798958490012,0,0,0,0,0,0,0,0.140403931436201,0,0,0,0,0,0,0,0,0,0,0,0.332008999052387,0.046523996556908,0,0,0.0884694027455358,0,0.0550123745498644,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.243219866976459,0,0,0,0,0,0.0356864918845211,0,0,0,0,0.342214550550871,0,0,0,0,0,0,0,0,0,0,0.338103912013356,0,0,0,0,0,0,0,-0.00713093387726962,0,0.0259730401397829,0,-0.0117112813320633,-8.67361737988404e-19,0,0,0,0,0,-0.00207404614814609,0.103167024744146,0,0,0,0.112244894609347,0,0,0
X601166.CH.EQUITY,0.138741774313147,0,0.176683715101694,0,0,0,0.193524195244888,0,0,0,0,0.270283699321605,0,-0.00695413146767909,0,0.0469488516941088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865092420946343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0752996867930456,0,0.0857346824941855,0,0,0,0.31442024431457,0,0.0379828447574871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360533271319514,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.159400116914204,0
