,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.287902426845114,0.0220191126194913,0.0337003694951925,0,0,0.435602085018779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101670407880232,0,0.0426260849547231,0,0,0,0,0,0,0,0,0,0,0.0794936545261526,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.221776031789005,0,0,0,0,0,0.189602779008837,0,0,0,0,0,0.107157265379686,0,0,0.0850702074177647,0,0,0.124083424448513,0,0,0,0,0,0,0,0,0,0.0135393624863442,0,0,0,0,0,0,0.0620728650545341,0,0,0,0,0,0,0,0,0,0.0031350623993102,0,0,-0.15353724508318
X601939.CH.EQUITY,0.430918093687504,0.30886707206312,0,0,0,0,0.0295383766419543,0.237403436708675,0,0,0,0,0,0,0,0.0975360429523318,0,0,0,0,0,-0.212737525999327,0,0,0,0,0,0,0,0,0,0,0.0892022379090649,0,0,0,0,0,0,0,-0.191011440510424,0,0,0,0,0,0,0,0,0.145094204848528,0
X600036.CH.EQUITY,0,0,0,0,0,0.189332942989938,0.0286985456084597,0.142638996967418,0,0,0,-0.114100310641058,0.155739997513378,0,0,0.0499121652054041,0,0,0,0.0441135614559883,0,0,0,0,0.0566166401444413,0,0.082185447776207,0,0.109811066621244,0.0162609193291502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376080966231237,0
X601288.CH.EQUITY,0,0,0.00991549099522552,0,0,0,0.0616385524611963,0.471700493454346,0,0,-0.0769095537110429,0.12840615646722,0,0,0.0557708470210632,0,0,0,0,0,0,0,0,0,0.0241953197848642,0,0,0,0.0553924895530467,0,0,0,0.0285618871020194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576299645919533,0.0878968595932179,0,0.0281290911985819
X1299.HK.EQUITY,0,0,-0.209020904445234,0,0,0,0,0,0,0,0.10727440527496,0,0,0,0,0,0,0,0,0.0198709432353955,0,0,0.112479738153463,0,0,0,0,0,0,0,0,0,0.172885710664454,0,0,0,0,0,0.0955049143435447,0,0.162368093121,0.0669399347606909,0.29663333229086,0,0,0,0.29578569840386,0,0,0,0
X601628.CH.EQUITY,0.105253459416685,0,0,0,0,0,0,0,0,0,0,0,-0.0717179598765056,0,0,-0.250222901515809,0,0,0,0,-0.0571123574632292,0.246476934916014,0,0,0,0.0562457762493577,-0.110120173415648,0,0,0,0,0,0,0,0.624889439778065,-0.000359344279302997,0,0,0,0,0.027573202266872,0,-0.0359780075553936,0,0.137228628305938,-0.0747655239030467,0,0,0,0,0
X601988.CH.EQUITY,0.0495049891443209,0,0.0906749453239363,0,0.358108581114456,0,0,0,0,0,0,0,0.213201082624318,0,0,0,0.14171364230044,0,0.0199148329215799,0,0,0,0.0116918800248681,0,0.0251766298378581,0,8.67361737988404e-19,0,0,0,0.122648435500742,0,0,0,0,0,0,0,0,0,0,0,0.00845003390267702,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123348767418059,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.00282666912818529,-0.0944551392936706,0,0,0,0,0,0,0.233939882511268,0,0.190225788297378,0.140198134849458,0,0,0,0,0,0,0,0,0.0600098713322061,0,0,0,0,0,0.197782528110248,-0.063240468474979,0.0620563099867388,-6.93889390390723e-18,0.257962106529998,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.048028826521817,0.0604868854840302,0,0,0,0,0,0,0,0.0722320796915296,0.145928870434213,0,0,0.0806274785252892,0,0,0,0,0,0,0,0,0,0,0.159024257784908,0,0.384977061322162,0,0,0,0,0,0.0289266525941463,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
