Date,GE2,EEREE38.INDEX,REITE.INDEX,SX5E.INDEX,V2X.INDEX,SLOPE_DBR,LIQ
2018-01-02,-0.634,115.8298,1721.3,3490.19,13.3676,1.142,0.134
2018-01-03,-0.64,115.6003,1726.56,3509.88,12.1367,1.135,0.153
2018-01-04,-0.62,115.8158,1710.3,3568.88,11.4105,1.119,0.169
2018-01-05,-0.616,115.6595,1726.99,3607.63,11.1245,1.11,0.176
2018-01-08,-0.625,115.1807,1739.91,3616.45,11.4954,1.108,0.177
2018-01-09,-0.615,115.0491,1737.76,3622.87,11.262,1.136,0.167
2018-01-10,-0.617,115.3864,1711.34,3609.83,11.759,1.155,0.173
2018-01-11,-0.559,115.5857,1687.28,3595.24,11.3595,1.154,0.16
2018-01-12,-0.559,116.0004,1692.18,3612.61,10.9024,1.146,0.174
2018-01-15,-0.575,116.6876,1687.29,3611.81,11.0727,1.161,0.174
2018-01-16,-0.59,116.4555,1704.04,3622.01,11.3466,1.15,0.179
2018-01-17,-0.587,116.3127,1708.74,3612.78,11.9473,1.137,0.178
2018-01-18,-0.586,116.2792,1701.56,3620.91,11.9883,1.161,0.177
2018-01-19,-0.6,116.3393,1707.65,3649.07,11.8533,1.169,0.188
2018-01-22,-0.608,116.2308,1716.19,3665.28,11.9678,1.173,0.191
2018-01-23,-0.602,116.2844,1726.88,3672.29,11.9508,1.167,0.19
2018-01-24,-0.584,116.3815,1725.45,3643.22,12.3924,1.173,0.188
2018-01-25,-0.567,116.3532,1709.96,3630.15,12.691,1.182,0.178
2018-01-26,-0.541,116.5647,1724.82,3647.41,12.4779,1.17,0.177
2018-01-29,-0.512,116.3656,1709.57,3643.04,13.2927,1.207,0.17
2018-01-30,-0.533,116.5813,1705.59,3606.75,14.811,1.22,0.179
2018-01-31,-0.525,116.6431,1718.61,3609.29,15.1644,1.216,0.173
2018-02-01,-0.543,116.7418,1702.1,3577.35,16.1394,1.249,0.182
2018-02-02,-0.524,116.9949,1682.86,3523.28,17.5594,1.284,0.179
2018-02-05,-0.553,117.553,1639.92,3478.77,18.855,1.3,0.186
2018-02-06,-0.56,117.1015,1597.26,3394.92,30.1771,1.249,0.192
2018-02-07,-0.535,117.2275,1632.56,3454.52,21.3656,1.276,0.173
2018-02-08,-0.531,116.9571,1611.88,3377.3,32.0402,1.305,0.168
2018-02-09,-0.549,117.2652,1599.83,3325.99,34.737,1.304,0.18
2018-02-12,-0.562,117.1282,1608.37,3368.25,28.1626,1.324,0.187
2018-02-13,-0.569,117.6241,1600.81,3340.93,25.9501,1.326,0.19
2018-02-14,-0.55,117.5839,1601.65,3369.83,20.7053,1.317,0.181
2018-02-15,-0.551,118.1019,1598.68,3389.63,20.5158,1.328,0.181
2018-02-16,-0.568,117.9006,1632.32,3426.8,17.7606,1.297,0.192
2018-02-19,-0.549,117.5655,1622.58,3407.79,19.1283,1.296,0.186
2018-02-20,-0.563,117.2901,1634.3,3435.08,18.6401,1.305,0.189
2018-02-21,-0.559,117.2401,1630.13,3430.16,18.6489,1.293,0.184
2018-02-22,-0.57,117.198,1627.92,3431.99,18.6903,1.288,0.191
2018-02-23,-0.579,117.053,1649.72,3441.46,18.1752,1.249,0.204
2018-02-26,-0.562,117.0251,1647.87,3463.18,16.7709,1.223,0.201
2018-02-27,-0.556,117.085,1624.29,3458.03,17.5944,1.241,0.182
2018-02-28,-0.576,116.7507,1610.47,3438.96,18.0002,1.245,0.191
2018-03-01,-0.591,116.76,1602.41,3399.16,20.5673,1.244,0.193
2018-03-02,-0.586,117.6489,1591.12,3324.75,23.386,1.232,0.195
2018-03-05,-0.589,117.5614,1610.43,3355.32,18.8922,1.235,0.198
2018-03-06,-0.564,117.9612,1603.09,3357.86,18.6852,1.253,0.184
2018-03-07,-0.574,118.2004,1620.02,3377.36,18.1546,1.25,0.186
2018-03-08,-0.591,118.3743,1641.39,3413.28,16.6065,1.236,0.199
2018-03-09,-0.573,117.5296,1639.71,3420.54,15.4054,1.231,0.198
2018-03-12,-0.594,117.4648,1645.62,3429.48,15.4002,1.234,0.203
2018-03-13,-0.596,117.8832,1639.84,3397.35,16.6195,1.227,0.201
2018-03-14,-0.601,117.7774,1644.6,3390.98,16.9106,1.202,0.208
2018-03-15,-0.608,117.6681,1643.34,3414.13,15.2246,1.194,0.204
2018-03-16,-0.604,117.5125,1632.36,3437.4,13.389,1.184,0.208
2018-03-19,-0.599,117.6705,1662.93,3394.79,16.4988,1.179,0.212
2018-03-20,-0.595,117.4483,1671.5,3412.08,15.3836,1.185,0.212
2018-03-21,-0.598,117.4546,1663.08,3401.04,14.8531,1.201,0.213
2018-03-22,-0.644,117.5104,1650.97,3348.19,18.551,1.177,0.228
