Date,BE,SP,IT,AT,GE,FR,PO,IR,FI,NE,GR
2018-01-02,105,104,101,108,103,102,109,110,111,106,107
2018-01-03,105,104,101,108,103,102,109,110,111,106,107
2018-01-04,105,104,101,108,103,102,109,110,111,106,107
2018-01-05,105,104,101,108,103,102,109,110,111,106,107
2018-01-08,105,104,101,108,103,102,109,110,111,106,107
2018-01-09,105,104,101,108,103,102,109,110,111,106,107
2018-01-10,105,104,101,108,103,102,109,110,111,106,107
2018-01-11,105,104,101,108,103,102,109,110,111,106,107
2018-01-12,105,104,101,108,103,102,109,110,111,106,107
2018-01-15,105,104,101,108,103,102,109,110,111,106,107
2018-01-16,105,104,101,108,103,102,109,110,111,106,107
2018-01-17,105,104,101,108,103,102,109,110,111,106,107
2018-01-18,105,104,101,108,103,102,109,110,111,106,107
2018-01-19,105,104,101,108,103,102,109,110,111,106,107
2018-01-22,105,104,101,108,103,102,109,110,111,106,107
2018-01-23,105,104,101,108,103,102,109,110,111,106,107
2018-01-24,105,104,101,108,103,102,109,110,111,106,107
2018-01-25,105,104,101,108,103,102,109,110,111,106,107
2018-01-26,105,104,101,108,103,102,109,110,111,106,107
2018-01-29,105,104,101,108,103,102,109,110,111,106,107
2018-01-30,105,104,101,108,103,102,109,110,111,106,107
2018-01-31,105,104,101,108,103,102,109,110,111,106,107
2018-02-01,105,104,101,108,103,102,109,110,111,106,107
2018-02-02,105,104,101,108,103,102,109,110,111,106,107
2018-02-05,105,104,101,108,103,102,109,110,111,106,107
2018-02-06,105,104,101,108,103,102,109,110,111,106,107
2018-02-07,105,104,101,108,103,102,109,110,111,106,107
2018-02-08,105,104,101,108,103,102,109,110,111,106,107
2018-02-09,105,104,101,108,103,102,109,110,111,106,107
2018-02-12,105,104,101,108,103,102,109,110,111,106,107
2018-02-13,105,104,101,108,103,102,109,110,111,106,107
2018-02-14,105,104,101,108,103,102,109,110,111,106,107
2018-02-15,105,104,101,108,103,102,109,110,111,106,107
2018-02-16,105,104,101,108,103,102,109,110,111,106,107
2018-02-19,105,104,101,108,103,102,109,110,111,106,107
2018-02-20,105,104,101,108,103,102,109,110,111,106,107
2018-02-21,105,104,101,108,103,102,109,110,111,106,107
2018-02-22,105,104,101,108,103,102,109,110,111,106,107
2018-02-23,105,104,101,108,103,102,109,110,111,106,107
2018-02-26,105,104,101,108,103,102,109,110,111,106,107
2018-02-27,105,104,101,108,103,102,109,110,111,106,107
2018-02-28,105,104,101,108,103,102,109,110,111,106,107
2018-03-01,105,104,101,108,103,102,109,110,111,106,107
2018-03-02,105,104,101,108,103,102,109,110,111,106,107
2018-03-05,105,104,101,108,103,102,109,110,111,106,107
2018-03-06,105,104,101,108,103,102,109,110,111,106,107
2018-03-07,105,104,101,108,103,102,109,110,111,106,107
2018-03-08,105,104,101,108,103,102,109,110,111,106,107
2018-03-09,105,104,101,108,103,102,109,110,111,106,107
2018-03-12,105,104,101,108,103,102,109,110,111,106,107
2018-03-13,105,104,101,108,103,102,109,110,111,106,107
2018-03-14,105,104,101,108,103,102,109,110,111,106,107
2018-03-15,105,104,101,108,103,102,109,110,111,106,107
2018-03-16,105,104,101,108,103,102,109,110,111,106,107
2018-03-19,105,104,101,108,103,102,109,110,111,106,107
2018-03-20,105,104,101,108,103,102,109,110,111,106,107
2018-03-21,105,104,101,108,103,102,109,110,111,106,107
2018-03-22,105,104,101,108,103,102,109,110,111,106,107
2018-03-23,105,104,101,108,103,102,109,110,111,106,107
2018-03-26,105,104,101,108,103,102,109,110,111,106,107
2018-03-27,105,104,101,108,103,102,109,110,111,106,107
2018-03-28,105,104,101,108,103,102,109,110,111,106,107
2018-03-29,105,104,101,108,103,102,109,110,111,106,107
2018-04-03,105,104,101,108,103,102,109,110,111,106,107
2018-04-04,105,104,101,108,103,102,109,110,111,106,107
2018-04-05,105,104,101,108,103,102,109,110,111,106,107
2018-04-06,105,104,101,108,103,102,109,110,111,106,107
2018-04-09,105,104,101,108,103,102,109,110,111,106,107
2018-04-10,105,104,101,108,103,102,109,110,111,106,107
2018-04-11,105,104,101,108,103,102,109,110,111,106,107
2018-04-12,105,104,101,108,103,102,109,110,111,106,107
