,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.293174033752513,0,0.00552704276428195,0,0,0.441192377210787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115559245619138,0,0,0,0.0655392392994515,0,0,0,0.0183552070738238,0,0,0,0,0,0,0.0770039993475074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.217096822051359,0,0,0,0,0,0.212373708399402,0,0,0,0.0107071730786934,0,0.108587675482641,0,0,0.105893086643863,0,0.117115339802276,0,0,0,0,0,0,0,0,0,0.0211654811425323,0,0,0,0,0,0,0,0.0506998023658946,0,0,0,0,0,-0.0181375011426265,0,0,0,0,0,0,-0.0023220639605422,0,-0.145239689324749
X601939.CH.EQUITY,0.355750448666627,0.18202376698671,0,0,0,0,0,0.23658779124051,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0919073920945589,0,0,0,0,-0.161827965094365,0,0,0,0,0,0,0.0930614134071517,0,-0.0389532938394483,0,0.206024575144352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208877672777315,-0.0742057544193405,0.0767002117619814,0
X601288.CH.EQUITY,0,0,0,0,0,0.00462369496368842,0,0.556980546062871,0,-0.0853712407415833,0,0.0457473422161427,0,0,0,0,0,0,0,0,0,0.0753684618559228,0.0890697186532654,0.0801814311498384,0,0,0,0,0.110509436138119,0,0,0,0.0542063256333701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595246696504283,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.183669296556376,0.17124913906758,0,0,0,-0.055472082215001,0.132468762831187,0,0,0,0,0,0,0,0,0,0.0803158066378524,0.0251923572227298,0,0,0,0,0.135952466249049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359797055373078,0,0.0222966323876049,0
X601628.CH.EQUITY,0.0856598266642394,0,0,0,0,0,0,0,0,0,0,0.0357267815904748,-0.100437789566589,0,0,-0.26153523673389,0,0,0,0,0,0.062035020212941,0,-8.67361737988404e-19,0.0724096871479153,0,-0.0291859278196197,0,0,0,0,0,0,0.551021701248801,0.180229313306396,0,0,0,0,0,0,0,0,0,0,0.0348494072217483,0,0,0,0,-0.0379195719514808,0.136622920427647,0
X1299.HK.EQUITY,0,0,-0.230993202080707,0,0,0,0,0,0,0.128554189150903,0,0,0,0,0,0,0,0,0,0,0,0,0.0205564109402863,0.103952153038846,0,0,0,0,0,0,0,0,0.204576538275822,0,0,0,0,0.011076546435792,0,0.175837400152477,0.0342298160848573,0.102226617256108,0,0.315023721642685,0,0,0.271011354662629,0,0,0,0,0,0
X601988.CH.EQUITY,0.167232374635712,0,0.0958830283412515,0.376140228110532,0,0,0,0,2.71050543121376e-20,0.0473158320755605,0,0,0.181393141295493,0,0,0,0.132978949991681,0,8.67361737988404e-19,0,0,0,0.00269301200107041,0.0209606051541706,0,0,0,0,0,0.0960307202840323,0,0,0,0,0,0,0.0187615543286321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.24736394172324,0,0,0,0,0,0,0,0,0,0,0,-0.0858412710235677,0,0,0,0,0,0,0,0,0,0.367082213073835,0,0.0745626877751994,0,0.06311492953188,0,0,0,0,0.0437101695839537,0,0,0,0,0,-0.0164070146929549,0,0.224349794047002,0,0,0.103946051581541,0,0,0,0.123830942629563,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.272617508167349,1.73472347597681e-18,0.279696938327189,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0944943539449895,0.399432413163382,0,0,0,0,0,0.0222894600124011,0,0,-0.0118658943321824,0,-0.188700869040439,0,0,0,0,0,0.104803320532477,0.130186529324523,0,0,0,0,0,0,0.0795336905508664,0,0,0,-0.00995424035335646,0,0
