,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.393111809124444,0.0479891042101292,0.134776295167784,0,0,0,0,0,-0.0165279839565858,0.212543419640159,0,0,0,0,0,0,0,0,0,0,0.0884819450299647,0,-0.0434727581849891,0.001958369246453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0391285897254641,0,0.0237110706574867,0,0,0.00513580045597652,0.0629530171396081,4.33680868994202e-19,-3.46944695195361e-18,-0.160844493556054,0,0
X601939.CH.EQUITY,0.496443726733969,0,0,0.0884868554059058,0,0,0,0,-0.104815535084174,0,0.102066118618904,0,0,0.151796668514912,-0.0374872032744299,0,0,0,0,0,0,0,0,0,0.167115287524132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467877128658971,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.224788711865036,0.117469268322905,0,0,0,0,0,0,0,0,0.0515834085436623,0,0,0,0,0,0,0.188867653030786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395607537104335,0,0,0,0,0,0,0.187273519154752,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.376198430947006,0,0,0,0.214652172582588,0,0,0,0,0,0,0,0,0.146437032185934,0,0,0,0.091590037920442,0,0,0.0341658297791542,0,0,0,0,0,0,0,0,0,0,0,0.0842822222546113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.514753247941506,0,0,0,0,0,0.199414349988716,0,0,0,0,-6.93889390390723e-18,0.10517358047035,0.122959300687882,0,0,0,0,0,0,0,0,0,0.0396159074603934,0,0,0,0,0,0,0,0,-0.510961004697391,0,0,0,0,0,0,0,0.156853224710359,0,0,0,0,0,0,0,0.247219675639279,0
X600036.CH.EQUITY,0,0,0.0723157288077063,0,0,0,0,-5.42101086242752e-20,0,0,0,0.33980802006367,0,0,0,0,0.0723294294242851,0,0,0,0,0.0659210568868917,0,0.00277888029172511,0,0,0,0,0,0.0715174261879716,0.0446297023214916,0.0600732112565101,0,0,0,0,0,0,0.0103813940655636,0,0,0,0.126980043361367,0,0,0,0.072809840029594,0.064408699588592,0,0,0.034619484986525,0,0
X1299.HK.EQUITY,0,0,0,0,0.0326547302736662,0,0,0,0,0,0,0,0,0.20359213109891,0,0,0.0437076902587044,0,0.479684525326535,0,0,0,0,0.135672861684386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864802866072149,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142315829835389,0,-0.16941505363803,0,0,0,0,0,-0.218883240493849,0.476224426505901,0,0,0,0.709702594895112,0,0,0,0,0,0,0,0,0,0.373196531396203,0,0,0,0,0,0,0,-0.23267972146627,0,0,0,0,-0.0165768544280497,0,0
X601628.CH.EQUITY,0.054768561445332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19677727997793,0,0,0,0.00460361526473801,0.0395093805822823,0,0,0,0,0,0,0.15610504162214,0,0,0,0,0,0,0,0,0,0,0,0,0.187516569824519,0,0,0.0721234285423536,0,0,0,0,0.0934843805955561,-0.0361908892990277,0,0
X601658.CH.Equity,0,0,0,0.058117977256192,0.154813474256518,0,0,0,0,0,0,0,0,0.152598009330505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223116423450378,0,0,0,0,0,0,0,0,0.146513876382594,0,0,0,0,0,0,0,0,0,0,0.312049387745506,0,0,0,0
