,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.109359235534377,0,0,0,0,0,0,0,0,0,0,0,0.606551547709167,0.462372856866034,-0.0834603887428003,0,0.0976646722851668,0,0,-0.00143536686525676,0,-0.113850036539133,0,0,-0.246664194590608,0,0,0,-0.434927994440865,0,0,0,0,0,0.0590552455583103,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0320721509978218,0,0.00696351285785099,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.337467734514108,0,0.0698522088677811,0,0,0,0,0,0,0,0,0.0847766900065039,0,0,0,0,0,0,0,0,0.320591609336581,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.100354171638392,0,0,0.320790009442086,0,0,0,0,0.0282641341550192,0,0,0,0.0685867440942758,0.190063075608275,0,0.0723505322612322,0,0,0,0,0,0,0.0105804684901399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214121505323464,0,0,0,0,0,0,0,0,0,0,0,0.269825571543942,0,0,-0.109359649157719
X601288.CH.EQUITY,0,0,0.336531245930986,0,0.328358246600485,0.0531780185621605,0,0.0309019917160039,0,0,0,-0.00470098267455486,0,0.10102262895797,0,0.0443274728401593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0574535640152057,0,0,0,-0.00756232300270833,0,0,0,0,0,0,0.0327037062216892
X601988.CH.EQUITY,0,0,0,0.189477670777705,0,0,0,0,0,0.476795404920099,0,0,0.103198857673311,0,0.0898338172211726,0,0,0,0,0,0,0,0.227491082014741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.293979445389943,0,0,0.0963768862028891,0,0,0,0,0,0,0,0.105730020251514,-0.00803693566968963
X600036.CH.EQUITY,0,0,0.282961517385157,0,0,0,0,0.11062309279466,0.108771554508192,0,-0.00238314506206773,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067786220529759,0,0,0,0,0,0,-0.0280467614741518,0,0.232054105944139,0,0,0,0,0,0,0,-0.0396861001453507,0,0,0,0,0,0.125620593263263,0,0,0,0,0.0188613416028406
X601628.CH.EQUITY,0,0,0,0,0,0.254217442135005,0,0,0,0,-0.0639020390054847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.197335148872556,0.0982760644652419,0,0.113566732921731,0,0,0.0614767733504031,0,0,0,0,0.0128754978245053,0,0,0,0.00691779868114403,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.194427815625704,0,0,0,0,0,0,0,0,0,0.0167498135343835,0,0,0,0,0.173306315916816,-0.0704643884927068,0,0,0,0,0,-1.38777878078145e-17,0.136991766303013,0,0,0,0,0,0,0,0,0,0,0,0.119072317455128,0.155901906459627,0,0,0,0,0.474403704474885,0,0,0,0.0327378570209084,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0715382160928968,-0.400056872577952,0.806218845779437,0,0.0124761022194205,0,0,0.727916642882948,0,0,0,0,0,0,-0.248351675766419,0,0,0,0,0,0.232937924442802,0.148188771759195,0,0,0,0,0,0,0,0.138846021957675
X601658.CH.Equity,0,0,0,0,0.00989940047349208,0,0,0,0,0,0,0,0,0,0,0,0,0.212217349128389,0.038586387579459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250010116726974,0,0,0,0,-0.0132534678330638,0,0,0,0,0
