,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.398657186646675,0.0862365974313605,0.0139782795926741,0,0,0,0,0,0,0.208592197435423,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0.033573745098414,0,0,0,0,0,0,0,0.0941285701208427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304070164539132,0,0,0,-0.153235198440715,0,0
X601939.CH.EQUITY,0.277645033120811,0,0,0.256946291864994,0,0,0,0,-0.120819104666222,0.0122683835228612,0,0,0,0.296879966668045,-0.0804520006801349,0,0,0,0,0,0,0,0,0,0,0.170947734674773,0,0,0,0,0,0,0,0,0,0,0,-0.0197029465235261,0,0,0,0,0,-0.0893346281686897,0,0,0,0,0.149050035231316,0,0,0.00957335498567392,0
X601318.CH.EQUITY,0,0,0,0,0.215558522192822,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0306499683367965,0,0,1.38777878078145e-17,0,0,0,0.185192199338877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258381118738053,0,0,0,0,0,0.221481482649538,0,0,0,0,0,0,0.104651704409532,0,0,0
X601288.CH.EQUITY,0.335052985638313,0,0,0,0.260440728647404,0,0,0,0,0,0.0231474955973875,0,0,0.112496605913742,0,0,0,0,0,0.100676622177629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12088653516448,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.498287228635066,0,0,0,0,0,0.301832532902252,0,0,0,0,0,0.00250539891416215,0,0.0222371512591124,0,0,0,0,0,0,0,0,0.103961398527299,0,0,0,0,0,0,0,0,0,0,-0.386404502012786,0,0,0,0,0,0,0.213381028151406,0,0,0,0,0,0,0.476051553670831,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.281772672307502,0,0,0,0,0,0.0916844206403022,0,0,0,0,0,0.0101642867366905,0,0,0,0,0,0.184798532204246,0.0435336002637141,0,0.0903255152918958,0,0,0,0.0144941089429478,0,0,0,0,0.170848985246062,0,0,0,0,0.104817993764815,0.0163482731311893,0,0,0,0,0
X1299.HK.EQUITY,0.0777760946306453,0,0,0,0,0,0,0,0.13603692762418,0,0,0,-1.73472347597681e-18,0.0977225977689948,0,0,0,0,0,0,0,0,0.00816889560505601,0,0,0,0,0,0.226911752506619,0,0,0,0,0,0,0.175057302853529,0,0,0,0,0,0,0.0667932721947235,0.00223315667396992,0,0,0.107231193746971,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258387772908955,0,0,0,0,0,0,0,0,0.168655698788612,0,0,0,0.468736530077999,0,0,0,0,0,0,0,0,0,0,0.254317847606299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261312557686062
X601628.CH.EQUITY,0,0,0.0174642507468493,0,0,0,0,-0.0279510366208546,0,0,0,0,0,0,0,0,0,0.15238003885073,0,0,0.0396169830088841,0.166266328071478,0,0,0,0,0,0,0.107090256354351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103015770292009,0,0.0646962858975252,0,0,0.0783216967448904,0.116543531253779,0,-0.0797095757220019,0.0258623437524341,0
X601658.CH.Equity,0,0,0,0,0.213817633229095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288479629047163,0,0,0,0,0,0.0361927799094734,0,0.376011567022331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270380966713584,0,0,0,0
