,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.134356971387901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313540804137558,0.0160679076215167,0,0.371062102992025,-0.179875817169993,0.452755563527067,0.249705721761098,0,0,-0.105335346690685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238837059771539,-0.024971929144681,0
X601318.CH.EQUITY,0,0,0,0,0,0.227978926214439,0,0,0,-0.0817897732344497,0,0,0,0.0845083687327759,0,0,0,0.0714404485173276,0,0,0,0,0,0,0,0,0,0,0,0.0135260566638787,0.167990283479126,0,0,0,0,0.255248948945387,0,0.0476645494431924,0,0,0,0,0,0,0,0,0,0,0,0,0.0211092848597909,0.0279676428047996,0
X601939.CH.EQUITY,0,0.0463499508132953,0,0.799017898201202,0,0,0.0142409285596691,0,0,0.0437325979498584,0,0.0227693146194254,-0.0292774121590119,0,0,0,0,0.0909060114348926,0,0,0,0,0.0016231011559817,0,0,0,0,0.02203098753438,0,0,0.0309510668468967,0,0,0,0,0,0,0.0766157543829686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.949363296150712,0,-0.0799826451323822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230510772999045,0,0,-0.0218075058028192,0,0,0,0,0,0.0849673364659532,0,0,0,0,0,0,0,0.074689123296069,0,0,0,-0.0415331081598767,0,-0.0713329258472883,0,0,0,0,0,0,0,0,0,0,-0.0293766899181587
X601628.CH.EQUITY,0.00553043628964076,0,0,0,0,0,0,0,0,0.284220002501361,0.123871936005924,0,0,0,0,0,0,0,0,0.445673315875242,0,0,0,0,0,0,0,-0.0312656296885019,0,0,0,0,0,0,0,0,0,0.0665621752095186,0,0,0,0,0,0,0,0.0137826551755707,0,0.278299937865598,0,0,0,0.0195834012082781,0
X600036.CH.EQUITY,0,0,0,0.35324359007776,0,0,0,0,0.0519619858988724,0,0,0,0,0,0,0,0.137578894257436,0.0527447317086011,0,0,0,0,0,0,0,0,0.129377505151067,0.0921392163133705,0,0,0,0,0,0.0444066918226807,0,0,0,0.0160590618763241,0,0,0,0,0,0.00650036861620383,0.0115635446989797,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0725638209624488,-0.0529144348877504,0,0,0.00679736648068826,0,0,-0.0515668911666379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00684823807712837,0,0,0,0,0,0,0,0,0.0121303986693194,0,0,-0.119760172199892,0,0.974749217896176,0.108136601548534,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.103786285292832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297419312508314,0,0,0,0,0,0,0,0,0,0,0.128626912994859,0.306482188469895,0,0,0,0,0,0,0,0,0.0344076573554918,0.057057936842857,0,0,0,0.051991762366127,0,0,0,0.115578552202973,-0.0334481089047183
X5.HK.EQUITY,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719175937784126,0,0,0,0,0,0,0,0,0.167877730796276,0.52567399010168,-0.00631235468866399,0,0,0,0,0,-0.00525266978713471,0,-0.237315840465362,0.12224835805912,0,0,0,0,0,0.15428446592797,0,0,-0.187017612361321,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.276431042576504,0,0,0.153079188173808,0,0,0,0,0,0,0.0770572222972559,0,-0.0201326576388464,-0.110370314691886,0,0,0.147028410101454,0.330505849698444,0,0,0.0496930337345904,0,0,0,-0.0145868127714109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153910287274197,0,0.00234883800512988,0,0,0,0,0.0149401445597886,0.215857411377352,0
X600030.CH.EQUITY,0,0,0,0,0.156784030105713,0,0,-0.0405198212975152,0,0.039289409339655,0,0.0222701787491494,0.288664180762455,0,0,0,0,0.00536709046330055,0,0,-0.0590512295758741,0,0,0,0,-0.00495242418584303,0,0,0,0,0,0,0.0756333286534273,0,0,0.0806495688136857,0,0,0,0.103089072544338,0,0,0,0.0850986684030622,0,0,0,0.15243356817449,0,0.154161704748338,0,0,0
X601658.CH.Equity,0,0,0.254233752679178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140725227479852,0,0,0,0,0,0,0,0,0,0,0.201511884950613,0,0,0,0,0,0,0,0,-0.154309291404043,0,0,0,0.544201903729428,0,0,-0.154342574712486,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0242309616929165,0,0,0.0394527145473239,0,0,0.698274193580385,0,0,0,0.0165246568684278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0975278770929199,0,0.171564902589099,0,0,0,0.000179982772399697,0,0,0,0,0,0,-0.0154508581600476,0,0
X601166.CH.EQUITY,0,0,0,-8.67361737988404e-19,0,0.142497688494573,0.301406646415934,0.0397270633327735,0,0,0,0.0529166718311705,0,0,0,0,0.0508220922020863,0,0,0,0,0,0.0708112696657457,0,0,0,0,0,0,0,0,0,0,0,0.0219306139198931,0,0,0,0.00689646330832268,0,0,0,0,0,0,0,0,0,0.310650895523083,0.0454441891855026,0,0,0
