,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.141418939407305,0,0.126684140083398,0,0,0.0262479389635251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486956579938915,0,0.41835085641076,0,0.215963791206945,0,0,0,-0.11198485072172,0,0,0,0,-0.186380942680322,0,0,-0.0357515637497397,-0.0852780930504759,0,-0.687486086747371,-0.0580402757634351,0,0.0917758402817533,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.360469302403941,0,0,0,0,0.0293943942400937,0,0,0,0,0.245146129425583,-0.132129649273246,0,-0.0151378908488668,0,0.0179784232667791,0,0,0,0,0,0,0.0617539105895399,0,0,-0.183519722162275,0,0,0,0,0,0,0,0,0,0,0,0.0757724624897252,0,0,0,0,0,0.308850970891554,0,0.138768540089435,0,0,0.123476920350795,0
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0,0,0,0
X601288.CH.EQUITY,0,0.410637880445361,0,0,0.123722346930275,0,0,0,0,0,0,0.0454265533151087,0.249290048043456,4.33680868994202e-19,0,0,0,0,0,0,0.140789034982609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165947897359487,0,0,0,0,0,0,0,-0.0718231021750405,0,0,-1.35525271560688e-20,-0.101618044706226,-0.0780975560493936,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.490616088275625,0,0,0,0,0,0.172908801531059,0,0,0,0,0,0.289602027854267,0,0,0.215405275930757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.496826687267662,0,0,0,0,0.166357847705766,0,0,0,0,0,0,0,0.33210035264252,0
X600036.CH.EQUITY,0,0.0415651854828645,0,0.0706126044122347,0,0,0.00703691019534773,0.0505239925732928,0,0,0,0,0,0,0,0,0,0,0.0204526683356079,0,0,0.17538715301035,0.0635825256475251,0,0,0,0,0,0,0,0,0,0.0600300318273717,0,0,0,0,0,0,0,0,0.138167102556956,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0764890853821465,0,0,0.0566991333556285,0,0,0.21973016888772,0.0347710089523903,0,0,0,0.0473528023974906,0,0,0,0,0,0,0.0692982810237311,0,0,0,0,0.0833512332411045,0,0,0,0,0,0.144269236592331,0.242532656263061,0,0,0,0,0,0,0.134797607292808,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.35023074437622,0.0566638936311347,0,0,0,-0.114268504032648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761603524731046,-0.0259530999571172,0,0,0,0,0,0,0,0,0.0879008844819577,0,0,0,0,0,0.150283928108693,0.0794502213483799,0,0,0.0619063863788014,0,0,0,0,0,0,0.0193120278449883,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0,0,0,0
X601658.CH.Equity,0,0.097145713368894,0,0.144223655141149,0,0,0,0,0,0,-0.0497243650701684,0,0,0,0,0,0,-0.124124916191634,0.129578759076957,0.288506441578816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852254128061461,0.289040680268617,0,-0.0224926459426945,0,-0.0230582375716173,0,0,0,0.0419244003961944,0,0,0,0,0
