,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.258676254697466,0,0.154915371502489,0,0.128851593103221,0,0,0.27683198878721,0.0858350664025716,-6.93889390390723e-18,0,0,0,0,0,0,0,0.00624716725055606,0,0,0,-0.112460615637568,0,0,0,0,0,0,0,0,0,0,0,0,0.0321155296164976,0,0,0,0,0,0,0,0,0,0.117820167675575,0.0132397804217941,0,0,0,0,0,0
X601939.CH.EQUITY,0.484979109187586,0,0,0,0,0,-0.0489625088934815,0,0,0.0163660972822911,0.192063411970455,0,0.229762920092915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150379463861693,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0129036645827782,0,0,0,0,0,0,0.188004255764681,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153701400399647,-6.93889390390723e-18,0.0918269288242618,0,0.16553676649287,0.206706889997074,0,0,0,0,0,0
X601288.CH.EQUITY,0.429821794799182,0,0,0,0.343583608390632,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0790387279924529,0,0,0,0.0740649446240647,0.0325036308663553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0542492168495641,0,0.315770838282289,0,0,0,0,0,0,0.1818143779681,0,0,0.0840155140157866,0,0,0,0,0.196757666385095,0,0,0,0,0,0.038913673989471,0,-0.0117462389155174,0,0,0,0.0750766689058093,0,0,0,0,0,0,0,0,0.0675892764046935,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0210302853051232,0,0,0,0,0,0,0,0,0.409099221973553,0,0,0,0,0,0,0,0,0,0,0.052591849550942,0,0.12224713286293,0,0,0,0,0,0,0,0,0,0,0,0,0.0838465304239906,0,0.058348062604756,0,0,0,0,0,0,0,0,0,0.260910072878029,0,0,0
X1299.HK.EQUITY,0,0,0,0,8.67361737988404e-19,0.0835238565259222,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0998919647418337,0,0,0,0,0.088035295664111,0,0,0,0,0,0.177833789753194,0,0,0.0875500427035134,0,0.207098677509334,0,0,0,0,0,0,0,0,0,0.0100538889844932,0,0,0,0.162050286827792,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.0734589324943146,0,0,0,0,0,0,0,0,0,-0.0521797613855381,0,0,0,0,-0.282676342792898,0,0,0,1.0635230083946,-0.710637048531604,3.46944695195361e-18,0,0.613459159165725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406635404899767,0,0,0,0,0,0,0,0,0,-0.0711537769587084,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.204959881979246,0,0,0,0,0,0,0,0,0.0645512859276501,0.131712541304234,0,0,0,0.333059386445187,0,0,0.0631051973852218,0,0,0,0,0,0,0.000352578363979276,-0.0435760844651353,0,0,0,0,0,0,0,0,0,0,0,0,0.0168648183947602,-0.0506918866181309,0,0
X601658.CH.Equity,0,0,-8.67361737988404e-19,0.216599347764159,0,0,0,0.0455627331773554,0,0,0,0,0,0,-0.082626057714792,-0.199096106982392,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.836810141432563,-0.143229454029921,0,0,-0.184509534103124,0,0,0,0,0,0,0,-0.188786645518957,0,0,0,0,1.0092479076472,0,0,0,-0.13074072063576,0,0,0.200848749573885
