,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.391787040721995,0.0431552532424717,0.0249778617172645,0,0,0,0,0,0,0.215472458281958,0,0,0,0,0,0,0,0,0,0,0.0607395652059645,0,0,0,0,0,0,0,0.0758069903705902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169219715032632,0.0413360592407186,0,0,0,-0.16009345061083,0,0
X601939.CH.EQUITY,0.526031072889646,0,0,0.112901727711253,0,0,-0.107592438908668,0,-0.0716762737326494,0,0,0,0,0.380043044196852,-0.0116958217135155,0,0,0,0,0,0,-0.0852150584191665,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962431655458064,0,0,0,0.00843163046229345,0
X601318.CH.EQUITY,0,0,0,0,0.222440519543373,0,0,0,0,0,0,0,0,0,0.0400735707717957,0,0,0,0,0,0,0.19051265813898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252185229962493,0,0,0,0,0,0.205511854567414,0,0.00553478969639451,0,0,0,0,0.0812477112586102,0,0,0
X601288.CH.EQUITY,0.372242702318656,0,0,0,0.215063541154913,0,0,0,0,0,0,0,0,0.14577652662212,0,0,0,0,0,0.0914253491353716,0.0312779648196195,0,0,0,0,0,0,0,0,0,0,0,0,0.0830639847981588,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0046918075548523,0,0,0
X601988.CH.EQUITY,0,0,0,0.498466158304937,0,0,0,0,0,0.302140799153523,0,0,0,0,0,0.00251620031454652,0,0.0221985164989563,0,0,0,0,0,0,0,0,0,0.104015168806666,0,0,0,0,0,0,0,0,0,-0.39646309638442,0,0,0,0,0,0,0.213754782492228,0,0,0,0,0,0,0.476387530057011,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278306881739022,0,0,0,0,0,0.0920471572914921,0,3.46944695195361e-18,0,0,0,0.0101091002918832,0,0,0,0,0,0.186830516613042,0.0433598833036156,0,0.0906640809771807,0,0,0,0.0161002123754638,0,0,0,0,0.172107556949031,0,0,0,0,0.105900461068455,0,0.0157206530069896,0,0,0,0
X1299.HK.EQUITY,0.0879311041468854,0,0,0,0,0,0,0,0.186131326120731,0,0,0,0,0.0940048523669322,0,0,0.0569112531775352,0,0,0,0,0,0.0112352657496765,0,0,0,0,0,0.250939315133572,0,0,0.101229189804964,0,0,0,0.0487201570945601,0,0,0,0,0,0,0,0.0253882817964898,0,0,0.0642965346602968,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.0176597318099634,0,-0.159638535779095,0,0,0,0,0,0,0,0,0,0,-0.0589031577366567,0,-0.103783483105232,0,0,0,0,0,-0.43461024175863,0.927117461555593,0,0,0.561132755773979,0,0,0,0,0,0,0,0,0,0,0,0.428883978376288,0,0,0,0,-0.132132783064335,0,0,0,0,0,0,-0.0816375925288091,0,0
X601628.CH.EQUITY,0.0862508168284216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176432920563453,0,0,0,0.0180557621195506,0,0,0,0,0,0,0.196919712269731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17373361713711,0,0,0,0,0.0894159726933143,0.0456864467299279,0,-0.0746710153212008,0.0130806572490221,0
X601658.CH.Equity,0,0,0,0.177047562402459,0.0576400672494832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11104086960645,0.282023600977504,0,0,0,0,0,0,0,0,0,0.0601772381408639,0,0,0,0,0,0,0,0,0.336635166352048,0,0,0,0,0
