,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,4.33680868994202e-19,0.0311926619354305,0.0288107420672552,0.334743350415143,1.0842021724855e-19,0,0.0305013853366876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207860554052599,0,0,0,0.0150789813685194,0.077195729087614,0,0,0,0,0,0,0,0,0,0,0,0.139793991645639,0,0,0.116158081846423,0,0,0,0,-0.0532747266725808,0,0,0,0
X002142.CH.EQUITY,0.228752726580676,0,0,0.18307477045454,0.181665639318579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164601764703507,0,0,0,0,0,0,0,0,0,0.166119349918733,0,0,0,0,-8.67361737988404e-19,-0.298271365991334,0,0,0.223885878319563,0.155973212992349,0,0,0,0,0,0,0.0126744655626925,0,-0.149997723776144
X600000.CH.EQUITY,0,0,0,0,0.154683005513645,0,0,0,0.140563615920114,0,0,0,0.170805129164888,0,0,0,0,0.0396612039418772,0,0,0,0,0,0,0,0.27617241766011,0,0,0,0,0,0,0,0,0,0,0,0,0.0610179798639329,0,0.673677037188757,0,-0.0886341845685854,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.0295118989934849,0,0,0,0.0807330526793973,0,0,0.045319737319934,0.111202328521281,0,0.2002576079696,0,0,0,0,0,0.0693268423610396,0,0,0.067422003242659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194210316210887,0,0,0,0
X600036.CH.EQUITY,0.0527447317086011,0.129377505151067,0.137578894257436,0,0,0,0,0.0115635446989797,0.35324359007776,0,0,0,0,0,0,0,0,0.0921392163133705,0.0519619858988724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160590618763241,0,0,0,0.00650036861620383,0,0,0,0,0,0,0,0,0.0444066918226807,0,0,0
X601166.CH.EQUITY,0,0,0.0650806320897081,0.0653212506078085,0.0927685969393946,0,0.361783681609967,0,0.0133421415391746,0,0,0.0523827625179689,0,0.251020738835461,0,0.041794409448236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416403073664906,0,0,0,0,0,0,0,0.0396244719021191,0,0,0,0,0,0.017492912187289,0,0,0,0,0,0,0.0219163109721437
X601169.CH.EQUITY,0,-0.0485855958547581,0,0,0,0.0795030936872291,0,0,0,0,0,0,0,0.709276634881923,0.0941907359926368,0,0,0,0,0,0,0.0392371717750062,0.0287262453799838,0,0,-0.027782599391591,0,0,0,0,0,0,0,-0.00977660815535392,0,0,0,0.0403029856673436,0,0.0663446308615986,0,0,0,0,0.015594609701616,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.150662734215168,0,0,0,0,0,0.7785304359081,0,0,0,0,0,0,0,0.409400497533557,0,0,0,0,0,0,0,0,0,0.260857102665412,-0.114367765950301,0,0,0,0,0,0,0,0,-0.162517774080899,0,0,0,-0.106510710254474,-0.122238230790273,0,0,0,-0.134760191581041,0,0.0362503306997749,0.0518081758162122
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.965315292650313,0,0,0,0,0.0968587036043677,0,0,0,-0.00778016614478246,0.0304950150856944,0,0.0490452198513804,0,0,0,0,0,0,0,0,0,0,0,-0.101436704882833,0,0,0,-0.0574626679498104,0,-0.0370324649008147,0,0,0.00504729150975851,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0849107279695193,0.390582173247961,-3.46944695195361e-18,0,0.00559762528323106,0.0783664676068032,0.140260067195484,0,0.10841626847184,0,0,0,0,0,0,0,0,0,0,0.0253675452483421,0,0.0533915082923724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
