,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0.0461889364667123,0,0.176691461815388,0,0.108217107324334,0,0,0,0.0973786902264656,0.0269689479247455,0,0,-0.0264949393265474,0,0,0,0,0,-0.369927768052388,0,0,0,0,0.407473927592768,0,0,-0.00914966580688375,0.296866019790152,0,0,0,0,0,-0.0641503000295701,0,0,0,0,0,0,0.00284435320364278,-0.0372293640012631,0,-0.0632052214753383,0,0,0
X002142.CH.EQUITY,0.426589634500508,0,0,0,0.0250298058899007,0.160327858842808,0.107354999373022,0,0,0,0,0,0,0,0,0.103149388097181,0,0,0,0,0,0,0.0310686315093039,0,0,0.0392250335692469,0,0,0,0,0,0,0.063474145146072,0,0,0,0,0,0,0,0,0,-0.143703414148943,0,0,-0.0163797623284598,0,0,0,0,0
X600000.CH.EQUITY,0.0828545765375542,0,0,0,0,0,0.0565103398133795,0.336610033514469,0.0649915896767439,0,0.00596266878331937,0,0,0,0,0.291722651899572,0.00268432295869206,0,0.0962348062332162,0,0,0,0,0,0,0,0.0489606922831963,0,0.0995359207390883,0,-0.0778798195912604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129037564563538,0,0,0,0
X600016.CH.EQUITY,0,0,0.0178954709056679,0,0.0158333942583251,0,0.141584352704657,0.412958746294153,0,0,0.206168259688989,0,0.0559673579297878,0.0686669831921805,0.0488598053945081,0,0,0,0.0951576145382654,0,0,0,0,0,0,0,0,0,0,0,0,0.0988277137768446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.151510477519969,0,0,0.178419864112852,0,0.0361728947366361,0,0.294598818706549,0,0,0,0,0,0,0,0.0525774975238695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254370745135555,0,0,0.168335122638926,0,0.100663017931943,0.0825455941934888,0,0,0,-0.132352337227061,0,0,0,0,0.011841786638358,-0.0629641815228563,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.563197744710429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242249884787785,0,0,0,0,-0.0890553256938788,0,0,0,0,-0.149387010813073,0
X601166.CH.EQUITY,0.199017248375394,0,0,0.012421630745217,0,0.256312080200028,0,0,0,0,0,0,0.308105131527133,0,0,0,0,0,0.00761356142094228,0.0166962985227723,0,0,0,0,0,0.0859259154500316,-0.0796176353774344,0,0,0,-0.0609766163811301,0,0,0,0,0,0,0.0104742654735979,0,0,0,0,0,0,-0.0768442588181034,0,0.0971526797975448,0,0.0538623084214806,0,0
X601169.CH.EQUITY,0,0,0,0.729434172658085,0.0649066753572944,0,0,0,0,0,0,0,0,0.135823614759049,0,0,-0.0301584856151141,0,0.0253325595090577,0.0702964145222047,0,0,0,0,0,0,0,-0.0699822612105951,0,0,0,0.0543949477360038,0.0828428671240827,0,0,0,0,-0.170302427966306,0,0,0,0,0,0,0,0,0,-0.0440689095101579,0,0,0
X601229.CH.EQUITY,0,0,0,0.162993209387325,0.0717164587432877,0,0,0,0,0,0,0,0.0494988305431147,0.0819598475027482,0,0,0.045815281610773,0,0,0,0.0510564235108427,0,0.0262585230066935,0,0,0,0,0,0,0,0,0,0,0,0.104633024614371,0,0,0,0,0.0524722831336245,0.0101325927507386,0,0.196125749986912,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,1.73472347597681e-18,0.0167611386385721,0,0,0,0.00290900813022435,0.101753513529361,0,0.0778224551937163,0,0,0,0.0400145020318525,0.171512876781366,0.428064356804733,0.0443164048060739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112956724168793,0,0
