,Date,MKRturn,CN3M,CN310SLOPE,TED,CreSP,RealEstateDiff
2,2019-01-03,-0.0174370065320528,-0.0528,0.6701,0.7751,1.1235,-0.00670948492725704
3,2019-01-04,0.033306292720467,-0.1458,0.8262,0.8899,1.0878,0.00278724794843331
4,2019-01-07,0.00228281646377626,0.0158,0.8098,0.8001,1.0581,0.00737517936600882
5,2019-01-08,0.0045500584061009,-0.0293000000000001,0.8095,0.7814,1.0476,-0.00213837815431359
6,2019-01-09,0.0170046608044201,0.0323000000000002,0.7667,0.7211,1.0553,-0.00524486103236895
7,2019-01-10,0.00593326833307906,0.00809999999999977,0.7486,0.679,1.0625,-0.00241982069090429
8,2019-01-11,-0.00444664764303448,-0.0835999999999997,0.8374,0.7386,1.0561,0.000319590395077824
9,2019-01-14,-0.0119553105146792,0.0328999999999997,0.8284,0.6827,1.0316,0.000915615537878917
10,2019-01-15,0.00972454989199489,-0.00209999999999999,0.8391,0.6628,1.033,-0.00708788709158932
11,2019-01-16,0.0133105243438276,0.0206,0.7547,0.6222,1.0943,0.00326768486225835
12,2019-01-17,0.00317809826231485,-0.012,0.7682,0.6222,1.0865,-0.00193312965265735
13,2019-01-18,0.00971588891454056,-0.0153999999999996,0.7986,0.6256,1.0778,-0.00520671730207148
14,2019-01-21,-0.0870773030864989,0.0528999999999997,0.7584,0.5697,1.072,-0.00586291009796622
15,2019-01-22,0.0663170019936614,-0.0196999999999998,0.7815,0.5884,1.0886,0.00316632624496577
16,2019-01-23,0.011288463430271,-0.0159000000000002,0.8093,0.5993,1.0675,-0.00372345027363543
17,2019-01-24,0.0104382547467221,-0.000399999999999956,0.8245,0.5947,1.0736,-0.00579113240605609
18,2019-01-25,0.0186608285787715,-0.0242,0.8547,0.6169,1.0662,-0.00558436459005623
19,2019-01-28,-0.00833040637957971,-0.00639999999999974,0.861,0.6223,1.0778,-0.00193182054957258
20,2019-01-29,0,-0.0658000000000003,0.9117,0.6871,1.0904,0.00295680685158198
21,2019-01-30,0.0175318397086657,0.0226999999999999,0.8795,0.6654,1.1107,0.00470537940643275
22,2019-02-11,-0.000939849693242234,-0.00209999999999999,0.8629,0.6939,1.134,-0.00785919952247863
