,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.157281289397241,0.239674468664065,0.0232138045224759,0,0,0,0.152682709061619,0,0,0.130120337790485,0,0,0,0,0,0.0595158804678523,0,0,0,0,0,0,0.140248862009012,0,0,0,0,0,0.0495486459660397,0,0,0.00961620639719638,0,0,0.0251744355881195,0,0,0,0,0.0614059406975358,0,0,0,0,0,0,0,0,0,0.0569419115697384,0
X002142.CH.EQUITY,0.254163247459981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.491057695949249,0,0,0.0459306044195886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06884810975161,0,0,-0.0150280473681634,0,0,0,0,0,0,0,0,0,0,0.124690740060606,0,0
X600000.CH.EQUITY,0,0,0,0,0.368407965890285,0,0.0484248910290956,0,0,0.00785113448319187,0.0697247202203535,0,0.0719269201650023,0,0,0,0,0.164636193889465,0,0.111404858674095,0,0,0,0,0,0,0.0773360969850611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.173869227218739,0,0,0,0,0,0,0.149981525372195,0,0,0,0,0.430113504489628,0,0,0,0,0,0,0.0867051785260991,-0.125697315673674,0,0,0.168019747950818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196044119095572,0.0584059167835235,0,0,0,0,0,0,0,0,0.0705996880754139,0
X600016.CH.EQUITY,0,0,0.0312529831803365,0.104199872135554,0,0,0,0,0,0.0804644078366751,0,0,0.298800543596479,0,0,0,0,0.271321954631895,0,0.184673281140967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0043906631085646,0,0,0,0,0,0,0.378358757905838,0,0,0,0,0,0,0,0,0,0.0288765129466676,0,0,0,0,0.101793225419174,0.166840849614071,-4.33680868994202e-19,0,0,0,0.00395590879067336,0,0,0,0.178142888402206,0,0,0.0187202341563242,0.0432045263811859,0,0,0,0.0562140944794079,0,0.00270304214126059,0,0,0.0618394304253631,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.198498294584838,0,0.14593202185493,0,0,0,0,0,0,0,0.193701316041722,0.0251405671760551,0,0,0.0451679336935475,0.00329761587786642,0,0,0,0,0,0.125204080405202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144978913105905,0,0.081256833188728,0,0,0,0,0,0
X601009.CH.EQUITY,0.110697097999112,0,0.0409723609102362,0,0.354485496222508,0,0,0,0,0,0,0.00920661122695514,0,0.0529898441860993,0.0764249336818778,0,0,0,0,0.19966928771883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502148729964574,0,0,0,0,0,0,0.0135076877532674,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0940147058821486,0.0399288423649766,0,0.157100203354229,0,0.296053150704858,0,0,0,0,0,0,0.302345924611901,0,0,0,0,0,0,0,0,0,0.0385352631545983,0.078029373594737,0,0,0,0,-0.00776181265044817,0,0,0,0,0,0,0,0,0,0.0391914630583786,0,0,0,0,0,0,0,0,0,-0.00275945545528052,0
X601169.CH.EQUITY,0,0.0456404657186048,0.228800175376544,0.2906732398706,0.00846306655675426,0,0,0.0226586306719043,0,0,0,0,0,0,0.0150911512513205,0,0.0409089517652525,0,0,0.10935536091374,0,0,0.00139605320065798,0,0,0,0,0.0774795718985185,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417496239450342,0.13381101963792,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.137816609494545,0,0,0,0,0.576191030361674,0,0,0,0,0.0273544399803876,0,0,0,0,0,0.192584485146783,0,0,0.0527154683923932,0,0,-0.221874780357883,0,0.00685346671019499,0,0,0,0,0,0,-0.0138620266176574,0.0934967919318521,0,0,0,0,0,0,0,0,0,0,0.0171930952331404,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0925936710750145,0.372914653444867,0,0,0.362282615392726,0,0,0.0595434403561076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719906604850976,0,0,0,0,0,0,0,0,0,-0.0121573616488964,0
X601328.CH.EQUITY,0,0,0.229574009403397,0,0.219586880127099,0,0,0,0,0.143094149567033,0,0.321510916704636,0,0,0.0797148260874716,0,0,3.46944695195361e-18,-0.0493292714747534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343046353778961,0,0,0,0,0.0644279049898678,0,0,0,0,0,0,0,0,0,0.00564716245161995,0,0.0097300209841441,0
X601398.CH.EQUITY,0,0,0,0,0,0.0703694343357856,0,0,0.143378267560599,0,0,0.392158086372126,0,0,0,0.0865120585232727,0,0,0.00974993693103205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254384610327816,0,0,0.251925712132833,0,0,0,0,0,0
X601818.CH.EQUITY,0.0628734586071182,0,0,0,0,0,0,0,0.405151742439687,0,0,0.0486194487580624,0,0,0,0,0,0.472727351359049,0,0.015991634376578,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194895749001174,0,0,0,0,-0.0513744550991246,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0.372818978522581,0,0,0,0,0,0,0,0,0,0,0.546720418888354,0,0,0,0,0.0195152898560639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00343521863010683,0,0,0,0,0,0.0142665464772226,0,0,0,0,0,0,-0.0574841621363988,0,0,0,0,0.0514715390943519
X601988.CH.EQUITY,0.135065888704416,0.0134034979492382,0,0,0,0,0,0.0233683734696737,0,0,0,0.464091139616702,0.202250193429421,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0459534306188028,0,0,0,0,0,0,0.041336640778985,0,0,0.00080518128413638,0,0.00718560650880808,0,0.0607364653306886,0,0.00842987246214902,0,0,0,0,0,0,0,0,0,0,0.0493146594750393,0.0665091300923131
X601998.CH.EQUITY,0,0,0.0142344674044,0.141533095218372,0,0,0.256404886409168,0,0,0.269228552786076,0,0,0.19469310845696,0,0.232655593660628,0,0,0,0,0,0,0,-0.0854748024060275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0612804517556799,0,-0.00055678902692367,0,0,0,0,0,0,0,0,0,0.0404275237772154,0
X601658.CH.Equity,0,0,0,0.0355950001827048,0,0,0,0.286634700334642,0,0,0.0260088054117732,0,0,0,0,0,0,0,0,0,0.291841412453491,0,0,0.139092478217752,0,0.0274115139341865,0,0,0,0,0,0,0,0.426069297172364,0,-0.561247324537381,0,0.100718320650317,0,0,0,0,0,0,0,0,0,0,0,0,0.123897258973807,0.287484719480747
X601916.CH.Equity,0,0,0.0295601388248503,0,0.181555259423834,0,0,0,0,0.165260518867426,0,0,0,0,0.225429216061992,0,0,0.238456089966686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912162866453261,0,0,0.0742414084883166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
