,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.274489806078098,0,0,0,0.144028798939141,0,0.216133794874656,0,0.291756211522775,0.0465121068092619,0,0,0,0,0,0,0,0,0,0,0,0,-0.256910812857084,0,0,0,0,0,0,0,0,0,0,0.0143152066249103,0.145079173091211,0,0,0,0,0.236220325980351,0,0.00786181885960519,0,0,0,0,0,-0.0432464100866336,0,0.0486954666745657,0
X002142.CH.EQUITY,0,0,0,0,0,0.508226114552575,0,0.285239663755378,0,0,0,0,0,0,0,0,0,-0.10411305981787,0.036779318680749,0,0,0,0,-0.0721954197052685,0,0.0814993280661798,-0.0478557819701637,0,0,0,0.10074725280646,0,0,-0.134242429943919,-0.141160677882904,0,0,0,-0.107749334081214,0,2.77555756156289e-17,0.319331578274743,0,0.128404254765984,0,0,0,0,-0.205888838503722,0,0,-0.150254932300327
X600000.CH.EQUITY,0.104203901056283,0,0,0,0,0,0,0,0,0,0,0,0.658427875829694,0,0,0,0,0,0,0,-0.00635048267210625,0,0,0,0,0.235780902410422,0,0,0,0,0,0,0,0,0.0478846337392869,0.022897672664818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120912232214238,0.0861061522031877
X600015.CH.EQUITY,0,-0.0914940296805277,0,0,0.180991115914532,0,0.0476802577918665,0,0,0.152495595637199,0.039044957951825,0,0,0,0.267668208546989,0,0,0.00869605714986966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600218567405321,0,0,0,0.0151253065052645,0,0,0,0.241312781815336,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.197158038508248,0.417973855577329,0,0,0.068801778922535,0,0,0,0.066650404816705,0,0.0820262711748972,0,0,0,0,0,0,0,0,0,0,0,0,0.183869385592378,0,0,0,0,0,0,0,0,0.267650363336359,0,0,0,0.126844104769895,0,0,0.00258494367837802,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.206001706506446,0.162322880066727,0.262278857405768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273716057277731,0,-0.0246215134511659,0,0,0,0,0,0,0,0,0,0,0,0,0.0340483277242082,0,0,0,0,0.00582648024107943,0.0275033446583752,0,0,0,0,0,0,0,0.310708463902685,0,0.0295564973887183,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0316388631714929,0,0,0,0,0.24878864721425,0,0,0,0,0,0,0,0,0,0.0699600157429598,0,0,0.0200738519751125,0.0574148756210394,0,0,0,0,0.0843955212091902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.182069927040535,0,0,0.158930537634244,0,0,0.0554107405813907,0,0,0.0305030089651535,0.150833710803226,0.11051407309544,0,0,0.207876997946372,0.0882776023687208,0,0,0,0,0,0,0,0,0,0,0,0,0.0141238546952183,0,0,0,0,0,0,0,0,0,0,0,0.0816804140380748,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.48370628604918,0,0.398627176750648,0,0.0415557057960699,0,0,0,0,0.095867641046163,0.0331393694019564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.334348642339793,0.378239614209518,0,0,0,0,0,0,0,0,0.201083887316819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257792302632789,0,0.0171748686599365,0,0,0.262176958336159,0,0,0,0,0,0,0
