,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0.0190993374398989,0,0,0.415838185770602,0,0,0,0,0,0,0,0,0,0,0,0,0.0854098954485325,0,0,0,0,0,0,0,0.286858465256345,0,0.143470193518935,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891461182640751,0,0.0178790450092652,0.0181566731026535,0,0,0,0,0,-0.0681935300519869
X002142.CH.EQUITY,0.0335823172941954,0,0,0,0.1221731290358,0.313184366026163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166432944120132,0.235670356555763,0.0900087187862937,-0.133636310563894,0,0,0,0,0,0,0,0,0,0,0,0.193195635451553,0,0,0,0.0249521615215611,0,0,0.265781233028286,0,0,-0.265959174276497,0,0,0,-0.0904386518279509,0
X600000.CH.EQUITY,0,0,0,0.299073435662723,0,0.264166643468643,0,0,0,0,0,0.0341547805678848,0,0,0,0,0.362068819163317,0,0,0.109469246845741,0,0.0428399539841162,0,0,-0.0944291298776382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158560253243159,0,0,0,0.0508836166769414,0,0,-0.124189134489516,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.511352474025607,0,0,0,0,0.0481108649666806,0,0,0,0,0.30980911315642,0,0,-0.0528817482007464,0,0,0.196713314504315,0,0,0,0,0,0,0,0,0,-0.120770705932577,0,0,0,-0.0348643835186512,0,0,0,0.066385196504418,0,0,0,0,0,0,0,0.0542884978522271,0,0,-0.0204373537941381
X600016.CH.EQUITY,0,0.211755554952212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898450876329204,0,0,-0.0414590210496327,0.72225423046416,0,0,0,0,0,0,0,0.0247957534936922,0,0,0,0,0,0,0.0409845852589569,0.00980129833153484,0,0,0,0,0,0,0,-0.25082581595756,0,0,0,-0.026425264765344
X600036.CH.EQUITY,0.010582325070119,0.091125518899455,0.131065358309066,0,0,0,0,0,0,0,0.375332808807161,0,0,0,0,0,0,0,0,0.0859053953575318,0.0405854072553072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270394470350684,0,0,0,0,0.0200942823644808,0.0479547619258842,0,0.0175342747879089,0,0
X601009.CH.EQUITY,0,0,0,0.810073705648212,0,0.0773458905941375,0,-0.104992455377785,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641941238210615,0,0,0,0,0.0773950827472425,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169950254842693,0,0,0.113526907499754,0,0,0.0582023858052799,-0.00638144613830719,-0.0158499628863315,0,0,0
X601166.CH.EQUITY,0,0,0.069925990047192,0,0.0681238228949795,0.106055348705752,0,0,0.291295347013721,0,0.0209794094867839,0,0,0.0192776645723373,0,0.281915969741976,0.0523517814692061,0.0400706593921293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261824606654784,0,0.0376216166393567,0,0,0,0.0568566938778418,0,0,0.0475149895163039,0,0,0,0.0323058005831973,0
X601169.CH.EQUITY,0,-0.0520608786830234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760359009529437,0.119981746589084,0,0,0,0,0,0,0,0,0.00827313058684116,0.0438483549457947,0.049068803622437,0,0,0,-0.0244254940649777,0,0,-1.73472347597681e-18,0,0,0,0,0.00306348566188579,0,0,0,0,0,0,0.0704058312643859,0,0,0,0,-0.0229025102253923
X601229.CH.EQUITY,0,0,0,0,0,0.0639714612530925,0,0,0,0,0,0,0.887819094824234,0,0,0,0,0,0,0,0.346509933597639,-0.0199823369004996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482030757901634,0,0,-0.0228966502133772,0,0,0,0,0,0,0,0,0,0,-0.270401057301259,0.015682256712019,0.121542206549711
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794830729377691,0,0,0,0,0.0493557875397992,0,0,0,0,0.078223687648353,0,0,0.0166476386168049,0,0,0,0,0,0,0,0,0,0.106258410855588,0.0234911995849093,-0.228329335404038,0,0,0.018939176590029,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.102568327673033,0,0.385589565933999,0,0,0,0.00590573034140233,0.0790138568347672,0.0727056926772509,0,0.155939456249235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0092073027313503,0,0.0613567577638333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00334283598962753,0
X601398.CH.EQUITY,0,0,0,0,0,0.143627134270603,0,0,0,0,0.0484557749142999,0,0,0,0,0,0.616609872564823,0,0,0,0,0,0,0,0,0,0,-0.359361954115029,0,0,0,-0.149541365229796,0,0,0,0,0,0,0.0968733691154145,0,0,0,0,0,0,0.00305870767491007,0,0.150843975975775,0,0.00690517701850165,0,0
X601818.CH.EQUITY,0,0,0.0534975171959706,0,0,0,0,0,0,0,0.285666709993062,0.0238322996369474,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0139859049314695,0,0.0412666663941527,0,0,0,0,0,0,0,0,0.195238476647431,0,0,0,0,0,0,0.105090120810551,0.0570452396863181,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0896268132006979,0,0,0,0.0128267063372747,0,0,0.0076795489516124,0,0,0.808653963745586,0,0,0,0,0,0,0,0,0.0322812665187347,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267761234509262,0,0,0,0.0371783473367301,0,0,0,0,0.0588359340140786,0,0.0689021854497821,0,0,0,0,0,0,-0.00746097667349601,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.992531735153975,-1.73472347597681e-18,0.0451195036071789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0862172237526237,0,0,0,0,0,-0.00366303296471006,0,0,0,0,-8.67361737988404e-19,0.0644093505130286,0,-0.0282697429680823,0,0,0,0,0,-0.0527894091027654,0,0,0.0113216955276728,0,0,0
X601998.CH.EQUITY,0,0,0,0.0520500219958932,0,0,0.154583820944952,0,0.466988884574842,0,0,0,0.217412362509872,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.00913133250932859,-0.0794902424325654,0,0.0607053479073029,0,0,0,0,0,0,0,0,0.0982793238359918,0,0,0,0,0,0,0,0.0479036483746954,0,0,0,0,0,0,0,0,0
