,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0.195020129605741,0.0140598822398925,0.124909696449619,0,-1.73472347597681e-18,0.161712553668961,0,0,0,0.120877939858514,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.00338587600080864,0,0,0,0,0.0191030343300802,0,0,0,0,0,0,0,0,0.0555815557946529,0,0.0991633812061665,0,0,0.0785085074934546,0.0493598790966788,0,0
X002142.CH.EQUITY,0,0,0,0.196447502670512,0,0,0,0.228186891015979,0,0,0.218819248807691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185482609851599,0.161229167284095,0,0,0,0,0,0,0,0,0,0,0,0.0677537742824141,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0353348727002914,0,0,0,0.139133037356545,0.218777936570322,0,0,0,0,0,0,0.157022077139928,0,0,0,0,0,0,0,0.021602860952852,0,0,0,0,0.00726864048551584,0,0,0,0,0,0,0,0,0,0,0,0,0.0222452400728694,0,0.0768293170278962,0,0,0.115788297198051,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.607622192790017,0.0660666387355298,0,0,0.100460378295116,0,0,0,0.0507636482621289,0.0516309407679326,0,0,0,0,0,0,0,0,0.0527750344127677,0,0,0,0.00183762194488128,0,0,0,0,0,0,0.0212876001811362,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.112732866532096,0.258326783193976,0,0,0,0,0.32886349930895,6.93889390390723e-18,0,0,0.0062312589810911,0,0,0,0.105259485491616,0.0606416412153676,0,0,0,0,0,0.104243148373019,0,0,0,0,0,-0.0282214731080521,0,0,0,0,0,0,0,0,0,0,0.0362586527061375,0,0,0,0,0,0,0,0,0.00810989058960436
X600036.CH.EQUITY,0.422152766406174,0,0.259272295110754,0,0,0,0,0,0,0,0,0,0,0,0.101938573908632,0,0,0,0,-0.0448515802851818,0,0,0,0.0624894216433305,0,0,0,0,0,-0.00767648504483692,0,0,-0.0221321566716552,0,0,0,0,0,0,0,0.0316962823488635,0.123424567053161,0,0,0,0.018498918678121,0,0,0,0.0541472632712191
X600919.CH.EQUITY,0,0,0,0.264113718672261,0,0,0,0,0,0,0,0,0,0,0,0,0.274044081759029,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.0875574318583365,0,0.20221038185475,0,0,0.0341157955411323,0,0,0.051575233119491,0,0,0.014304376958935,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.230553585943154,0,0.215895024321889,0,0,0,0,0.369413292880922,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619268067243026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335105901939597,0,0.261134422078952,0,0
X601166.CH.EQUITY,0,0.0106096914405858,0,0,0.0472478131646617,0.170508635715062,0,0.0620312189232927,0,0,0,0,0.125955900050225,0,0,0.143269509194538,0.0704901784836811,0,0,0,0,-0.0527908677355001,0,0,0,0,-0.000721328433929074,0,0,0,0,0,0,0,0,0,0,0,0.0574912904397489,0,0,-4.33680868994202e-19,0.15549923543467,0,0,0,0.0972575759269818,0,0,0
X601169.CH.EQUITY,0,0,0,0.0357025100297145,0,0.0544104138052035,0,0,0,0,0,0,0.0124852511773682,0,0,0,0.200258082504921,0.153438556428056,0,0,0,0,0,0,0,0.0996095720066966,0,0,0.0512248087746882,0,0.0976383642409805,0,0,0,0,0,0,0.074605857999387,0,0,0.0672280925331563,0,0,0.0674970061625679,0,0,0,0,0,0
