,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0.0156480663365177,0,0,0,0,0,0,0,0.681289388291948,0,0,0,0,0,0,0,0,0.103781356028758,0,0,0,0,0,0,0.0470484588455668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104628305943511,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.0967687158084016,0,0.270936393511835,0,0,0,0,0,0,0,0,0,0.0659787295191315,0,0,0,0,0,0,0,0.0954709051900555,0,0,0,0,0,0,-3.46944695195361e-18,-0.178668991460288,0,0,0,-0.0694567152448511,0,0,0,0,0,0.0235222821695204,0,0,0,0,0,-0.00765268051142847,0,0,-0.00316466674817266
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.185200957758137,0,0,0,0.0687221239628553,0.0875569342155981,0,0,0.180405899660978,0,0,0,0,0.258536599933214,0,0,0.0344928870566367,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0800537061492679,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.016901414436457,0,-0.0898941912004974,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.325355482801476,0,-0.0573168906006722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659496235003694,0,0,0,0,0.00468266343975559,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0737412323707585,0,0,0.168280676924846,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.00711145021522692,0,0,0,0,0,0,0,0,0,0.129856606106133,0.087653487693638,0,0.0223400130598231,0,0.100295961284431,0.0261033373723285,0,0,0.140602298784014,0.0611162521210307,0,0,0,0.119790034790055,0.131263917742858,0,0,0.104998618013219,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.140731901588513,0,0.177789431623002,0,0,0,0,0,0,0,0,0.0430580401666952,0.244178639944287,0,0,0,0.119801912659934,0,0,1.73472347597681e-18,0,0.233835364690264,0,0,0,0,0,0,0,0,0.115666019846932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0583053159787245,0.0880870704541996,0,0.472652632362649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879478942796659,0,0,0.1816194932149,0,0,0,0,0.0649431938944171,0,0.326741068341492,0,0.134167564828775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.419786033618927,0,0,0,0,0,0,0,0,0.270807608902478,0,0.310457955937255,-0.110791554951869,0,0.294293546631676,0,0,0,0,0,0.0209053500471051,0.152772943960459,0,-0.124202718706146,0,0,0.0479613945940877,0,0,0,0.167676430761562,0,0.0142192092425424,0,0,-0.0644427886514106,0,-0.291362560064438,0,0,0,0
X600926.CH.EQUITY,0,0,0,-0.0628095718347179,0,0,0,0.062237041297527,0,0,0,0,0,0.164733102342507,0,0,0,0.00923514659772388,0,0.457960912289289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0874840362321453,0,0,0,0,0,0,0,0,0.0516086803318232,0,0.174883833624347,0,0,0,-0.174535398818227,0,0.0589700959089584,0
X600928.CH.EQUITY,0.0783106888128305,0,0.392933449642717,0,0,0,0,0,0,0,0,0.125181405264869,0,0,0,-0.0663484092724673,0,0,0,0,0,0,0,-0.0928136979593234,0,0.370239944002464,0,0,0,0,0,0,0,0,0,0,0.117937697708702,0.112161811282427,0,0,0,-0.0411483959854991,-0.0202035625894621,0,0.0328339686569738,0,0,0,0,-0.133845642688564,0,-0.0064095955420193
