,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.131795051154463,0.262048724068269,0,0,0.23743989666843,0,0,0,0,0,0,0,0,0.147025394724731,0,0,0,0,0.0326893440920275,0,0,0,0,0,0,0,0,0,0,0,0.0715934111064179,0,0,0,0.0274758457761955,0,0,0,0,0.102806378097398,0,0.0461141421491946,0,0,-0.0279584735150645,0,0,0,0,0.0820193052532138,0
X002142.CH.EQUITY,0,0,0,0,0,0.502382667758878,0,0.151628543213451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701494870365197,-0.169789762001008,0.2330015195833,-0.124216792377949,0,0,0,0,0,0,0,0,-0.075243704895482,0,0,0,0.14402378537047,0.171604855183218,0,0,0,0,0,0,-0.017772380979118,0,0.0663320040995335,-0.254998770056348
X600000.CH.EQUITY,0.164853056286318,0,0,0,0,0,0,6.93889390390723e-18,0,0.125736566715765,0,0,0.525611631368891,0,0,0,0,0,0,0,0,0,0,0,0.00434160830484924,0,0,0.0811429901615796,0,0,0,0,0,0,0,0.117023589227327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.0312596198276961,0,0,0,0,0.142542979930195,0,0.0886514504055381,0,0,0,0,0.10854956550452,0,0,0,4.33680868994202e-19,0.0286830626130318,0,0.0832181342633512,0,0,0,0,0,0,0,0.2062241132839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206783953817925,0,0,0,0.0982785077601603,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0.0701477353056619,0,0,0,0,0,0.471953022476529,0,0,0,0,0,0,0.0918912533236517,0,0,0,0,0,0,0,0,0,0.144755150075975,0,0,0,0,0,0,0,0.130190446799837,0,0,0,0,0,0,0,0,0,0,0,0.0979612973723668,0,0
X600036.CH.EQUITY,0.522075165491248,0.00512668625759144,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146777904495188,0,0,-0.0292137625748685,0,0,0,0,0,0,0,0.0192880155671894,0,0.134096351876378,0,0,0,0,0,0,0,0.210528913858048,0,-3.46944695195361e-18,0,0,-0.0196971053488843
X600919.CH.EQUITY,0,0,3.46944695195361e-18,0,0.355936342714612,0,0,0,0,0,0.0265978255904349,0,0.0719997990403897,0,0,0.24307503413003,0,0,0,0,0,0,0,0,0,0,0,0,0.198016659179335,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.0598416706261294,0,0,0.158873588334088,0,0,0,0,0.0632593222407264,-4.33680868994202e-19,0.06476542858545,0.150916114954899,0,0,0.196435474646305,0.145937790928856,0,0,0,0,0.0409708251232123,0,0,0,0,0,0,0,0,0,0.0815392236666992,0,0,0,0,0,0,0,0,0,0.0213011086284058,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.39560353205626,0,0.310265552040652,0,0.0400762247750333,0,0,0,0,0.159962365947872,0.035175873405144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481362662364599,0,0
X601169.CH.EQUITY,0,0,0.116304695133583,0.24211571092969,0,0,0,0,0.100025808364003,0,0,0,0,0,0,0,0.147133257849167,0,0,0,0,0,0,0,0,0,0.0554374585635499,0,0,0,0,0,0,0,0,0,0.015602437888092,0,0,0,0,0.0817816598076987,0,0.196579385580824,0,0,0.0940382204727288,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0.1897846327552,0,0,0,0,0,0,0,0.231377809471197,0,0,0,0,0,0,0.136862785230979,0,0,-0.179619047386736,0,0,0,0,0,0,0.498954172237945,0,0,0.0100926350953349,9.54049271143213e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117746142673262,0.043494665569146
X601288.CH.EQUITY,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.222974185042605,0,0,0.409771220525731,0,0.0165625212948501,0.248845082008052,0,0,0,0,0,0,0,0,0,0,0.0181872603142837,0,0,0,0,0,0,0,0,0,0,0,0,0.0506651173643316,0,0,0,0,0,0,0.0230185929376006,0,0,-0.0301557206815293,0
X601328.CH.EQUITY,0,0,0.69861867072685,0,0.104188821918792,0,0,0,0,0,0.0730251426933109,0,0,0,0,0,0,0.0422465148559685,0,0,0,0,0,0,0,0,0,0.0397336087858299,0,0,0,0,0.0150104812080035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.167318750959128,0,0,0,0.340526973832207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077648242415196,0.0814856567018148,0,0,0,0,0,0,0,0,0,0,0,0,0.190770559348025,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.299229904288955,0,0,0,0,0,0,0.463757374330377,0,0,0,0,0,0,0,0,-0.0795960706929207,0.25622484156511,0,0,0,0,0,0,0,0,-0.0880430503706909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496982828880005,0,-0.0354091255208077,-0.0917509028782067,0,-0.041442022987152,0,0.100955058987074,0.106058440914038
X601939.CH.EQUITY,0.0142676665734573,0,0.108768369101142,0,0,0,0,0,0,0,0.129063575127076,0.0225830331857171,0,0.511806567160757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489400896147505,0,0,0,0,0,0,0.0909320536557734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716204240503997,0,0
X601988.CH.EQUITY,0,0.0161227232668859,0,0,0,0,0,0,0,0.0364219373998494,0,0,0,0.125607617378055,0,0.397845976058743,0,0,0,0,0.180359288221791,0,0,0,0,0.0144587557700356,0,0,0,0,0,0,0,0,0.0574645893791458,0,0,0,0,0,0,0.155289346741425,0,0,0,0,0,0,0,6.93889390390723e-18,0.0492572988296631,0
X601998.CH.EQUITY,0,0,0,0.200795243643445,0,0,0.0600234114950891,0,0,0,0,0,6.93889390390723e-18,0,0.216878259015129,0.255989550089073,0,0,0,0.269608835502207,0,0,0,0.0793229221734488,0,0,0,0,0,0,0,0,-0.0406815551403142,0,0,0,0,0,0,0,-0.0294852661899261,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0912248685537053,-0.0428577042211655
X601658.CH.Equity,0,0,0,0,0,0,0,0.569685998531992,0,0,0,0,0,0,0,0,0,0,0,0.170612901099268,0,0,0,-0.0821715844300574,0,0,0,-0.308592116690916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32860539221766,0.0992734744723232
X601916.CH.Equity,0,0,0,0,0,-0.235050131293237,0,0,0,0,0,0,0,0,0,0,0,0.921372769391367,0.118937202131585,0,0,0,0,0,0,0,-0.0100646007120536,0,0,0,0,0,0,0,0,0.0203548448364331,0.0669833128556954,0,0,0,0.115040124509832,0,0,0.0153412984099564,0,0,0,0,0,0,0.079354934612168,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.000692256976707803,0,0,0,0,-0.0378450194331548,0,0,0,0,0,0,0.592638952402834,0.151836486132848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600349626939962,0.0829489804825833,0,0,0,-0.111951482620102,0.131718149031598,0,0,0.0137472046815374,0,0
X2388.HK.EQUITY,0,0,0.0632703858618681,0,0,0,0,0.0636582434230332,0,0,0,0,0,0,0,0,0,0,0,0,0.528177369653666,0,0.0904866892817736,0,0.0553263233616335,0,0.102202556308332,0,0,0.0132581903101492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107586107560627,0,0
X5.HK.EQUITY,0,0,0,0.136356403112712,0,0,0,0.0266267496902962,0,0,0,0.0987148498365919,0,0.312056191162717,0,0,0,0,0,0,0.610023756544827,0,0,0,0,-0.0540500424132128,0,0,0,0,0,0,-0.190686629674475,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2044427777633,0,0,0,0.087072149760531,0
X2880.TT.EQUITY,0,0,0,0.0158883759830498,0,0.0975602463288308,0.194193278007126,0,0,0,0,0,0,0,0.144174273092805,0,0,1.38777878078145e-17,0,0,0,0.0346121355976713,0,0,0.089856859501165,0,0,0,0.0854015186127862,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0863365493701638,0,0.136711150198133,-3.46944695195361e-18,0,0
X2884.TT.EQUITY,0,0,0.0295353213629733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721432326912682,0,0.162459651828151,0.363862057617048,0.0696483069336904,0,0,0,0.0615828023501854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145642097441568,0,0,0,0,0.194281967646395,0.199403932876736
X2886.TT.EQUITY,0,-0.407056631252852,0,0,0,0,-0.0737608072368355,0,0,0,0,0,0,0.18441284283503,0,0,0,0,0,0.16505717854375,0,0,0,0,0.281715534249237,0,0.122394566573092,0,0,0,0,0,0,0,0,-0.378174031825895,0,0,0,0,0,0,0,0,0,0,0,0.207111127485619,0,0.395566316074617,0,-0.128231718624963
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127325925580758,0,0,0,0,0,0,0,0,0.046203876654233,0,0,0,0.463995370305062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938800459700767,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0.0353158802299547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148005630088465,0,0,0,0.482729216011538,0,-3.46944695195361e-18,0.0674863189134346,0,0,0.0802022353636679,0,0,0,0,0.0373228277841439,0,0,0,0,0,0,0,0,0.0371521542168372,0,-0.204176396951093,0
X5880.TT.EQUITY,0,0,0,0,0,0,0.0479707965768628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256453937228015,0.206177963294344,0.474738094342749,0.0921813135016819,0,0,0,0,0,0,0,0,0,0,-0.00180512335368166,0,0,0,0.270426839448809,0,0,0,0,0,0,-0.0911574540483547,0,0,-0.0379993132390106,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0869862710425929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114166837244525,0.0481148126970338,0,0,0.467344822148651,0.212996374739555,0,0,0.0291655866602393,0.0810477908453917,0,0,0,0,0,0,0,0,0,0,-0.0536554207039635,0
X000776.CH.EQUITY,0,0,0,0,0,0,0.35440348230331,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,-0.00624921654509539,0.0347333111090356,0,0,0,0,0,0.293249274446809,0,0,0,0,0.0867827485336825,0.206988119532061,0.109370208675515,0,0,0.0812636944563103,0,0,0,0,0,-0.0988416986313025,0,0,0,0,0,0
X002736.CH.EQUITY,0,0.0270412297743024,0,0,0,0.0708400340024709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028406082513775,0,0.357800330987883,0,0,0.0479736304748152,0,0,0.173968612228275,0,0.0683218173543503,0.158627959765671,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465810222412763
X300059.CH.EQUITY,0,0.0169617720161376,0,0,0,0,0.0200701995380978,0.101192454409246,0,0,0.0795602185522739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124106065072638,0,0,0,0,0,0,0.664044307109049,0,0.155667522504312,0,0,0.0491502724835992,0,0,0,0,0,0,0,-0.0407556163866049,-0.194573982733479,0,0,-0.00915862953494848
X600030.CH.EQUITY,0,0,0,0,0.0237980637923907,0,0.0159025636157969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118576359710021,0.0363491524459505,0,0,0,0.0180157834422756,0,0,0.514755752982591,0.0784261406262233,0,0,0,0,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0.0238242737384506,0,0,0,0,0,0,0,0,0,0.0536729824167909,0.0482767879585729,0.010132693513639,0,0,0,0,0,0,0,0,0,0,0,0.142601160636181,0.130829712750112,0,0,0,0,0,0,0.204303843614439,0.242872685514781,0.118014860961775,0,0,0,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,-0.0128459845909174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00441101352030987,0,0,0,0,0,0.0054377141385209,0,0.00860645838794846,0,0.0563291251886928,0,0.295099806972658,0,0,0,0,0,0.475399200535259,0,0,0,0,0,0,0,0,0,0,0.0486647642060516,0,0,0.0869031559589468
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.281517266954251,0,0,0,0,0,0,0,0,0,0,-0.0583475187252541,0,-0.106267627958498,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.720737464751307,0,0.330147604456441,0,0,0,0,0,0,0.123563467866676,0,0,0,0,0,0.0447281806254452,0,0,0.0808586672599647,0,0,0
X601211.CH.EQUITY,0,0,0,0,0.396261061271223,0,0,0,0,0,0.0563687311946198,0,0,0,0,0,0,0,0,0.0110401121048506,0,0.0586383998738051,0,0,0,0,0,0,0,0.0272581552573787,0,0.117512934345025,0.0814418828980416,0,0.0609049470781187,0.184104563890018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0.0648434587171835,0,0,0.226790668884466,0,0,0.0610327632033263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120169185325216,0.174860327254122,0,0,0.18675731643087,0,0.0938922497075148,0,0.00556968883175481,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601881.CH.EQUITY,0,0,0,0,0,0,0,0,0.284342544963026,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0366297348053884,0,0,0,0,0,0.026574958221246,0.36705845550213,-3.46944695195361e-18,0,0.260297902799855,0,0,0,0,0,0,0,0,0,0.0592015890133659,-0.0975062858718041,0,0,-0.311616012422401,-0.0583012735013603
X388.HK.EQUITY,0,0.0246246576247106,0,0,0,0,0,0,0,0,0,0,-0.0602358040423756,0,0,0,0,0,0.0757709983431197,0,0,0.512212725724878,0.193566936644997,0,0,-0.0230498514579666,0.0482795637948442,0,0.155912998793371,0,0.0982454989031641,0,0.0437302027067243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723963751790846,0,0,0,-0.0493497913520929,0
X601318.CH.EQUITY,0,0.231164202535219,0.285062778295083,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150053746264082,0,0,0,0,0,0,0,0.123173880390665,0,0.255263683345949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804144373306019,0
