,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.206278874715698,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.195820800773319,0,0,0,0,0,0.151364376991507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.435332422482706,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.314827343474829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354370323387498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10741829759737,0,0,1.38777878078145e-17,0,0,0,0,0.237647861459295,0,0,-0.085900644962094,0.10917347672733,-0.0277805090269544,0
X600000.CH.EQUITY,0,0,0,0,0.104894021667008,0,0,0,0,0,0.17329088506891,0,0.280840552957492,0,0,0,0,0.187323152493952,0,0.138717865069534,0,0,0,0,0,0,0,0,0.0766326977128302,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0.123893972309853,0.294189580774242,0,0,0.0501078123507108,0,0.0999417762432287,0.168694857739018,0,0,0,0,0,0.164558907575064,-0.0957153837497065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0973225876377446,0,0,0,0,0,0,0,0,0,0,0.137608961235947
X600016.CH.EQUITY,0,0,0.0837481178438199,0.0104726936189389,0,0,0,0,0,0.200104789814931,0.157286752453359,0.035502356709018,0.210018117211429,0,0.0393394383425462,0.0985075168080327,0.15596427760257,0,0,0.00924524696161793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.107117264028969,0.0466937081759182,0,0,0,0,0,0,0.147086056255934,0,0,0,0,0,0,0,0,0,0,0,0.035529441527154,0,0,0,0,0,0.24923341023564,0,0,0,0,0,0,0,0,0.0236417699238949,0,0,0,0.137065453713528,0,0,0,0.138822941812195,0,0,0.0918417741352709,0.00804790703335589,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0.0509927407861743,0,0,0.216278514518671,0,0,0,0,0,0,0,0.052110952357368,0.0160331665842483,0.191801042237621,0.0780478742805184,0.0469197415603944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219291114343571,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.212735158116849,0,0.00589268575498697,0,0.123948854952606,0,0.189567931069581,0,0,0,0.0323227233107408,0,0,0,0,0,0,0.10090392034354,0,0.218020830709941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627152568120106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114762612451724
X601166.CH.EQUITY,0.0899463331448891,0,0,0.0936124128844044,0.0635593465463627,0.264619213696818,0,0,0,0.0542647911988217,0,0,0.0794598379381356,0,0.175295029595683,0.0941224118226912,0,0,0,0,0,0,0,0,0.0169360742649323,0,0.0293497252004296,0,0,0,0,0,0,0,0,0,0.0363938029331624,0,0,0.0101166427835394,0,0,0,0,0,0.0104985392424669,0,0,0,0,0,0
X601169.CH.EQUITY,0.0227942380784085,0,0.130441824140153,0.16519248269174,0,0,0.227394132070939,0,0,0,0,-6.93889390390723e-18,1.73472347597681e-18,0,0,0,0,0,0.0187956951547854,0.40129508564846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
