,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.110023408913597,0.0709772954159906,0,0,0,0.0513257891062761,0.345250275715453,0,0,0,0,0,0,0,0,0,0,0,0,0.0249942103578075,0,0,0,0,0,0.00279201399801175,0,0,0,0,0,0.0343561235965873,0,0,0,0.0310656794412954,0,0,0,0,0.156547657669987,0.0776777670827102,0,0,0,0,-0.00958751247636174
X002142.CH.EQUITY,0,0,0,0.00101453462862727,0,0,0.176134677105659,0,0,0,0,0.27341416418554,0,0,0,0,0,0,0,0.261647679543446,0,0,0,0.0156528491465084,0.00563307116212617,0,0,0,0,0,0,0,0,0,0,-0.0346418510165518,-0.0731601294215187,0,0,0,0,-2.77555756156289e-17,0,0,0,0.217372667757403,0,0.0786514171339863,0.0820352275849728,0,0.0591628030391361,0.0228591431194525
X002958.CH.EQUITY,0,0.0358610135706123,0,0,0,0,0,0,0,0.133880851100138,0,0,0,0,0,0,0,0.35730300483102,0,0,0,0,0,0.0365517050973216,0,0,0,0,0,7.2954189461756e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.135611018143132,0.0854406785613348,0,0,0,0,0.0937569685846578,-0.0544580331349603,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.0838623252493552,0,0,0,0,0,0,0.351859847833366,0.0840047819316219,0.0992388992199728,0.279468415273381,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103368367513311,0.0824053349543852,0
X600015.CH.EQUITY,0,0,0,0.149174900809293,0,0,0,0,0,0,0,0,0.163249011347504,0.009386445923829,0,0,0,0,0,0,0,0,0.066310707472767,0,0,-0.027361227625115,0.587523617980981,0,0.110280777337277,0.0239879489742851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527637003401183,0.0504380089187746,0,0,0,-0.0414768188723255,-0.133429187854449,0
X600016.CH.EQUITY,0.113403047033556,0,0,0,0.2368446201732,0,0,0,0,0.058195773760177,0,0,0,0,0,0,0.0224745418851527,0.336375977576262,0,0,0,0,0,0,0,0.174026340038136,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0595120019983788,0,0,0,0,0,0.0365031386682545,0,0,0,0,0,0,-0.0260992837243133,0
X600036.CH.EQUITY,0.381237717816297,0.102370336682347,0,-3.46944695195361e-18,0,0.143192594746802,0,0,0,0.0234140335122052,0,0.13522442364303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115198347477218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324021620647834,0.00295615200330774,0
X600919.CH.EQUITY,0,0.0713775312137747,0,0,0.252082397330411,0,0,0,0.511463125287863,0,0.0235491311925597,0,0,0,0,0.105308200310538,0.00904023652197153,0,0,0,0.061175167912008,0.027489211789372,0,0,0,0,0,-0.0304645858574949,0,-0.092836766468648,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361170107867902,0,-0.138376556441693,0,0,0,0,0,0.0213722262491152,0
X600926.CH.EQUITY,0,0.0958609497009076,0,0,0,0,0,0.389570138615063,0,0,0,0,0,0,0,0.164575607670106,0,0,-0.111798106228148,0.27320982506136,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.249478479777542,0,0,0,0,0,-0.0865715395156791,0,0,0,0.0866464691528409,0,0,0,0,0,0,0,0,0.188761997033723,0
X600928.CH.EQUITY,0,-0.0601298847350754,0.139941259213719,0,0,0,0,0,0,0,-0.00942261230720663,0,0.041436830275321,0,0,0,0.115470057498129,0.1865845660625,0.132966808569907,0,0,-0.0703569932251115,0.402480959594057,0,0,0,0,0,0,-0.0258261202156487,0.0303183772809662,0,0,0,0,0,0,0,0,0,0.0492753674290819,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0
