,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.372502608353291,0,0,0,0.0180916025688435,0,0.300431151280532,0,0.0884955633115842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0355638174339544,0.138734278352992,0,0,0.104830262629485,0,0,0,0,0,0,0,0,0.0232486719628815,0,0,0,0,0,0,0,-0.0969394535426742,0,0.102564890626243
X002142.CH.EQUITY,0.20445581816617,0,0,0,0,0.0120579472911504,0,0.288431586260213,0,0.0682939669826436,0,0,0,0,0,0,-0.00961138915322605,0,0,0,0,0,-0.144383279292665,0,0,0,0,0,0.0636409046801939,0,0,0.142077690935233,0,0,0,0,0,0,0,0,0,0,0.151411512088096,0,0,0,0,0,0,0,-0.00369685354923915,0
X600000.CH.EQUITY,0,0,0,0.000975237249126669,0,0,0,0,0,0,0.218861493330844,0,0,0.336039177656789,0,0,0,0.213180810200719,0,0,0.0220410487104976,0,0,0,0,0,0,0,0.0657664192140539,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.00356117209038182,0,0,0,0,0,0.00487673310796733,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.529865837339853,0,0.123289221936204,0,0.0560641141769732,0,0.0268211938435957,0,0,0,0,0.150636346467435,0,0.12038149616301,0.121840213405185,0,0,0,0,0,0.174091495500065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766092426199264,-0.0675523370540903,0
X600016.CH.EQUITY,0,0,0.0218612533811563,0,0,1.73472347597681e-18,0.31159515256922,0,0,0,0.395045747467769,0,0,0.132707760074378,0,0.109459477213993,0.0745125979495517,0,0,0,0,0.0881102398792268,0.0225076084207195,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.329390931278404,0,-0.224619901742589,0,0,0,0,0,0,0,0.034410507682733,0,0,0,0,0,0
X600036.CH.EQUITY,0.070032257014463,0,0.110880413136685,-0.0713314403267981,0,0,0,0.144261151144123,0,0,0.389140670247623,0,0,0,0,0.00896940507105497,0,0,0.0672816407921022,0,0,0,0,0,0,0.103450020158093,0,0,0,0,0,0,0.00151833516101719,0,0,0,0,0,0.0479660017727976,0,-0.0899907622932552,0,0,0.0796432547269438,0,0,0.154869293280413,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0.2390782982932,0,0,0,0.118925065578492,0,0,0,0,0.159397503311445,0,0,0.207944435624728,0,0,0,0,0.0827213159822952,0,0,0,0,0,0,0,0,0,0,0,0,0.216008136162736,0.109885600542111,0.291879277651134,-0.834795028044427,0,0,0.0363012864759203,0,0.295734189252791,0,0,0,0,-0.000980740205009842,0,0,0.0825317429844786,-0.125400144951516
X600926.CH.EQUITY,0,0,0,0,0,0.242467095804673,0,0,0,0.47835292356688,0,0,0,0,-0.0844739646090947,0,-0.201967569624198,0,0,0,0,-0.0944518295822531,-0.053466296836456,0,0,-0.158674149000623,0,0,0.0513149672954528,0,0,0,0,0,0,0,0,0.0318891391814048,-0.167358734793717,0.0544395303105614,0,0,0,0.107113569869274,0,0,0,0,0,0.0366547161322847,0,0.0648648921593697
X601009.CH.EQUITY,0,0,0,0.202413046068816,0,0,0.0580618922114101,0,0,0,0,0.215494904823404,0.0849538409349729,0,0.0916298709487945,0.0839164031587716,0,0,0,0,0.033899865107432,0,0.0225741156621462,0,0,0,0,0,0,0.188522529229972,0,0,0,0,-0.130572052733198,0,0.0988520481564693,0,0,0,0,0,0,0,0.0350904929407707,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.52013577476236,0,0,0,0,0.0766595304776529,0,0.0584856419441968,0,0,0,0,0,0,0,0.203412409930471,0,0,0,0,-0.0377917532379297,0,0,0.0713025763010775,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286643099181464,0,0.071378121872586,-0.181647511051743,0,0,0,0,0,-0.0382749402161717,0.0508783088931029,0,0,0,0
