,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.108994780998942,0,0.0893385861810813,0,0,0,0.0615516206068134,0.079963884199053,0,0,0,0,0,0,0,0.123098473610819,0,0,0,0,0,0,0,0,0,0,0.0791260318662053,0,0.0807786452042168,0,0,0.00306344462209275,0,0,0,0,0.0127252494649807,0,0,0,0,0.191937112470127,0,0,0,0,0,-0.0949491915356587,0
X002142.CH.EQUITY,0.217563508151888,0,0,0,0,0.0550603448231459,0,0,0,0.0434869413370064,0,0,0,0,0,0.286097393297298,0.0499502840908318,0,0,0,0,-0.0604410732401922,0.0605359434624381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138302548660083,0,0.205506903563594,0,0,0,0.0874786249739101,-0.108230839215795,0,0,0.127947202303789,0
X600000.CH.EQUITY,-0.00714931415693791,0,0,0,0,0.0204784781657307,0,0,0.499512194287741,0,0,0,0.233020037903148,0,0,0,0,0.0213338099844948,0,0,0,-5.42101086242752e-20,0.163917273966044,0,0.145300890502966,0,0,0.0648323529750997,0,0,0,0,0,0,0,0,-0.200549750236499,0,0,0,0,0,0,0,-0.0451958664864106,-0.0226288634990256,0,0,-0.161529756458617,-0.112951761962944
X600015.CH.EQUITY,0.103404923280773,0,-0.273226650379138,0,0,0.0990006893237254,-0.158098761902007,0,0,0.227865639220023,0,0,0,0,0.305108102607761,0,0,0.156606105090519,0,0,0,0,-0.0158782484518407,-0.0641657243204687,0,0,0,0,0,0,0,0,0,0.00758361737629822,0,0.244612629284895,0,0,0,-0.0669911304403477,0,0,0,0,0,0,0,0,-0.413281175368832,0.0171028514711598
X600016.CH.EQUITY,0,0.0654299556848738,0.190592492759546,0.0587779067968822,0,0,0,0,0,0,0,0,0,0,0.33754275622249,0,0.0866650250976606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0450940777409151,0,0,0,0,0,0,0,0,0,0.0684803419165683,0,0,-0.0547829715359512
X600036.CH.EQUITY,0,0,0,0.41607158577696,0,0,0.240459484027256,0,0,0,-0.0500022207018075,0,0.252472529370154,0.0477153898044736,0.128237732274376,0,0,0,0.138127179397664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179465878050778,0,0,0.156672796657149,0,0,0,0,0,0.11976304303932,0,0
X600919.CH.EQUITY,0,-0.189484940399726,0,0,0,0.555848115535106,0,0,0,0,0,0.0706978277489479,0,-0.0449623172747192,0,0,0,0,0,0.259998583524426,0,0,0,0,0,0,0,0,0,0,0,0,0.0785184660370364,0.208553814002737,0,0,0,0,0,-8.67361737988404e-19,0,-0.0973668705851917,-0.0240367025508052,0,0,0,0,0.1175087391713,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,0.297612451568326,0,0,0,0,0,0,0,0,0,0,0.250587780204568,0,-0.184528712631236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0775113511575616,0,0,0,0,0,0.148335373994261,0.0920305296495757,-0.196264359699533,0
X601166.CH.EQUITY,0,0,0.370522256316568,0,0,0,0,0.0275724771818178,0,0,0,0.245273209906621,0,0.140969727699799,0,0,0,0,0,0.0621999217500066,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232914097041307,0
X601169.CH.EQUITY,0,0,0.178153158224768,1.55070870162589,0,-0.524726423542296,0,0,0,0,0,0,0,0,0.0243114052003861,0,0,0,0.0491871116419769,0.110924687058374,0,-0.268753624896671,0.160163579137631,0.123058858096079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413836769652502,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.0193344476172805,0.180839333255095,0,0,0,0,0,0,0.221867897104583,0,0,0,0,0.358104470533114,0,0,0,0,0,0,0,-0.0639481523267725,0,0,0,0.0666592769457143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933009493046857,0,0,0.054689757355652,0,0,0.0164592081307813,-0.060993909461707,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.708901708659743,0,0,0,0,0,0,0,0,0,-0.233684696820121,0,-0.297930206695796,0,-0.138856464935062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059974531345635,0,0,0,0,-0.264833799227911,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.674951521794829,0,0,0,0.020354652139086,0,0,0,0,0,0.0308159324359406,0,0,0,0,0,0,-0.0239423792033087,-0.188891953423761,0,0,0,-0.273715447315297,0,0,0,-0.125038295376521,0,0,0,0,-0.0922948044031439,0,0,0,0,0,0,0,0,0,0.252144094283563,0.108504249993773,0,0.0376966331071348
