,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0236108401262241,-3.46944695195361e-18,0,-1.38777878078145e-17,0,0.0524836669725017,0,0,0,0,0,0,0,0,0,0,0,0.0563667949786885,0,0,0,0,0,0.225214781770433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358390920983044,0,0,0,0.123484419578558,0,0,-0.00278629619824888,0
X002142.CH.EQUITY,0.26622026680223,0,0,0,0,0,0.0904687368924832,0,0,0,0.194078621364097,0,0,0.0300837886130892,0,0,0,0,0.288611039369316,0,0,0,0,0.00620558308036223,0,0.0367119873717951,0,0,0,-0.220838445211545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168126917398693,0,0.185514802422217,0.0817982123882286,0.113043173975647,0,0,0
X002958.CH.EQUITY,0.0468432751103753,0,0,0,0,0,0,0,-0.0406314171656112,0.368239105396815,0,0,0,0.336155427173511,-0.0126130412387487,0,0,0,0,0,0,0,0,0,0.0121514472861263,0,0.0874216473676104,0,-0.0348291467265232,0,0,0,1.38777878078145e-17,0,-0.0208525800512094,0.10087707736951,0,0,0,0.137860218892803,0,0,-0.0397093519706751,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0295689705210658,0,0,0,0.247624715079887,0,0,0.0408229863271754,0.010162253986847,0,0,0.0528666810862734,0,0,0,0,0,0,0,0.216025454776673,0,0,0,0,0,0,0,0,0,0,0,0,0.111260375056204,0,0,0,0,0,0.0823583999169805,0,0,0,0,0,0,0,0,0,0.115187236764334,0,0,0
X600015.CH.EQUITY,0.171942410746522,0,0,0,0,0,0,0,0,0,0.199872281042174,0,0,0,0,0,0,0,0,0.0049245838918219,0,0,0,0,0,0,0.495361910057928,-0.0223863087711381,0,-0.0186190174148973,0,0,0,0.0417267533056721,0,0,0,0,0,0,-0.148771156262836,0,0,0,0.118273485932836,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.415258347853769,0.0925121262282428,0,0,-0.120397431889619,0,0,0,0,0,0,0,0,0,0,0.372438159423894,0,0,0,0.0705086564155306,0,0,0,0,0,0,0.0784349506343386,0,0,0,0,0.0912183525401259,0,0.276907145763406,0.0858823549017947,0,0,0.0412299728722461,0,0.217965774586096,0,0
X600036.CH.EQUITY,0.313734178457254,0.196955730879246,-0.124231640870815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116848046580511,0,0,0.336119576951802,0,0,0,0,0,0,-0.0613844742957901,0,0,0,0,0,0,0.14877941566225,0,0,0,0,0,0,0,0,0,-0.0705494829757589,0.152170919058425,0,0.028399075481335
X600919.CH.EQUITY,0,0,0,0,0,-0.0307185620349104,0,0,0.258141763138836,0,3.46944695195361e-18,0.0384102339055072,0,0,0,0,0,0,0,0.258240680382061,0,0,0.424001318619064,0,0,0.174663272357752,0,-0.202050525658146,0,0,0,0,0,0,0,0,0,0,0,0,0.0781918440809308,0,0,0,0,0,0,-0.0169057692437225,0,0,0,-0.135408383378357
X600926.CH.EQUITY,0,0,0,0,0,0,0,0.0152259454859812,0,0,0.153926444680826,0.258235392244209,0,0,0,0,0,0.0705333705106978,0,0.326965820891611,0,0,0,0,0,0,0,-0.0697922218050112,0,0,0,0,0,0,0,-0.0727256142218112,0,0,0,0,0,0,0,0,0,0,0,0,-0.0384375875815493,-0.0286147782974885,-0.185483343013697,0
X600928.CH.EQUITY,0,0,0.385301432072568,0,0,0,0,0,0,0,0.0156744952755101,0,0,0,0,0,0,0.0410484097557211,0,0,0,0,0.1995188701529,0,0,0.207721036075449,0,0,0,0,0,0,0.0214564147946955,0,0,0,0,0,0,0,0,0,0,0,0.120737684127625,0,0,0,0.0376635412181414,0.0794491872669744,0.0251373058823862,-0.0176768925397459
