,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600061.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0.0767857297727149,0.115483460237577,0,0,0.150845862873531,0,0,0,0.201351302025797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124097763584522,0,0,0.0407022138235713,0.0380872799581923,0,0
X002142.CH.EQUITY,0.0453323312565565,0,0,0,0,0.160543259692386,0,0.493221888153614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112976641705368,0,0,0,0,0,0.0720851611740916,0.0826623103305966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0970566856008472,0,0,0,0.0992095705025344,0.180896328729985,0,0.0817829597334521,0.00576748154483993,0,0,0,0.129478856737716,0,0,0,0,0,0,0,0,0,0,0,0.159976225053176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105422540969676,0,0,0.0498231028019201,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.257406177036423,0,0,0.297334162082601,0,0,0.0707450272116134,0,0,0,0.289483463761267,0,0,0,0,0,0,0.0528168741059472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311567113855386,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0884418573487853,0,0,0,0,0.310045343035192,0,0,0,0.216012928581151,0,0,0,0.0748125124593166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300000341686179,0,0,0,0.0411201324958196,0,0,0
X600036.CH.EQUITY,0.413054477116877,0,0.256441104995162,0,0,0,0,0,0.0485530526413373,0,0,0,0,0,0,0,0,0,0,-0.056399277131638,-0.0591213382693933,0,0,0,0,-0.0894889111682625,0,0,0,0.0602765924626394,0,0,0,0,0.0431652197204275,0,0,0.0955788363411739,0.0780289827629533,0,0,0.044080725513805,0,0.0536227173043687,0,0.0796170564476129,0,0.0150198873213391,0,0.00701352209725841
X600919.CH.EQUITY,0,0,0,0.418133941931953,0,0,0,0.0626834514882068,0,0,0,0,0,0,0.0432530108164156,0,0.144763830301087,0,-0.0126997040832781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217372416014478,0,0,0,0,0,0.072210789302483,0,0,0.0326700510739992,0,0,0,0,0,0,-0.0207981985047802
X601009.CH.EQUITY,0,0,0,6.93889390390723e-18,0,0,0.0169185044779537,0,0.292255149157553,0.307578153085729,0,0,0,0,0,0.0310054047011724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00686065248668379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334584686560358,0,0
X601166.CH.EQUITY,0,0.0745625339377759,0,0,0.269869128069529,0.146686001081759,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.155564299649702,0,0,0,0,0,-0.00131386881828198,0,0,0,-0.00890758346103072,0,0,0,0,0,0,0,0,0,0,0,0,0.0722831979968481,0,0,0,0.116308833070866,0.00756321767800644,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.0406612092305023,0,0.179747186825993,0.00891240390854709,0.00337934102527708,5.42101086242752e-20,0,0.0993296311520005,0,0,0,0,0,0.149728256193641,0.0175368201700999,0,0,0,0,0,0,0.235770525761776,0,0.0900011646712399,0,0,0,0,0,0,0,0,0.0401500791009592,0,0.0606568627713943,0,0,0.0086114035304669,0,0.0105088849436762,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0.393965810070731,0,0,0,0,0,0,0,0,0,0,0.163581363625096,0.0813605734040102,0,0,0,0,0,0.0596275003855243,0,0,0,0,0,0,0,0,0.00577847418721486,0,-0.0663061653886108,0.277738323403836,0,0,0.0531072188595361,0,0,0,0,0,0,0,0,0,0,-0.0487797225448799,0,0
X601288.CH.EQUITY,0.0734768288348909,0,0,0,0,0,0,0.0268114436269145,0,0,0,0,0.102986981324563,0.41530909227648,0.110827712034812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119809334279502,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0527329098479022,0,0,0,0,0,0,0.260054114899515,0.129647286396515,0,0,0,0.0423120277621026,0,0,0.276450112851723,0,0,0.0422999337277173,0.0367231647357049,0.00303146195707572,0,0,0,0,0,-0.0335463021279775,0,0,0,0,0,0,0,0,0.0274890648226595,0.154073912026304,-0.0124335961748459,0,0,0,0.0342805102942992,0,0,0,0.0222581483175615,0,0
X601398.CH.EQUITY,0,0,0,0,0,0.0714544993937186,0,0,0,0,0,0.102020273595489,0,0,0,0.530399560078577,0.0709839674415933,0,0.0394921311712844,0,0.0283474650379155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706768327317969,0,0,0.0114353252760278,0.00443233968946285,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0.189309007240134,0,0,0,0,0,0,0.105653877770547,0,0,0.391295735147853,0,0.139149149302837,0,0,-0.133115788723046,-0.0415550950942864,0,0,0,0,0,0,0,0,0,-0.0353324604299388,0,0,0,0.103410413686401,0,0,0,0,0,0,0.135918825026425,0.00757853922496519,0,0,0.0211741460282154,0,0.0741446413960843,0
X601939.CH.EQUITY,0,0,0.0142331910125663,0,0,0,0,0.0289398650161421,0,0,0.00345590001272404,0.185116513128968,0.161197961141899,0.408373784505004,0.0656602398747846,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579807820706519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.149561260294395,0.186901296498556,0,0.13572578754364,0,0,0,0.173682144589725,0.126365796994048,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.00277843316466199,0,0,0,0,0,0,0,0,0,0.019375579153634,0,0,0,0,0,0.103486506258452,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.103078941645805,0.195154387361819,0,0,0,0,0.0368201410655019,0,0,0.172884175228929,0,0,0.216942498475067,0,0,0,0,0,0,0.0247767878174258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00844312189989098,0,0,0.132226693805593,0,0,-0.0234305650636704
X11.HK.EQUITY,0,-0.107879860760084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101441698155555,0.13758866546532,0.239128253224786,0.247240677172432,0,0,0,0,0,0.208386347287208,0,0,0,0,0,0,0,0,0.0575850992120916,0,-0.013172494135009,0,0.092224079360318,0,0.0360778546082448,0,0.0955188078146817,0,0.162158803555777,0,0
X2388.HK.EQUITY,0,0,-0.0695753345504999,0,0,0,0,0,0,0,0,-0.00941374788079967,0,0,0,0,0,0,0,0,0.207467386905267,0,0.0709678412496569,0,0.0464152411600326,-0.00063868145452492,0.141268759858421,0,0,0,1.73472347597681e-18,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0445842488157833,0,0.043862727244949,0,0.0295247827535192,2.16840434497101e-19,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.169049695347845,0,0,0,0,0.0342806908852732,0,0,0.185311193396283,0,0,0.265526148852794,0.108228200071918,0,0,0,0,0,0,0,0,0,0.172380479340873,-0.960578333614774,0,0,0,0,0.550703014119278,0.0995713874862243,0,0,0,0,0,0,0,0.0226409290312252,0,0,-6.93889390390723e-18,-0.189945510939211,0
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,-0.0977844938799166,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0840500333611435,0,0,0,0,0,0,-0.154685480872368,0.0178056270082167,0,0,0,0,0,0,0,0,0,0,0.468451607983193,0.0167686700110558,0,0,0,-0.0245174127323054
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134639120791577,0,0,0,0,0.0793564990452468,0,0.0618480063474275,0,0,0,0,0,0,-0.0150885525137491,0,0,-0.0145304092397386,0,0,0,0,0,0.301817098635193,0,0,0,0,0,-0.061508131958097,0.183042467868819,0.272776730737616,0,0,8.67361737988404e-19,0
X000166.CH.EQUITY,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438257367388708,0,0,0,0.0479595814834145,0,0.0852507409793885,0,0,0.155726126106679,0.259061481798377,0,-1.73472347597681e-18,-0.0480462562852367,0,0,0,0.0451934577856477,0,0,0,0,0,0,0,-0.0437484112391258
X000776.CH.EQUITY,0,0,0.142694365213478,0.0307576285410168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140312072787521,0,0,0,0.297574855289324,0,0,0,0.107630924322413,0,0,0,0.254975669778516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0.0156703379746717,0.0829049717652205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198847185600674,0.129058513950347,0.0255748112803876,0.341392225526414,0.0533816937452364,0,0,0.107388218050245,0,0,0.0432800546996602,3.46944695195361e-18,-0.130024811868217,0.0893499566101194,0,0,0,0,0,-0.0515097735573001,0,0,0,-0.101282777498491
X300059.CH.EQUITY,0,0,0,0,0,0,0,-0.0740575771975473,0,8.67361737988404e-19,0,0,0,0,0.151172835739093,0,0,0,0.0533363622109819,0,0,-0.0466089533158675,0,0,0,0,0,0.581783414009727,0,0,0,0,0,0,0,0.0506894227302753,0,0.150553927589312,0,0,0,0,0,0.0242351956572922,0,0,0,0,0,0.0615063446877945
