,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.0182795323166907,0,0,0,0.346829658859352,0.0143182211055603,0,0,0,0,0,0.0895990165801348,0,0,0.286089586103377,0.183314471206436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163995441298236,0,0,0,0,0,0,0,0,0,0,-0.127719231635752
X002142.CH.EQUITY,0,0,0,0,0,0.835566637813328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112426898507559,0.0225653602022488,0,0,0,0,0,0,0,0,0,0,0,0.0444459543624963,0,0,0,0,0,0,0,0,0,-0.275615396189061,0,0,-0.138925864075923,-0.0592042612652072,0
X600000.CH.EQUITY,0,0,0,0.118243819034486,0,0.2647929738574,0,-0.0870074886788928,0,0,0,0,0,0.444764595344291,0,0,0,0,0,0.191575049835082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610173041418472,0,0,0,0,0,0,0.0780056748629391,0,0,-0.0758874461399063,0
X600015.CH.EQUITY,0,0,0.111184003712788,0,0,0.115229461035388,0,0,0.0381032756074852,-6.93889390390723e-18,0,0,0,-2.71050543121376e-20,0,0,1.38777878078145e-17,0.0508994417771409,0,0.308180703591384,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.127286820434357,0,0,0,0,0,0.0213569543437634,0.0494343335560438,0,0,0,0,0.0900612445851454,0,0
X600016.CH.EQUITY,0,0.0613340634503106,0.103022158989014,0,0,0,0,0,0,0,0,0.0507926334098925,0,0,0.0620301443773384,0,0,0,0.255906758935965,-3.46944695195361e-18,0,0,8.67361737988404e-19,0,0,0,0.115889211550967,0,0,0.022653342276211,0,-0.202177648502312,0,0,0,0,0,0,0,0,0,0,0.0309099765357375,0.26874038309667,0,0,0,0,0,0.125017231246886,0,0
X600036.CH.EQUITY,0.235224108439538,0.0781535884415193,0.0237281684548938,0,0,0,0.129322878129426,0,0.137019676735213,0,0,0,0.0377231325504905,0,0,0,0.0927471942591501,0,0,0,0.0755438763045297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246128663796334,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,-0.054397337649472,0,0,0,0,0.277078908217135,0,0.0440191981609131,0,0,0,0.442708031456525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353534933014365,0.00461104443013892,0,0,0,0,-0.034584563562931,0,0,0,0,0,0,-4.33680868994202e-19,0.325230858667306,0,0,-0.0307633121188072,0,-0.0472333002348048,0.154848483996491,-0.0975702613099497
X600926.CH.EQUITY,0,0,0,0,0,0,0.1316611073568,0,0,0,0,0,0.345191746417314,0,0,0.0783723861968591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132524176199567,0,0,0.221699193267736,0,-4.33680868994202e-19,-0.0503480176927443,0,0,0,0,0,0,0,0,0,0,0.000473678899568481,0,0.0119518541456373,-0.028888228610935,0
X601009.CH.EQUITY,0,0,0,0,0,0.445226941243895,0.0204304277673817,0,0,-0.0511795763006917,0,0,0.0689054318742366,0,0,0,0,0,0,0.305429484613477,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.215842402992191,0,0,0,0.126499665689327,0,0.00965825846572998,0,0,0.215229362403278,0.0136915896031101,0
X601166.CH.EQUITY,0,0,-6.7762635780344e-21,0.0760431995955164,0,0,0.035426359234541,0,0,0,0.463753825682622,0.0542075936833297,0,0,0,0,0,0,0.224182933137568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127480575428834,0,0,0,0,0,0,0,0,0,0,0,0.0392942300524667,0,0.00789963028713352,0,0,0
